All   channel acquired
Date[dd-mm-yy]= 02-07-21   Time= 16:14:45
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
  0.003320	     0.144	    -0.007	     0.061	     0.157
  0.006640	     0.119	    -0.010	     0.068	     0.137
  0.009960	     0.138	    -0.010	     0.064	     0.152
  0.013280	     0.145	    -0.025	     0.055	     0.157
  0.016600	     0.133	    -0.021	     0.046	     0.142
  0.019920	     0.119	    -0.007	     0.056	     0.132
  0.023240	     0.148	    -0.006	     0.044	     0.155
  0.026560	     0.113	    -0.014	     0.044	     0.122
  0.029880	     0.120	    -0.030	     0.056	     0.136
  0.033200	     0.104	    -0.032	     0.040	     0.116
  0.036520	     0.123	    -0.015	     0.051	     0.134
  0.039840	     0.123	    -0.016	     0.058	     0.137
  0.043160	     0.144	    -0.027	     0.072	     0.163
  0.046480	     0.129	    -0.008	     0.055	     0.140
  0.049800	     0.144	    -0.003	     0.075	     0.162
  0.053120	     0.131	    -0.001	     0.056	     0.142
  0.056440	     0.144	    -0.011	     0.078	     0.164
  0.059760	     0.122	     0.016	     0.059	     0.136
  0.063080	     0.130	     0.006	     0.070	     0.148
  0.066400	     0.127	    -0.026	     0.067	     0.146
  0.069720	     0.147	    -0.009	     0.044	     0.154
  0.073040	     0.116	    -0.027	     0.049	     0.129
  0.076360	     0.147	     0.001	     0.068	     0.162
  0.079680	     0.114	    -0.006	     0.071	     0.134
  0.083000	     0.151	     0.003	     0.044	     0.157
  0.086320	     0.123	     0.002	     0.053	     0.134
  0.089640	     0.137	    -0.018	     0.081	     0.160
  0.092960	     0.127	    -0.021	     0.056	     0.140
  0.096280	     0.129	    -0.029	     0.068	     0.149
  0.099600	     0.124	    -0.029	     0.056	     0.139
  0.102920	     0.148	    -0.001	     0.088	     0.172
  0.106240	     0.145	     0.004	     0.064	     0.159
  0.109560	     0.134	    -0.022	     0.045	     0.143
  0.112880	     0.148	    -0.003	     0.053	     0.157
  0.116200	     0.136	    -0.025	     0.086	     0.163
  0.119520	     0.137	     0.004	     0.073	     0.155
  0.122840	     0.151	    -0.011	     0.074	     0.169
  0.126160	     0.143	     0.008	     0.094	     0.171
  0.129480	     0.133	     0.001	     0.072	     0.151
  0.132800	     0.116	     0.004	     0.070	     0.136
  0.136120	     0.140	     0.003	     0.093	     0.168
  0.139440	     0.141	    -0.023	     0.050	     0.151
  0.142760	     0.155	    -0.026	     0.079	     0.176
  0.146080	     0.114	    -0.012	     0.075	     0.137
  0.149400	     0.129	    -0.012	     0.065	     0.145
  0.152720	     0.129	    -0.001	     0.071	     0.147
  0.156040	     0.129	    -0.014	     0.041	     0.136
  0.159360	     0.123	     0.006	     0.063	     0.138
  0.162680	     0.125	    -0.006	     0.061	     0.139
  0.166000	     0.159	     0.003	     0.049	     0.166
  0.169320	     0.121	     0.007	     0.081	     0.146
  0.172640	     0.136	    -0.021	     0.050	     0.146
  0.175960	     0.135	    -0.027	     0.066	     0.153
  0.179280	     0.133	    -0.001	     0.077	     0.154
  0.182600	     0.132	     0.000	     0.071	     0.150
  0.185920	     0.143	    -0.012	     0.080	     0.164
  0.189240	     0.151	    -0.001	     0.060	     0.162
  0.192560	     0.149	    -0.012	     0.084	     0.171
  0.195880	     0.122	    -0.021	     0.058	     0.137
  0.199200	     0.120	    -0.021	     0.099	     0.157
  0.202520	     0.130	    -0.025	     0.068	     0.149
  0.205840	     0.130	     0.012	     0.069	     0.148
  0.209160	     0.148	    -0.031	     0.040	     0.156
  0.212480	     0.149	    -0.027	     0.081	     0.172
  0.215800	     0.138	    -0.006	     0.071	     0.155
