All   channel acquired
Date[dd-mm-yy]= 02-07-21   Time= 15:57:49
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
  0.003320	     0.171	    -0.012	    -0.131	     0.216
  0.006640	     0.151	    -0.014	    -0.134	     0.202
  0.009960	     0.163	    -0.022	    -0.136	     0.213
  0.013280	     0.151	    -0.030	    -0.118	     0.194
  0.016600	     0.147	    -0.019	    -0.126	     0.195
  0.019920	     0.142	    -0.012	    -0.129	     0.192
  0.023240	     0.155	    -0.026	    -0.112	     0.193
  0.026560	     0.145	    -0.020	    -0.122	     0.191
  0.029880	     0.151	     0.006	    -0.134	     0.202
  0.033200	     0.126	    -0.001	    -0.134	     0.184
  0.036520	     0.150	    -0.005	    -0.151	     0.213
  0.039840	     0.157	    -0.020	    -0.139	     0.211
  0.043160	     0.142	    -0.018	    -0.133	     0.195
  0.046480	     0.166	    -0.021	    -0.120	     0.206
  0.049800	     0.157	    -0.035	    -0.146	     0.217
  0.053120	     0.149	    -0.047	    -0.117	     0.195
  0.056440	     0.169	     0.001	    -0.126	     0.211
  0.059760	     0.144	    -0.050	    -0.137	     0.205
  0.063080	     0.144	    -0.035	    -0.129	     0.196
  0.066400	     0.151	    -0.013	    -0.118	     0.192
  0.069720	     0.134	     0.005	    -0.134	     0.190
  0.073040	     0.151	    -0.002	    -0.141	     0.207
  0.076360	     0.166	    -0.017	    -0.132	     0.213
  0.079680	     0.155	    -0.048	    -0.124	     0.204
  0.083000	     0.126	    -0.015	    -0.140	     0.189
  0.086320	     0.139	    -0.045	    -0.121	     0.190
  0.089640	     0.148	    -0.021	    -0.131	     0.199
  0.092960	     0.138	    -0.031	    -0.114	     0.182
  0.096280	     0.134	    -0.029	    -0.104	     0.172
  0.099600	     0.135	    -0.027	    -0.126	     0.187
  0.102920	     0.129	    -0.027	    -0.117	     0.176
  0.106240	     0.148	    -0.019	    -0.101	     0.180
  0.109560	     0.164	    -0.014	    -0.111	     0.199
  0.112880	     0.146	    -0.005	    -0.123	     0.191
  0.116200	     0.139	    -0.043	    -0.164	     0.219
  0.119520	     0.146	    -0.014	    -0.147	     0.208
  0.122840	     0.148	    -0.047	    -0.149	     0.215
  0.126160	     0.162	    -0.020	    -0.107	     0.195
  0.129480	     0.147	    -0.041	    -0.145	     0.211
  0.132800	     0.138	    -0.024	    -0.127	     0.189
  0.136120	     0.135	    -0.024	    -0.114	     0.178
  0.139440	     0.148	    -0.012	    -0.128	     0.196
  0.142760	     0.151	    -0.034	    -0.126	     0.200
  0.146080	     0.153	    -0.010	    -0.124	     0.197
  0.149400	     0.107	    -0.026	    -0.142	     0.180
  0.152720	     0.151	    -0.026	    -0.111	     0.189
  0.156040	     0.135	    -0.034	    -0.141	     0.198
  0.159360	     0.153	    -0.020	    -0.109	     0.189
  0.162680	     0.151	    -0.011	    -0.117	     0.191
  0.166000	     0.152	     0.010	    -0.141	     0.208
  0.169320	     0.148	    -0.015	    -0.139	     0.204
  0.172640	     0.148	    -0.027	    -0.147	     0.210
  0.175960	     0.142	    -0.007	    -0.127	     0.191
  0.179280	     0.169	    -0.027	    -0.091	     0.194
  0.182600	     0.145	    -0.021	    -0.106	     0.181
  0.185920	     0.145	    -0.012	    -0.131	     0.196
  0.189240	     0.138	    -0.033	    -0.126	     0.190
  0.192560	     0.147	    -0.008	    -0.144	     0.206
  0.195880	     0.148	    -0.030	    -0.106	     0.184
  0.199200	     0.145	    -0.012	    -0.143	     0.204
  0.202520	     0.177	    -0.032	    -0.126	     0.220
  0.205840	     0.178	    -0.010	    -0.112	     0.211
  0.209160	     0.159	    -0.030	    -0.131	     0.208
  0.212480	     0.181	    -0.012	    -0.123	     0.219
  0.215800	     0.148	    -0.031	    -0.134	     0.202
  0.219120	     0.129	    -0.037	    -0.115	     0.177
  0.222440	     0.161	    -0.026	    -0.136	     0.212
  0.225760	     0.150	    -0.015	    -0.106	     0.184
  0.229080	     0.134	    -0.014	    -0.124	     0.183
  0.232400	     0.124	    -0.013	    -0.104	     0.162
  0.235720	     0.156	    -0.028	    -0.094	     0.184
  0.239040	     0.164	    -0.021	    -0.099	     0.193
  0.242360	     0.130	    -0.024	    -0.136	     0.190
  0.245680	     0.152	    -0.031	    -0.120	     0.196
  0.249000	     0.144	    -0.002	    -0.136	     0.198
  0.252320	     0.153	    -0.010	    -0.102	     0.184
  0.255640	     0.141	    -0.038	    -0.130	     0.196
  0.258960	     0.151	    -0.049	    -0.116	     0.197
  0.262280	     0.140	    -0.024	    -0.149	     0.206
  0.265600	     0.145	    -0.034	    -0.120	     0.191
  0.268920	     0.142	    -0.003	    -0.107	     0.178
  0.272240	     0.146	    -0.026	    -0.111	     0.185
  0.275560	     0.180	    -0.005	    -0.110	     0.211
  0.278880	     0.148	    -0.021	    -0.109	     0.185
  0.282200	     0.143	    -0.006	    -0.128	     0.192
  0.285520	     0.105	    -0.010	    -0.114	     0.155
  0.288840	     0.154	    -0.047	    -0.117	     0.199
  0.292160	     0.141	    -0.023	    -0.119	     0.186
  0.295480	     0.159	    -0.004	    -0.096	     0.186
  0.298800	     0.164	    -0.029	    -0.109	     0.199
  0.302120	     0.173	    -0.021	    -0.122	     0.213
  0.305440	     0.159	     0.006	    -0.102	     0.189
  0.308760	     0.163	    -0.014	    -0.132	     0.210
  0.312080	     0.179	    -0.046	    -0.105	     0.213
  0.315400	     0.162	    -0.019	    -0.117	     0.201
  0.318720	     0.158	    -0.001	    -0.123	     0.200
  0.322040	     0.150	     0.001	    -0.115	     0.189
  0.325360	     0.173	    -0.040	    -0.114	     0.211
  0.328680	     0.176	    -0.024	    -0.125	     0.217
  0.332000	     0.158	    -0.048	    -0.099	     0.193
  0.335320	     0.148	    -0.006	    -0.115	     0.188
  0.338640	     0.163	    -0.023	    -0.091	     0.188
  0.341960	     0.167	    -0.015	    -0.107	     0.199
  0.345280	     0.159	    -0.026	    -0.125	     0.204
  0.348600	     0.155	    -0.039	    -0.127	     0.204
  0.351920	     0.164	    -0.026	    -0.116	     0.203
  0.355240	     0.142	    -0.010	    -0.102	     0.175
  0.358560	     0.151	    -0.007	    -0.136	     0.203
  0.361880	     0.182	    -0.016	    -0.124	     0.221
  0.365200	     0.177	    -0.055	    -0.141	     0.233
  0.368520	     0.162	    -0.023	    -0.123	     0.205
  0.371840	     0.169	    -0.029	    -0.107	     0.202
  0.375160	     0.165	    -0.012	    -0.117	     0.203
  0.378480	     0.163	    -0.036	    -0.104	     0.197
  0.381800	     0.138	     0.013	    -0.099	     0.170
  0.385120	     0.167	    -0.015	    -0.106	     0.198
  0.388440	     0.159	    -0.017	    -0.090	     0.183
  0.391760	     0.140	    -0.024	    -0.147	     0.204
  0.395080	     0.166	    -0.017	    -0.104	     0.197
  0.398400	     0.147	     0.002	    -0.119	     0.189
  0.401720	     0.122	    -0.025	    -0.126	     0.177
  0.405040	     0.146	     0.004	    -0.086	     0.169
  0.408360	     0.141	    -0.028	    -0.130	     0.194
  0.411680	     0.139	    -0.014	    -0.141	     0.198
  0.415000	     0.159	    -0.015	    -0.132	     0.207
  0.418320	     0.166	    -0.008	    -0.113	     0.201
  0.421640	     0.148	     0.010	    -0.130	     0.197
  0.424960	     0.140	     0.009	    -0.126	     0.189
  0.428280	     0.158	    -0.008	    -0.108	     0.192
  0.431600	     0.126	    -0.046	    -0.142	     0.195
  0.434920	     0.134	    -0.023	    -0.119	     0.181
  0.438240	     0.145	     0.010	    -0.110	     0.182
  0.441560	     0.138	    -0.004	    -0.118	     0.182
  0.444880	     0.140	    -0.029	    -0.119	     0.186
  0.448200	     0.137	    -0.018	    -0.124	     0.186
  0.451520	     0.177	    -0.020	    -0.149	     0.232
  0.454840	     0.167	    -0.028	    -0.120	     0.208
  0.458160	     0.130	    -0.013	    -0.119	     0.177
  0.461480	     0.143	    -0.031	    -0.122	     0.191
  0.464800	     0.140	    -0.024	    -0.126	     0.190
  0.468120	     0.143	    -0.033	    -0.134	     0.199
  0.471440	     0.149	    -0.014	    -0.149	     0.211
  0.474760	     0.153	    -0.020	    -0.135	     0.205
  0.478080	     0.138	    -0.032	    -0.103	     0.175
  0.481400	     0.131	    -0.003	    -0.124	     0.180
  0.484720	     0.176	    -0.019	    -0.158	     0.237
  0.488040	     0.156	    -0.039	    -0.102	     0.190
  0.491360	     0.162	    -0.046	    -0.091	     0.191
  0.494680	     0.150	    -0.005	    -0.130	     0.199
  0.498000	     0.150	    -0.006	    -0.147	     0.210
  0.501320	     0.152	    -0.021	    -0.124	     0.197
  0.504640	     0.134	    -0.008	    -0.112	     0.175
  0.507960	     0.103	    -0.007	    -0.118	     0.157
  0.511280	     0.135	    -0.004	    -0.119	     0.180
  0.514600	     0.151	    -0.026	    -0.101	     0.184
  0.517920	     0.137	    -0.006	    -0.101	     0.170
  0.521240	     0.148	    -0.012	    -0.111	     0.185
  0.524560	     0.159	    -0.032	    -0.136	     0.212
  0.527880	     0.166	    -0.021	    -0.124	     0.208
