All   channel acquired
Date[dd-mm-yy]= 02-07-21   Time= 15:46:59
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
  0.003320	     0.154	    -0.012	     0.284	     0.323
  0.006640	     0.136	    -0.007	     0.267	     0.300
  0.009960	     0.135	     0.001	     0.293	     0.323
  0.013280	     0.129	     0.011	     0.286	     0.314
  0.016600	     0.126	     0.008	     0.301	     0.326
  0.019920	     0.126	     0.008	     0.271	     0.299
  0.023240	     0.142	    -0.016	     0.245	     0.284
  0.026560	     0.126	     0.026	     0.282	     0.310
  0.029880	     0.129	    -0.012	     0.279	     0.308
  0.033200	     0.134	    -0.012	     0.251	     0.285
  0.036520	     0.156	     0.023	     0.282	     0.323
  0.039840	     0.122	    -0.006	     0.261	     0.288
  0.043160	     0.130	     0.004	     0.271	     0.301
  0.046480	     0.135	    -0.015	     0.274	     0.306
  0.049800	     0.122	    -0.011	     0.307	     0.331
  0.053120	     0.138	    -0.012	     0.279	     0.311
  0.056440	     0.140	     0.014	     0.309	     0.340
  0.059760	     0.131	     0.028	     0.274	     0.305
  0.063080	     0.124	     0.029	     0.246	     0.277
  0.066400	     0.114	    -0.010	     0.267	     0.290
  0.069720	     0.111	    -0.024	     0.281	     0.303
  0.073040	     0.121	     0.008	     0.265	     0.291
  0.076360	     0.155	    -0.001	     0.267	     0.309
  0.079680	     0.148	     0.006	     0.258	     0.297
  0.083000	     0.127	    -0.001	     0.291	     0.318
  0.086320	     0.143	     0.020	     0.276	     0.311
  0.089640	     0.126	     0.005	     0.286	     0.313
  0.092960	     0.112	     0.017	     0.265	     0.288
  0.096280	     0.155	     0.023	     0.283	     0.323
  0.099600	     0.116	    -0.015	     0.264	     0.289
  0.102920	     0.134	    -0.018	     0.295	     0.325
  0.106240	     0.145	    -0.002	     0.273	     0.309
  0.109560	     0.130	    -0.027	     0.301	     0.329
  0.112880	     0.115	    -0.006	     0.265	     0.289
  0.116200	     0.138	    -0.008	     0.254	     0.289
  0.119520	     0.134	    -0.003	     0.262	     0.294
  0.122840	     0.108	     0.022	     0.255	     0.278
  0.126160	     0.148	    -0.015	     0.286	     0.322
  0.129480	     0.137	     0.008	     0.249	     0.284
  0.132800	     0.156	     0.003	     0.284	     0.324
  0.136120	     0.143	     0.004	     0.291	     0.324
  0.139440	     0.153	     0.030	     0.249	     0.294
  0.142760	     0.145	    -0.015	     0.286	     0.321
  0.146080	     0.137	    -0.004	     0.280	     0.312
  0.149400	     0.142	    -0.008	     0.275	     0.310
  0.152720	     0.148	    -0.004	     0.278	     0.315
  0.156040	     0.135	     0.014	     0.265	     0.298
  0.159360	     0.124	     0.023	     0.296	     0.322
  0.162680	     0.114	    -0.009	     0.276	     0.299
  0.166000	     0.111	    -0.015	     0.294	     0.315
  0.169320	     0.124	     0.008	     0.264	     0.292
  0.172640	     0.134	     0.008	     0.301	     0.330
  0.175960	     0.138	     0.006	     0.289	     0.320
  0.179280	     0.112	    -0.027	     0.266	     0.290
  0.182600	     0.125	    -0.006	     0.248	     0.278
  0.185920	     0.141	     0.019	     0.257	     0.294
  0.189240	     0.119	    -0.007	     0.285	     0.309
  0.192560	     0.163	    -0.013	     0.278	     0.323
  0.195880	     0.144	    -0.007	     0.278	     0.313
  0.199200	     0.124	     0.003	     0.275	     0.302
  0.202520	     0.138	    -0.025	     0.270	     0.304
  0.205840	     0.133	     0.003	     0.264	     0.296
  0.209160	     0.104	     0.026	     0.278	     0.298
  0.212480	     0.140	     0.016	     0.277	     0.311
  0.215800	     0.163	     0.004	     0.285	     0.328
  0.219120	     0.164	    -0.032	     0.266	     0.314
  0.222440	     0.134	     0.005	     0.265	     0.297
  0.225760	     0.141	    -0.002	     0.292	     0.324
  0.229080	     0.139	     0.013	     0.276	     0.309
  0.232400	     0.117	    -0.003	     0.269	     0.293
  0.235720	     0.133	     0.003	     0.274	     0.305
  0.239040	     0.142	     0.009	     0.296	     0.328
  0.242360	     0.132	     0.010	     0.258	     0.290
  0.245680	     0.138	    -0.011	     0.284	     0.316
  0.249000	     0.131	     0.021	     0.284	     0.313
  0.252320	     0.122	     0.001	     0.292	     0.316
  0.255640	     0.140	     0.003	     0.306	     0.337
  0.258960	     0.141	    -0.009	     0.265	     0.300
  0.262280	     0.134	     0.016	     0.294	     0.323
  0.265600	     0.139	    -0.013	     0.298	     0.329
  0.268920	     0.144	    -0.004	     0.261	     0.298
  0.272240	     0.135	    -0.009	     0.286	     0.316
  0.275560	     0.134	     0.003	     0.266	     0.298
  0.278880	     0.132	    -0.007	     0.283	     0.312
  0.282200	     0.162	    -0.006	     0.265	     0.311
  0.285520	     0.145	    -0.013	     0.262	     0.300
  0.288840	     0.136	     0.003	     0.280	     0.311
  0.292160	     0.138	     0.003	     0.259	     0.293
  0.295480	     0.113	     0.006	     0.270	     0.293
  0.298800	     0.111	    -0.017	     0.300	     0.320
  0.302120	     0.126	    -0.013	     0.291	     0.317
  0.305440	     0.146	     0.010	     0.288	     0.323
  0.308760	     0.144	     0.010	     0.287	     0.321
  0.312080	     0.143	    -0.004	     0.283	     0.317
  0.315400	     0.105	    -0.002	     0.304	     0.322
  0.318720	     0.148	    -0.018	     0.277	     0.315
  0.322040	     0.128	     0.003	     0.285	     0.312
  0.325360	     0.119	    -0.015	     0.271	     0.296
  0.328680	     0.129	    -0.007	     0.295	     0.322
  0.332000	     0.140	    -0.027	     0.283	     0.317
  0.335320	     0.135	    -0.003	     0.286	     0.316
  0.338640	     0.150	    -0.008	     0.275	     0.313
  0.341960	     0.133	    -0.026	     0.265	     0.298
  0.345280	     0.137	    -0.001	     0.270	     0.303
  0.348600	     0.140	    -0.004	     0.278	     0.311
  0.351920	     0.132	    -0.002	     0.272	     0.302
  0.355240	     0.128	    -0.031	     0.275	     0.305
  0.358560	     0.148	    -0.001	     0.264	     0.303
  0.361880	     0.152	     0.016	     0.275	     0.315
  0.365200	     0.133	    -0.003	     0.273	     0.304
  0.368520	     0.151	     0.001	     0.272	     0.311
  0.371840	     0.130	    -0.009	     0.269	     0.299
  0.375160	     0.132	     0.005	     0.264	     0.295
  0.378480	     0.130	    -0.005	     0.268	     0.298
  0.381800	     0.124	     0.009	     0.275	     0.302
  0.385120	     0.132	     0.004	     0.291	     0.320
  0.388440	     0.141	    -0.023	     0.269	     0.305
