All   channel acquired
Date[dd-mm-yy]= 02-07-21   Time= 15:59:49
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
  0.003320	     0.137	    -0.014	    -0.216	     0.256
  0.006640	     0.143	    -0.029	    -0.239	     0.280
  0.009960	     0.161	    -0.015	    -0.232	     0.283
  0.013280	     0.147	    -0.029	    -0.231	     0.275
  0.016600	     0.149	    -0.027	    -0.212	     0.261
  0.019920	     0.153	    -0.022	    -0.228	     0.275
  0.023240	     0.146	    -0.048	    -0.221	     0.269
  0.026560	     0.144	    -0.039	    -0.221	     0.267
  0.029880	     0.146	    -0.009	    -0.206	     0.253
  0.033200	     0.141	    -0.015	    -0.211	     0.254
  0.036520	     0.178	    -0.014	    -0.223	     0.286
  0.039840	     0.158	    -0.021	    -0.209	     0.263
  0.043160	     0.130	    -0.025	    -0.226	     0.262
  0.046480	     0.159	    -0.026	    -0.205	     0.261
  0.049800	     0.165	    -0.001	    -0.236	     0.288
  0.053120	     0.140	    -0.041	    -0.217	     0.261
  0.056440	     0.169	    -0.027	    -0.219	     0.278
  0.059760	     0.179	    -0.023	    -0.214	     0.280
  0.063080	     0.177	    -0.029	    -0.232	     0.293
  0.066400	     0.135	    -0.044	    -0.208	     0.252
  0.069720	     0.144	    -0.015	    -0.239	     0.279
  0.073040	     0.144	    -0.020	    -0.213	     0.258
  0.076360	     0.156	    -0.038	    -0.206	     0.261
  0.079680	     0.165	    -0.031	    -0.208	     0.267
  0.083000	     0.153	    -0.020	    -0.212	     0.262
  0.086320	     0.154	    -0.010	    -0.240	     0.285
  0.089640	     0.155	    -0.034	    -0.203	     0.258
  0.092960	     0.150	    -0.020	    -0.226	     0.272
  0.096280	     0.138	    -0.034	    -0.253	     0.290
  0.099600	     0.156	    -0.054	    -0.221	     0.276
  0.102920	     0.164	    -0.029	    -0.223	     0.278
  0.106240	     0.155	    -0.052	    -0.192	     0.252
  0.109560	     0.156	    -0.031	    -0.227	     0.277
  0.112880	     0.164	    -0.033	    -0.217	     0.274
  0.116200	     0.170	    -0.018	    -0.231	     0.287
  0.119520	     0.162	    -0.025	    -0.219	     0.274
  0.122840	     0.153	    -0.043	    -0.215	     0.267
  0.126160	     0.167	    -0.004	    -0.229	     0.283
  0.129480	     0.158	    -0.021	    -0.224	     0.275
  0.132800	     0.165	    -0.060	    -0.259	     0.313
  0.136120	     0.173	    -0.037	    -0.202	     0.269
  0.139440	     0.171	    -0.031	    -0.251	     0.305
  0.142760	     0.153	    -0.026	    -0.203	     0.256
  0.146080	     0.170	    -0.055	    -0.250	     0.307
