All   channel acquired
Date[dd-mm-yy]= 02-07-21   Time= 16:23:57
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
  0.003320	     0.214	     0.422	     0.037	     0.475
  0.006640	     0.210	     0.419	     0.037	     0.470
  0.009960	     0.205	     0.431	     0.025	     0.478
  0.013280	     0.199	     0.422	     0.023	     0.467
  0.016600	     0.217	     0.396	     0.057	     0.455
  0.019920	     0.229	     0.431	     0.054	     0.491
  0.023240	     0.214	     0.453	     0.057	     0.504
  0.026560	     0.228	     0.438	     0.032	     0.495
  0.029880	     0.229	     0.428	     0.049	     0.488
  0.033200	     0.213	     0.402	     0.045	     0.457
  0.036520	     0.203	     0.421	     0.049	     0.470
  0.039840	     0.224	     0.402	     0.040	     0.462
  0.043160	     0.184	     0.436	     0.041	     0.475
  0.046480	     0.230	     0.464	     0.034	     0.519
  0.049800	     0.209	     0.426	     0.041	     0.476
  0.053120	     0.236	     0.427	     0.041	     0.490
  0.056440	     0.190	     0.442	     0.062	     0.485
  0.059760	     0.187	     0.429	     0.017	     0.468
  0.063080	     0.210	     0.426	     0.047	     0.477
  0.066400	     0.210	     0.431	     0.036	     0.481
  0.069720	     0.195	     0.433	     0.068	     0.480
  0.073040	     0.241	     0.445	     0.066	     0.510
  0.076360	     0.202	     0.427	     0.039	     0.474
  0.079680	     0.192	     0.435	     0.033	     0.477
  0.083000	     0.223	     0.424	     0.052	     0.482
  0.086320	     0.215	     0.412	     0.053	     0.468
  0.089640	     0.205	     0.446	     0.036	     0.492
  0.092960	     0.200	     0.433	     0.043	     0.479
  0.096280	     0.209	     0.438	     0.046	     0.487
  0.099600	     0.216	     0.449	     0.058	     0.502
  0.102920	     0.228	     0.436	     0.050	     0.495
  0.106240	     0.195	     0.437	     0.033	     0.480
  0.109560	     0.209	     0.467	     0.050	     0.514
  0.112880	     0.198	     0.442	     0.049	     0.487
  0.116200	     0.187	     0.453	     0.034	     0.491
  0.119520	     0.196	     0.444	     0.075	     0.491
  0.122840	     0.239	     0.428	     0.043	     0.492
  0.126160	     0.205	     0.414	     0.068	     0.467
  0.129480	     0.220	     0.413	     0.029	     0.469
  0.132800	     0.207	     0.441	     0.055	     0.490
  0.136120	     0.207	     0.420	     0.052	     0.471
  0.139440	     0.206	     0.413	     0.040	     0.463
  0.142760	     0.210	     0.425	     0.038	     0.476
