All   channel acquired
Date[dd-mm-yy]= 02-07-21   Time= 16:9:41
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
  0.003320	     0.120	    -0.237	     0.092	     0.281
  0.006640	     0.096	    -0.260	     0.056	     0.283
  0.009960	     0.096	    -0.249	     0.073	     0.277
  0.013280	     0.107	    -0.252	     0.061	     0.280
  0.016600	     0.107	    -0.251	     0.059	     0.279
  0.019920	     0.102	    -0.260	     0.055	     0.285
  0.023240	     0.118	    -0.255	     0.055	     0.286
  0.026560	     0.099	    -0.229	     0.079	     0.262
  0.029880	     0.109	    -0.246	     0.069	     0.278
  0.033200	     0.095	    -0.244	     0.058	     0.268
  0.036520	     0.097	    -0.252	     0.061	     0.277
  0.039840	     0.108	    -0.244	     0.075	     0.277
  0.043160	     0.109	    -0.218	     0.070	     0.254
  0.046480	     0.081	    -0.261	     0.056	     0.279
  0.049800	     0.109	    -0.211	     0.052	     0.243
  0.053120	     0.102	    -0.258	     0.073	     0.287
  0.056440	     0.106	    -0.245	     0.065	     0.275
  0.059760	     0.102	    -0.256	     0.035	     0.278
  0.063080	     0.106	    -0.262	     0.064	     0.290
  0.066400	     0.106	    -0.236	     0.067	     0.267
  0.069720	     0.093	    -0.238	     0.036	     0.258
  0.073040	     0.105	    -0.280	     0.057	     0.304
  0.076360	     0.098	    -0.244	     0.053	     0.268
  0.079680	     0.093	    -0.261	     0.065	     0.285
  0.083000	     0.094	    -0.246	     0.073	     0.273
  0.086320	     0.092	    -0.238	     0.041	     0.258
  0.089640	     0.066	    -0.272	     0.081	     0.291
  0.092960	     0.084	    -0.253	     0.077	     0.277
  0.096280	     0.084	    -0.250	     0.064	     0.271
  0.099600	     0.079	    -0.266	     0.080	     0.289
  0.102920	     0.086	    -0.251	     0.040	     0.268
  0.106240	     0.075	    -0.249	     0.072	     0.270
  0.109560	     0.102	    -0.270	     0.057	     0.294
  0.112880	     0.104	    -0.240	     0.041	     0.265
  0.116200	     0.079	    -0.249	     0.058	     0.268
  0.119520	     0.089	    -0.235	     0.076	     0.263
  0.122840	     0.110	    -0.263	     0.030	     0.287
  0.126160	     0.116	    -0.253	     0.048	     0.282
  0.129480	     0.087	    -0.249	     0.059	     0.270
  0.132800	     0.092	    -0.256	     0.059	     0.278
  0.136120	     0.108	    -0.263	     0.080	     0.295
  0.139440	     0.080	    -0.248	     0.070	     0.270
  0.142760	     0.120	    -0.257	     0.089	     0.297
  0.146080	     0.119	    -0.281	     0.083	     0.316
  0.149400	     0.112	    -0.254	     0.052	     0.282
  0.152720	     0.125	    -0.270	     0.083	     0.309
  0.156040	     0.106	    -0.232	     0.076	     0.266
  0.159360	     0.115	    -0.257	     0.081	     0.293
  0.162680	     0.077	    -0.275	     0.061	     0.292
  0.166000	     0.101	    -0.241	     0.089	     0.276
  0.169320	     0.099	    -0.254	     0.093	     0.288
  0.172640	     0.078	    -0.246	     0.050	     0.263
  0.175960	     0.089	    -0.252	     0.073	     0.277
  0.179280	     0.105	    -0.274	     0.064	     0.300
  0.182600	     0.072	    -0.246	     0.102	     0.276
  0.185920	     0.111	    -0.263	     0.073	     0.295
  0.189240	     0.077	    -0.250	     0.067	     0.270
  0.192560	     0.113	    -0.278	     0.084	     0.312
  0.195880	     0.110	    -0.264	     0.085	     0.298
  0.199200	     0.108	    -0.224	     0.083	     0.262
  0.202520	     0.104	    -0.265	     0.072	     0.294
  0.205840	     0.090	    -0.268	     0.072	     0.292
  0.209160	     0.070	    -0.259	     0.061	     0.275
  0.212480	     0.059	    -0.244	     0.068	     0.260
  0.215800	     0.098	    -0.255	     0.062	     0.280
  0.219120	     0.119	    -0.255	     0.070	     0.290
  0.222440	     0.077	    -0.249	     0.063	     0.268
  0.225760	     0.117	    -0.257	     0.091	     0.297
  0.229080	     0.084	    -0.247	     0.074	     0.271
  0.232400	     0.087	    -0.246	     0.067	     0.269
  0.235720	     0.086	    -0.250	     0.061	     0.271
  0.239040	     0.088	    -0.225	     0.065	     0.250
  0.242360	     0.115	    -0.244	     0.065	     0.277
  0.245680	     0.087	    -0.236	     0.091	     0.267
  0.249000	     0.084	    -0.235	     0.080	     0.262
  0.252320	     0.109	    -0.229	     0.077	     0.265
  0.255640	     0.088	    -0.247	     0.082	     0.275
  0.258960	     0.087	    -0.277	     0.072	     0.299
  0.262280	     0.119	    -0.236	     0.072	     0.274
  0.265600	     0.101	    -0.203	     0.080	     0.240
  0.268920	     0.097	    -0.260	     0.082	     0.289
  0.272240	     0.099	    -0.274	     0.072	     0.300
