All   channel acquired
Date[dd-mm-yy]= 02-07-21   Time= 16:11:18
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
  0.003320	     0.079	    -0.187	     0.069	     0.214
  0.006640	     0.099	    -0.190	     0.047	     0.219
  0.009960	     0.109	    -0.182	     0.069	     0.223
  0.013280	     0.101	    -0.176	     0.066	     0.213
  0.016600	     0.124	    -0.177	     0.051	     0.222
  0.019920	     0.105	    -0.195	     0.065	     0.231
  0.023240	     0.126	    -0.213	     0.052	     0.253
  0.026560	     0.134	    -0.167	     0.058	     0.222
  0.029880	     0.113	    -0.163	     0.062	     0.208
  0.033200	     0.100	    -0.166	     0.061	     0.203
  0.036520	     0.125	    -0.150	     0.067	     0.206
  0.039840	     0.104	    -0.173	     0.057	     0.210
  0.043160	     0.100	    -0.192	     0.067	     0.227
  0.046480	     0.094	    -0.213	     0.060	     0.240
  0.049800	     0.118	    -0.195	     0.087	     0.244
  0.053120	     0.113	    -0.183	     0.075	     0.228
  0.056440	     0.116	    -0.188	     0.046	     0.226
  0.059760	     0.105	    -0.178	     0.064	     0.216
  0.063080	     0.104	    -0.177	     0.061	     0.214
  0.066400	     0.107	    -0.174	     0.044	     0.209
  0.069720	     0.084	    -0.199	     0.082	     0.231
  0.073040	     0.115	    -0.195	     0.065	     0.236
  0.076360	     0.118	    -0.179	     0.075	     0.227
  0.079680	     0.120	    -0.199	     0.041	     0.236
  0.083000	     0.111	    -0.189	     0.083	     0.234
  0.086320	     0.116	    -0.186	     0.093	     0.238
  0.089640	     0.131	    -0.149	     0.077	     0.213
  0.092960	     0.113	    -0.192	     0.098	     0.243
  0.096280	     0.116	    -0.169	     0.076	     0.219
  0.099600	     0.127	    -0.181	     0.047	     0.226
  0.102920	     0.120	    -0.172	     0.063	     0.219
  0.106240	     0.091	    -0.188	     0.081	     0.224
  0.109560	     0.111	    -0.193	     0.046	     0.227
  0.112880	     0.124	    -0.175	     0.059	     0.222
  0.116200	     0.136	    -0.180	     0.068	     0.236
  0.119520	     0.127	    -0.189	     0.094	     0.246
  0.122840	     0.124	    -0.201	     0.073	     0.247
  0.126160	     0.122	    -0.178	     0.084	     0.232
  0.129480	     0.151	    -0.162	     0.047	     0.226
  0.132800	     0.122	    -0.178	     0.063	     0.225
  0.136120	     0.111	    -0.175	     0.057	     0.215
  0.139440	     0.104	    -0.141	     0.064	     0.187
  0.142760	     0.134	    -0.185	     0.058	     0.236
  0.146080	     0.124	    -0.176	     0.063	     0.224
  0.149400	     0.123	    -0.189	     0.052	     0.231
  0.152720	     0.120	    -0.201	     0.066	     0.243
  0.156040	     0.109	    -0.207	     0.050	     0.239
  0.159360	     0.119	    -0.181	     0.072	     0.228
  0.162680	     0.124	    -0.195	     0.075	     0.243
  0.166000	     0.124	    -0.198	     0.072	     0.244
  0.169320	     0.131	    -0.179	     0.080	     0.236
  0.172640	     0.118	    -0.187	     0.073	     0.233
  0.175960	     0.091	    -0.193	     0.091	     0.232
  0.179280	     0.107	    -0.200	     0.047	     0.232
  0.182600	     0.084	    -0.192	     0.056	     0.217
  0.185920	     0.131	    -0.187	     0.083	     0.243
  0.189240	     0.105	    -0.201	     0.077	     0.239
  0.192560	     0.119	    -0.172	     0.046	     0.214
  0.195880	     0.116	    -0.193	     0.087	     0.241
  0.199200	     0.130	    -0.207	     0.071	     0.255
  0.202520	     0.121	    -0.173	     0.048	     0.217
  0.205840	     0.141	    -0.178	     0.075	     0.239
  0.209160	     0.116	    -0.180	     0.053	     0.221
  0.212480	     0.123	    -0.182	     0.074	     0.232
  0.215800	     0.138	    -0.157	     0.069	     0.220
  0.219120	     0.127	    -0.187	     0.066	     0.235
  0.222440	     0.113	    -0.192	     0.093	     0.241
  0.225760	     0.109	    -0.175	     0.088	     0.224
  0.229080	     0.122	    -0.192	     0.095	     0.247
  0.232400	     0.123	    -0.202	     0.044	     0.241
  0.235720	     0.144	    -0.181	     0.085	     0.246
  0.239040	     0.122	    -0.160	     0.068	     0.212
  0.242360	     0.115	    -0.198	     0.043	     0.233
  0.245680	     0.122	    -0.201	     0.069	     0.245
  0.249000	     0.126	    -0.169	     0.076	     0.224
  0.252320	     0.076	    -0.170	     0.087	     0.206
  0.255640	     0.110	    -0.151	     0.073	     0.201
  0.258960	     0.105	    -0.190	     0.052	     0.223
  0.262280	     0.123	    -0.170	     0.092	     0.229
  0.265600	     0.086	    -0.202	     0.078	     0.233
  0.268920	     0.090	    -0.204	     0.060	     0.231
  0.272240	     0.093	    -0.174	     0.075	     0.211
