0.018304	-0.097829	0.119212	0.155296
0.127807	-0.051645	0.039508	0.143397
0.056829	-0.094040	0.031063	0.114184
0.081209	-0.117244	0.111193	0.180845
0.078432	-0.076240	0.137071	0.175365
0.006172	-0.097628	0.154224	0.182631
0.091845	-0.148620	0.072598	0.189192
0.039814	-0.091691	0.098907	0.140623
0.114776	-0.042532	0.145361	0.190032
0.015174	-0.032018	0.094703	0.101114
0.056348	-0.101720	0.057975	0.129935
0.096618	-0.059065	0.111504	0.158924
0.041186	-0.183772	0.183199	0.262736
0.076756	-0.141110	0.084063	0.181301
0.123005	-0.085177	0.116007	0.189323
0.132421	-0.144593	0.141947	0.242057
0.265334	-0.147197	0.210221	0.369137
0.366168	-0.143650	0.040440	0.395411
0.310368	-0.132736	0.131394	0.362231
0.363019	-0.106441	0.067423	0.384263
0.399779	-0.101349	0.082591	0.420614
0.458384	-0.103798	0.087275	0.478024
0.446574	-0.053463	0.097018	0.460108
0.564024	-0.037603	0.159234	0.587275
0.593083	-0.077804	0.072878	0.602587
0.608756	-0.037044	0.128765	0.623327
0.591722	-0.074499	0.067921	0.600248
0.575862	-0.069070	0.159345	0.601480
0.722159	-0.088311	0.127112	0.738560
0.706457	-0.079512	0.093520	0.717043
0.898764	-0.061470	0.080751	0.904476
0.905276	-0.120613	0.097259	0.918440
1.038555	0.045707	0.152697	1.050715
1.298467	-0.048153	0.186725	1.312707
1.256995	-0.409302	0.126780	1.328020
1.518172	-0.033388	0.225298	1.535161
1.552445	-0.093157	0.180379	1.565662
1.671802	-0.057760	0.200190	1.684736
1.626379	-0.063737	0.210250	1.641150
1.690532	-0.021079	0.116340	1.694661
1.657683	-0.128981	0.198928	1.674551
1.632926	-0.120535	0.247424	1.655957
1.583274	-0.048206	0.250335	1.603667
1.740351	-0.013582	0.172923	1.748973
1.842392	-0.014699	0.243646	1.858491
2.032519	-0.125542	0.288240	2.056691
2.234213	-0.030286	0.254390	2.248853
2.443789	-0.126210	0.246494	2.459429
2.344661	-0.149786	0.253939	2.363125
2.462815	-0.063675	0.239352	2.475238
2.657972	-0.143168	0.321574	2.681179
3.021949	-0.070955	0.283223	3.036022
3.110455	-0.107055	0.193452	3.118303
3.145602	-0.099056	0.223488	3.155086
3.125943	-0.061178	0.208087	3.133459
3.162687	-0.105772	0.241808	3.173681
3.238087	-0.147300	0.252512	3.251256
3.175589	-0.037768	0.304621	3.190390
3.282271	0.014964	0.209544	3.288987
3.211383	-0.053097	0.253270	3.221793
3.265710	-0.080235	0.273559	3.278130
3.299737	-0.153251	0.201966	3.309462
3.146922	-0.060451	0.265255	3.158660
3.263976	-0.180338	0.250674	3.278552
3.264603	-0.018130	0.181235	3.269680
3.222528	0.009977	0.220210	3.230058
3.287228	-0.090159	0.199384	3.294503
3.219203	-0.121287	0.276948	3.233369
3.310301	0.023699	0.248231	3.319679
3.244369	-0.060203	0.208708	3.251633
3.281278	0.055149	0.129448	3.284293
3.218219	-0.045386	0.260003	3.229024
3.271768	-0.014816	0.190564	3.277347
3.225275	-0.121579	0.275970	3.239342
3.321015	-0.065495	0.136678	3.324471
3.292280	-0.054936	0.258198	3.302846
3.237092	-0.036205	0.198156	3.243353
3.292877	-0.059645	0.191565	3.298983
3.286919	-0.062569	0.204869	3.293891
3.283752	-0.083766	0.198255	3.290798
3.243957	-0.083137	0.216604	3.252243
3.291213	-0.050006	0.289995	3.304343
3.299912	0.002608	0.219544	3.307208
3.278704	-0.084731	0.245619	3.288982
3.299920	-0.058511	0.200951	3.306551
3.285924	-0.028660	0.267968	3.296957
3.331040	-0.065153	0.188715	3.337017
3.279986	-0.054266	0.226587	3.288251
3.232589	-0.104435	0.266382	3.245227
3.300118	-0.127877	0.248359	3.311920
3.291764	-0.032585	0.269314	3.302923
3.297901	0.063069	0.272564	3.309746
3.306898	0.529184	0.184137	3.354029
3.301944	0.557784	0.201319	3.354771
3.335569	0.922427	0.155137	3.464240
3.259633	1.106850	0.151208	3.445749
3.290614	1.654933	0.095711	3.684577
3.274459	2.011686	0.164677	3.846567
3.273766	1.884607	0.239859	3.785078
3.215186	1.871572	0.181792	3.724681
3.240856	2.112590	0.121534	3.870524
3.248392	2.187630	0.172701	3.920153
3.340053	2.552190	0.130737	4.205558
3.272035	2.968337	0.115434	4.419340
3.343925	3.286547	0.139094	4.690690
3.331836	3.361673	-0.002972	4.733074
3.290174	3.378597	0.108694	4.717200
3.308461	3.502890	0.072532	4.818860
