-2.431763	-0.045932	-2.753852	3.674136
-2.468324	0.051509	-2.715469	3.670020
-2.496737	-0.044141	-2.660362	3.648722
-2.501575	-0.099491	-2.707886	3.687875
-2.444871	-0.085005	-2.681226	3.629544
-2.548029	-0.056404	-2.699305	3.712396
-2.461698	-0.207940	-2.728214	3.680536
-2.478475	-0.163955	-2.690742	3.661941
-2.464070	-0.085341	-2.694278	3.652131
-2.465991	-0.175650	-2.698454	3.659730
