All   channel acquired
Date[dd-mm-yy]= 02-07-21   Time= 16:29:35
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
  0.003320	    -0.353	     0.095	     0.054	     0.370
  0.006640	    -0.334	     0.095	     0.028	     0.348
  0.009960	    -0.323	     0.095	     0.060	     0.342
  0.013280	    -0.337	     0.110	     0.062	     0.360
  0.016600	    -0.381	     0.055	     0.038	     0.387
  0.019920	    -0.361	     0.095	     0.041	     0.376
  0.023240	    -0.330	     0.134	     0.056	     0.361
  0.026560	    -0.354	     0.057	     0.047	     0.362
  0.029880	    -0.338	     0.081	     0.069	     0.354
  0.033200	    -0.346	     0.092	     0.076	     0.366
  0.036520	    -0.343	     0.094	     0.029	     0.357
  0.039840	    -0.341	     0.095	     0.045	     0.357
  0.043160	    -0.322	     0.102	     0.037	     0.340
  0.046480	    -0.342	     0.076	     0.036	     0.352
  0.049800	    -0.346	     0.109	     0.072	     0.370
  0.053120	    -0.357	     0.078	     0.042	     0.368
  0.056440	    -0.329	     0.083	     0.028	     0.340
  0.059760	    -0.350	     0.101	     0.067	     0.370
  0.063080	    -0.332	     0.088	     0.057	     0.348
  0.066400	    -0.359	     0.075	     0.059	     0.371
  0.069720	    -0.344	     0.085	     0.033	     0.356
  0.073040	    -0.349	     0.101	     0.064	     0.369
  0.076360	    -0.312	     0.097	     0.059	     0.332
  0.079680	    -0.329	     0.078	     0.044	     0.341
  0.083000	    -0.356	     0.075	     0.064	     0.369
  0.086320	    -0.346	     0.097	     0.056	     0.364
  0.089640	    -0.354	     0.079	     0.044	     0.365
  0.092960	    -0.327	     0.081	     0.061	     0.342
  0.096280	    -0.325	     0.077	     0.050	     0.338
  0.099600	    -0.332	     0.074	     0.068	     0.347
  0.102920	    -0.323	     0.097	     0.056	     0.342
  0.106240	    -0.356	     0.086	     0.046	     0.369
  0.109560	    -0.359	     0.102	     0.072	     0.380
  0.112880	    -0.342	     0.070	     0.041	     0.351
  0.116200	    -0.354	     0.074	     0.044	     0.364
  0.119520	    -0.355	     0.109	     0.058	     0.376
  0.122840	    -0.355	     0.077	     0.059	     0.368
  0.126160	    -0.329	     0.086	     0.049	     0.344
  0.129480	    -0.355	     0.096	     0.050	     0.371
  0.132800	    -0.345	     0.072	     0.046	     0.355
  0.136120	    -0.369	     0.076	     0.047	     0.380
  0.139440	    -0.319	     0.108	     0.064	     0.343
  0.142760	    -0.332	     0.059	     0.058	     0.342
  0.146080	    -0.350	     0.103	     0.041	     0.367
  0.149400	    -0.329	     0.066	     0.061	     0.341
  0.152720	    -0.327	     0.094	     0.030	     0.342
  0.156040	    -0.334	     0.065	     0.056	     0.345
  0.159360	    -0.339	     0.084	     0.066	     0.355
  0.162680	    -0.352	     0.072	     0.053	     0.363
  0.166000	    -0.344	     0.093	     0.052	     0.360
  0.169320	    -0.348	     0.070	     0.076	     0.363
  0.172640	    -0.334	     0.081	     0.063	     0.349
  0.175960	    -0.347	     0.073	     0.019	     0.355
  0.179280	    -0.335	     0.071	     0.056	     0.347
  0.182600	    -0.349	     0.114	     0.028	     0.368
  0.185920	    -0.344	     0.096	     0.046	     0.360
  0.189240	    -0.351	     0.084	     0.070	     0.368
  0.192560	    -0.334	     0.061	     0.047	     0.343
  0.195880	    -0.358	     0.085	     0.061	     0.373
  0.199200	    -0.322	     0.068	     0.040	     0.332
  0.202520	    -0.332	     0.063	     0.044	     0.341
  0.205840	    -0.322	     0.078	     0.037	     0.333
  0.209160	    -0.326	     0.077	     0.058	     0.340
  0.212480	    -0.354	     0.101	     0.052	     0.372
  0.215800	    -0.322	     0.050	     0.039	     0.328
  0.219120	    -0.365	     0.089	     0.045	     0.378
  0.222440	    -0.352	     0.072	     0.043	     0.362
  0.225760	    -0.332	     0.075	     0.054	     0.345
  0.229080	    -0.355	     0.063	     0.038	     0.363
  0.232400	    -0.345	     0.088	     0.061	     0.361
  0.235720	    -0.342	     0.074	     0.042	     0.352
  0.239040	    -0.326	     0.087	     0.022	     0.338
  0.242360	    -0.366	     0.114	     0.041	     0.386
  0.245680	    -0.344	     0.082	     0.045	     0.356
  0.249000	    -0.330	     0.078	     0.038	     0.341
  0.252320	    -0.352	     0.080	     0.034	     0.363
  0.255640	    -0.331	     0.114	     0.093	     0.362
  0.258960	    -0.344	     0.116	     0.046	     0.366
  0.262280	    -0.329	     0.090	     0.002	     0.341
  0.265600	    -0.345	     0.070	     0.043	     0.355
  0.268920	    -0.334	     0.063	     0.037	     0.342
  0.272240	    -0.330	     0.077	     0.055	     0.343
  0.275560	    -0.357	     0.099	     0.067	     0.376
  0.278880	    -0.349	     0.100	     0.034	     0.365
  0.282200	    -0.289	     0.079	     0.034	     0.302
  0.285520	    -0.325	     0.084	     0.065	     0.342
  0.288840	    -0.340	     0.095	     0.060	     0.358
  0.292160	    -0.362	     0.072	     0.055	     0.373
  0.295480	    -0.335	     0.096	     0.053	     0.352
  0.298800	    -0.329	     0.085	     0.070	     0.347
  0.302120	    -0.352	     0.079	     0.057	     0.365
  0.305440	    -0.364	     0.095	     0.056	     0.380
  0.308760	    -0.303	     0.083	     0.049	     0.318
  0.312080	    -0.347	     0.079	     0.069	     0.363
  0.315400	    -0.369	     0.076	     0.047	     0.380
  0.318720	    -0.357	     0.070	     0.068	     0.370
  0.322040	    -0.311	     0.070	     0.072	     0.327
  0.325360	    -0.346	     0.099	     0.074	     0.367
  0.328680	    -0.327	     0.094	     0.056	     0.345
