All   channel acquired
Date[dd-mm-yy]= 02-07-21   Time= 16:48:2
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
  0.003320	     0.522	    -0.104	     0.092	     0.540
  0.006640	     0.532	    -0.108	     0.057	     0.546
  0.009960	     0.508	    -0.101	     0.101	     0.528
  0.013280	     0.511	    -0.088	     0.079	     0.525
  0.016600	     0.545	    -0.077	     0.062	     0.554
  0.019920	     0.521	    -0.089	     0.093	     0.537
  0.023240	     0.535	    -0.114	     0.059	     0.550
  0.026560	     0.546	    -0.106	     0.101	     0.565
  0.029880	     0.511	    -0.062	     0.094	     0.523
  0.033200	     0.534	    -0.120	     0.089	     0.555
  0.036520	     0.519	    -0.090	     0.086	     0.534
  0.039840	     0.529	    -0.094	     0.114	     0.549
  0.043160	     0.509	    -0.113	     0.089	     0.529
  0.046480	     0.506	    -0.087	     0.067	     0.518
  0.049800	     0.515	    -0.083	     0.085	     0.529
  0.053120	     0.524	    -0.077	     0.071	     0.534
  0.056440	     0.522	    -0.090	     0.070	     0.534
  0.059760	     0.527	    -0.096	     0.058	     0.539
  0.063080	     0.510	    -0.061	     0.068	     0.518
  0.066400	     0.547	    -0.084	     0.094	     0.561
  0.069720	     0.533	    -0.065	     0.084	     0.543
  0.073040	     0.536	    -0.091	     0.052	     0.546
  0.076360	     0.533	    -0.065	     0.080	     0.543
  0.079680	     0.546	    -0.070	     0.049	     0.553
  0.083000	     0.537	    -0.094	     0.072	     0.550
  0.086320	     0.522	    -0.085	     0.078	     0.535
  0.089640	     0.526	    -0.075	     0.064	     0.535
  0.092960	     0.526	    -0.089	     0.068	     0.538
  0.096280	     0.535	    -0.086	     0.083	     0.548
  0.099600	     0.545	    -0.092	     0.066	     0.557
  0.102920	     0.533	    -0.091	     0.074	     0.546
  0.106240	     0.513	    -0.068	     0.063	     0.521
  0.109560	     0.533	    -0.061	     0.059	     0.540
  0.112880	     0.532	    -0.084	     0.082	     0.545
  0.116200	     0.501	    -0.106	     0.058	     0.515
  0.119520	     0.527	    -0.096	     0.096	     0.544
  0.122840	     0.517	    -0.078	     0.069	     0.527
  0.126160	     0.518	    -0.081	     0.062	     0.528
