current_x_coil,current_y_coil,current_z_coil,Bx_probe,By_probe,Bz_probe,Bmod_probe,Bmod_linear,slope,intercept
0.0,0.0,-220.2,-0.23579028239202623,0.05077450166112947,-0.007982142857143035,-0.24132720918711043,-0.23888573281672038,0.0010428497650549662,-0.009250214551616835
0.0,0.0,-200.3,-0.20643230897009954,0.046128322259136066,-0.006603405315614708,-0.2116263813018869,-0.21813302249212657,0.0010428497650549662,-0.009250214551616835
0.0,0.0,-180.2,-0.1933426079734218,0.0417595514950165,-0.008914036544850644,-0.19800172788779427,-0.19717174221452174,0.0010428497650549662,-0.009250214551616835
0.0,0.0,-160.3,-0.1684165282392026,0.03705772425249161,-0.005342607973421988,-0.17252810023551962,-0.17641903188992794,0.0010428497650549662,-0.009250214551616835
0.0,0.0,-140.2,-0.13106602990033217,0.03232433554817267,-0.005669019933554953,-0.13511219282312262,-0.1554577516123231,0.0010428497650549662,-0.009250214551616835
0.0,0.0,-120.1,-0.11035755813953492,0.028685631229235842,-0.005765365448505061,-0.11417046691809295,-0.1344964713347183,0.0010428497650549662,-0.009250214551616835
0.0,0.0,-100.2,-0.1051648671096345,0.025928986710963414,-0.003906561461794161,-0.10838460614173573,-0.11374376101012446,0.0010428497650549662,-0.009250214551616835
0.0,0.0,-80.2,-0.07482516611295681,0.02059260797342189,-0.0014464285714287095,-0.07762057164560736,-0.09288676570902513,0.0010428497650549662,-0.009250214551616835
0.0,0.0,-60.2,-0.05914576411960129,0.015841777408637833,-0.004480481727574939,-0.061394283457562045,-0.0720297704079258,0.0010428497650549662,-0.009250214551616835
0.0,0.0,-40.4,-0.04898297342192719,0.012764534883720896,-0.0029455980066446924,-0.05070445329226716,-0.05138134505983747,0.0010428497650549662,-0.009250214551616835
0.0,0.0,-20.0,-0.023600083056478524,0.006390780730896995,-0.003446428571428739,-0.024691777346336357,-0.030107209852716157,0.0010428497650549662,-0.009250214551616835
0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.009250214551616835,0.0010428497650549662,-0.009250214551616835
0.0,0.0,20.3,0.01931187707641152,-0.0005950996677740947,-0.006452242524917148,0.02036993307375758,0.01191963567899898,0.0010428497650549662,-0.009250214551616835
0.0,0.0,40.5,0.039883305647840483,-0.005365033222591346,-0.0028916112956811624,0.040346289380361666,0.0329852009331093,0.0010428497650549662,-0.009250214551616835
0.0,0.0,60.7,0.05931602990033216,-0.00850622923588042,-0.0014987541528240361,0.05994158492199762,0.05405076618721962,0.0010428497650549662,-0.009250214551616835
0.0,0.0,80.3,0.075899916943522,-0.012894102990033237,-0.0030170265780732203,0.07704646476850137,0.07449062158229694,0.0010428497650549662,-0.009250214551616835
0.0,0.0,100.1,0.093924833887044,-0.018087624584717646,-0.002544435215947008,0.09568443308289308,0.09513904693038527,0.0010428497650549662,-0.009250214551616835
0.0,0.0,120.4,0.11128197674418613,-0.021806893687707593,-0.014903239202658077,0.11437362239228156,0.1163088971610011,0.0010428497650549662,-0.009250214551616835
0.0,0.0,140.3,0.1382171926910296,-0.025935631229235756,-0.00940988372093049,0.14094394358854,0.13706160748559493,0.0010428497650549662,-0.009250214551616835
0.0,0.0,160.5,0.15355772425249087,-0.0298874584717607,-0.001417358803986704,0.15644565752197942,0.15812717273970522,0.0010428497650549662,-0.009250214551616835
0.0,0.0,180.3,0.1724032392026582,-0.03387915282392017,0.0016549003322258032,0.1757083167603205,0.17877559808779359,0.0010428497650549662,-0.009250214551616835
0.0,0.0,200.2,0.20274709302325616,-0.037595099667774044,9.842192691023044e-05,0.20620326121399352,0.1995283084123874,0.0010428497650549662,-0.009250214551616835
0.0,0.0,220.5,0.22022882059800725,-0.04117981727574743,0.0013965946843852856,0.22405013110811978,0.2206981586430032,0.0010428497650549662,-0.009250214551616835
0.0,0.0,240.4,0.2436166943521595,-0.04470307308970108,-0.0003176910299002439,0.24768439482197327,0.24145086896759704,0.0010428497650549662,-0.009250214551616835
0.0,0.0,260.1,0.2454464285714285,-0.04890323920265785,-0.0032362956810632615,0.2502917292135659,0.2619950093391799,0.0010428497650549662,-0.009250214551616835
0.0,0.0,280.6,0.26393397009966707,-0.053240448504983516,-0.0015012458471760914,0.26925441439032605,0.2833734295228067,0.0010428497650549662,-0.009250214551616835
0.0,0.0,300.9,0.2970170265780736,-0.05849543189368767,0.008312707641196015,0.3028364752437149,0.3045432797534225,0.0010428497650549662,-0.009250214551616835
0.0,0.0,320.3,0.31887915282392043,-0.06110755813953477,0.0009497508305647273,0.3246828449335104,0.32477456519548886,0.0010428497650549662,-0.009250214551616835
0.0,0.0,340.2,0.3387088870431899,-0.06512583056478383,-0.005546926910299017,0.34495775446703253,0.34552727552008267,0.0010428497650549662,-0.009250214551616835
0.0,0.0,360.0,0.3604987541528236,-0.06896719269102952,-0.006601744186046615,0.3670959117720021,0.366175700868171,0.0010428497650549662,-0.009250214551616835
0.0,0.0,380.2,0.37866237541528175,-0.07330855481727513,0.0031399501661129037,0.3857061032075937,0.38724126612228127,0.0010428497650549662,-0.009250214551616835
0.0,0.0,400.2,0.3950776578073096,-0.07820639534883647,0.0002570598006644831,0.4027439162193629,0.4080982614233806,0.0010428497650549662,-0.009250214551616835
0.0,0.0,420.5,0.41143064784053157,-0.08230855481727523,0.0048426079734218835,0.4196109233928165,0.4292681116539964,0.0010428497650549662,-0.009250214551616835
0.0,0.0,440.2,0.4404862956810644,-0.08672051495016558,0.0004929401993355037,0.4489419421106566,0.4498122520255793,0.0010428497650549662,-0.009250214551616835
0.0,0.0,460.2,0.452384136212625,-0.08940988372092967,0.0015278239202657085,0.4611375806088291,0.4706692473266786,0.0010428497650549662,-0.009250214551616835
0.0,0.0,480.2,0.47947715946843855,-0.09371885382059758,0.006280315614617851,0.48859084352614324,0.49152624262777794,0.0010428497650549662,-0.009250214551616835
0.0,0.0,500.1,0.49314991694352034,-0.09774626245847157,0.008801910299003304,0.5028206897403021,0.5122789529523718,0.0010428497650549662,-0.009250214551616835
