current_x_coil,current_y_coil,current_z_coil,Bx_probe,By_probe,Bz_probe,Bmod_probe,Bx_std_probe,By_std_probe,Bz_std_probe,Bmod_std_probe,Bmod_np_std_probe,slope,intercept,Bmod_linear
0.0,-500.13,0.0,0.08148131229235947,0.45932267441860497,-0.0228774916943525,-0.46705449694245527,0.00018347184262303227,0.0001875566900230198,-0.0001064938156802803,0.00010837617721967674,0.00010837617721967674,0.000903949350924783,-0.00884694270503021,-0.46093913158304195
0.0,-480.23,0.0,0.07673878737541592,0.4411947674418603,-0.02316237541528273,-0.4484173947794677,0.00016761376186472327,8.700626890968633e-05,-0.00010273145650593419,5.411612942902901e-05,5.411612942902901e-05,0.000903949350924783,-0.00884694270503021,-0.44295053949963875
0.0,-460.21,0.0,0.07622051495016671,0.42255107973421824,-0.02264742524916969,-0.42996731009954575,0.0001281033009952852,0.00013130781435047572,2.994816219192972e-05,0.00013464910465119627,0.00013464910465119627,0.000903949350924783,-0.00884694270503021,-0.42485347349412456
0.0,-440.11,0.0,0.06467649501661121,0.4048351328903652,-0.019796096345515303,-0.41044660951275297,6.743153916664076e-05,0.0001068054959813651,-4.798379310666208e-05,6.278902896194498e-05,6.278902896194498e-05,0.000903949350924783,-0.00884694270503021,-0.4066840915405365
0.0,-420.83,0.0,0.07027450166113006,0.3872695182724251,-0.016672342192691307,-0.3939468902794723,-4.694930356474378e-05,0.0001360408402140108,-3.383981419231505e-05,0.00010506597009889889,0.00010506597009889889,0.000903949350924783,-0.00884694270503021,-0.38925594805470665
0.0,-400.83,0.0,0.06876370431893714,0.36788828903654575,-0.028649916943521793,-0.3753545763445145,8.694294170284679e-05,0.00022195125949308692,-0.00011270828001202875,7.096623551267577e-05,7.096623551267577e-05,0.000903949350924783,-0.00884694270503021,-0.37117696103621095
0.0,-380.37,0.0,0.06387500000000029,0.34898629568106343,-0.024591777408638153,-0.3556349332030062,0.00017141070887928805,5.572387971156806e-05,-0.00015339401178422968,3.5243822210244673e-05,3.5243822210244673e-05,0.000903949350924783,-0.00884694270503021,-0.35268215731628993
0.0,-360.62,0.0,0.05810672757475066,0.3314655315614618,-0.027521179401993577,-0.3376436075486184,0.00014190877199235638,0.00011164673377935972,-2.4060327117801823e-05,3.7789339444693586e-05,3.7789339444693586e-05,0.000903949350924783,-0.00884694270503021,-0.33482915763552545
0.0,-340.4,0.0,0.052579318936877034,0.31241652823920235,-0.02796054817275765,-0.31804160757835326,9.824202536865174e-06,0.00017926955764857458,2.5941068097166172e-05,0.0001404346595877213,0.0001404346595877213,0.000903949350924783,-0.00884694270503021,-0.3165513017598263
0.0,-320.64,0.0,0.05209343853820597,0.294678986710963,-0.02765157807308994,-0.30052294640786736,7.982332734524956e-05,9.968661287408469e-05,-6.3210571628846e-05,6.171017008083134e-05,6.171017008083134e-05,0.000903949350924783,-0.00884694270503021,-0.2986892625855526
0.0,-300.6,0.0,0.04175207641195977,0.2774929401993351,-0.024361710963455435,-0.2816719025857014,-1.051426645274408e-06,2.432655368921413e-05,6.403342355222694e-05,-4.0716256693490785e-05,-4.0716256693490785e-05,0.000903949350924783,-0.00884694270503021,-0.28057411759302
0.0,-280.5,0.0,0.03921719269102991,0.2577628737541526,-0.019965531561462115,-0.2614924659318052,2.014981317413362e-05,0.00016214436113592056,-0.0001018904072406907,0.00021949025872858643,0.00021949025872858643,0.000903949350924783,-0.00884694270503021,-0.26240473563943184
0.0,-260.28,0.0,0.034158222591362086,0.240304401993356,-0.02062250830564804,-0.2435944942661923,9.076840967979765e-05,9.412762453728848e-05,7.766000998073305e-05,6.060931351988203e-05,6.060931351988203e-05,0.000903949350924783,-0.00884694270503021,-0.24412687976373268
0.0,-240.18,0.0,0.04087499999999947,0.22225124584717565,-0.023031976744186312,-0.2271494086683177,5.572536309568759e-05,0.00011297221151765693,-5.9704844281728564e-05,8.080474367147799e-05,8.080474367147799e-05,0.000903949350924783,-0.00884694270503021,-0.22595749781014457
0.0,-220.01,0.0,0.03195556478405301,0.20295888704318937,-0.00870556478405339,-0.20564351389890045,0.00010157360140684163,8.748760692703491e-05,8.220957121610022e-06,0.00012683545293145498,0.00012683545293145498,0.000903949350924783,-0.00884694270503021,-0.20772483940199168
