All   channel acquired
Date[dd-mm-yy]= 02-07-21   Time= 16:1:47
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
  0.003320	     0.162	    -0.062	    -0.299	     0.346
  0.006640	     0.148	    -0.017	    -0.308	     0.342
  0.009960	     0.155	    -0.037	    -0.308	     0.347
  0.013280	     0.163	    -0.059	    -0.316	     0.360
  0.016600	     0.150	    -0.031	    -0.290	     0.328
  0.019920	     0.168	    -0.034	    -0.304	     0.349
  0.023240	     0.178	    -0.032	    -0.283	     0.336
  0.026560	     0.149	    -0.014	    -0.336	     0.368
  0.029880	     0.155	    -0.029	    -0.286	     0.327
  0.033200	     0.145	    -0.034	    -0.307	     0.341
  0.036520	     0.147	    -0.055	    -0.311	     0.348
  0.039840	     0.131	    -0.043	    -0.297	     0.327
  0.043160	     0.145	    -0.034	    -0.284	     0.321
  0.046480	     0.144	    -0.016	    -0.303	     0.336
  0.049800	     0.155	    -0.032	    -0.303	     0.342
  0.053120	     0.151	    -0.038	    -0.300	     0.338
  0.056440	     0.119	    -0.043	    -0.307	     0.332
  0.059760	     0.119	    -0.040	    -0.315	     0.339
  0.063080	     0.174	    -0.027	    -0.326	     0.371
  0.066400	     0.148	    -0.014	    -0.306	     0.340
  0.069720	     0.164	    -0.051	    -0.289	     0.336
  0.073040	     0.119	    -0.017	    -0.303	     0.326
  0.076360	     0.157	    -0.034	    -0.296	     0.337
  0.079680	     0.142	    -0.019	    -0.299	     0.332
  0.083000	     0.161	    -0.025	    -0.284	     0.327
  0.086320	     0.159	    -0.032	    -0.303	     0.344
  0.089640	     0.158	    -0.029	    -0.314	     0.353
  0.092960	     0.149	    -0.027	    -0.304	     0.340
  0.096280	     0.151	    -0.033	    -0.316	     0.352
  0.099600	     0.147	    -0.026	    -0.341	     0.372
  0.102920	     0.135	    -0.004	    -0.303	     0.332
  0.106240	     0.147	    -0.041	    -0.304	     0.340
  0.109560	     0.146	    -0.020	    -0.334	     0.365
  0.112880	     0.168	    -0.043	    -0.340	     0.382
  0.116200	     0.157	    -0.034	    -0.327	     0.364
  0.119520	     0.140	    -0.032	    -0.297	     0.330
  0.122840	     0.169	    -0.028	    -0.306	     0.351
  0.126160	     0.151	    -0.028	    -0.305	     0.341
  0.129480	     0.149	    -0.012	    -0.301	     0.336
  0.132800	     0.148	    -0.031	    -0.317	     0.351
  0.136120	     0.153	    -0.060	    -0.318	     0.358
  0.139440	     0.164	    -0.016	    -0.319	     0.359
  0.142760	     0.164	    -0.010	    -0.320	     0.360
  0.146080	     0.149	    -0.049	    -0.306	     0.344
  0.149400	     0.153	    -0.043	    -0.301	     0.340
  0.152720	     0.145	    -0.029	    -0.308	     0.342
  0.156040	     0.156	    -0.025	    -0.304	     0.343
  0.159360	     0.157	    -0.005	    -0.301	     0.340
  0.162680	     0.140	    -0.040	    -0.294	     0.328
  0.166000	     0.127	    -0.022	    -0.291	     0.318
  0.169320	     0.131	    -0.040	    -0.308	     0.337
  0.172640	     0.151	    -0.024	    -0.314	     0.349
  0.175960	     0.163	    -0.025	    -0.299	     0.341
  0.179280	     0.128	    -0.034	    -0.272	     0.303
  0.182600	     0.132	    -0.045	    -0.310	     0.340
  0.185920	     0.141	    -0.016	    -0.280	     0.314
  0.189240	     0.173	    -0.024	    -0.285	     0.334
  0.192560	     0.166	    -0.032	    -0.313	     0.356
  0.195880	     0.148	    -0.043	    -0.291	     0.329
  0.199200	     0.145	    -0.020	    -0.295	     0.329
  0.202520	     0.144	    -0.043	    -0.336	     0.368
  0.205840	     0.140	     0.007	    -0.313	     0.343
  0.209160	     0.146	    -0.029	    -0.329	     0.361
  0.212480	     0.164	    -0.032	    -0.314	     0.356
  0.215800	     0.153	    -0.004	    -0.319	     0.354
  0.219120	     0.167	    -0.049	    -0.302	     0.349
  0.222440	     0.134	    -0.017	    -0.293	     0.323
  0.225760	     0.160	    -0.040	    -0.305	     0.347
  0.229080	     0.151	    -0.018	    -0.333	     0.366
  0.232400	     0.134	    -0.040	    -0.309	     0.339
  0.235720	     0.116	    -0.041	    -0.303	     0.327
  0.239040	     0.155	    -0.041	    -0.303	     0.343
  0.242360	     0.154	    -0.034	    -0.305	     0.343
  0.245680	     0.142	    -0.045	    -0.309	     0.343
  0.249000	     0.133	    -0.007	    -0.323	     0.349
  0.252320	     0.155	    -0.046	    -0.324	     0.362
  0.255640	     0.153	    -0.021	    -0.315	     0.351
  0.258960	     0.143	    -0.049	    -0.293	     0.330
  0.262280	     0.149	    -0.010	    -0.301	     0.336
  0.265600	     0.149	    -0.043	    -0.317	     0.353
  0.268920	     0.141	    -0.032	    -0.299	     0.332
  0.272240	     0.152	    -0.031	    -0.314	     0.350
  0.275560	     0.136	    -0.018	    -0.321	     0.349
  0.278880	     0.147	    -0.050	    -0.296	     0.334
  0.282200	     0.134	    -0.043	    -0.309	     0.340
  0.285520	     0.147	    -0.025	    -0.288	     0.324
  0.288840	     0.142	    -0.003	    -0.302	     0.334
  0.292160	     0.149	    -0.038	    -0.314	     0.350
  0.295480	     0.152	    -0.020	    -0.314	     0.349
  0.298800	     0.141	    -0.036	    -0.321	     0.352
  0.302120	     0.116	    -0.040	    -0.305	     0.329
  0.305440	     0.136	    -0.026	    -0.297	     0.328
  0.308760	     0.138	    -0.010	    -0.309	     0.339
  0.312080	     0.152	    -0.040	    -0.305	     0.343
  0.315400	     0.106	    -0.037	    -0.297	     0.318
  0.318720	     0.131	    -0.035	    -0.307	     0.336
  0.322040	     0.148	    -0.029	    -0.318	     0.352
  0.325360	     0.140	    -0.036	    -0.325	     0.356
  0.328680	     0.142	    -0.051	    -0.313	     0.347
  0.332000	     0.142	    -0.027	    -0.346	     0.375
  0.335320	     0.153	    -0.015	    -0.359	     0.391
  0.338640	     0.142	    -0.036	    -0.321	     0.353
  0.341960	     0.151	    -0.020	    -0.314	     0.349
  0.345280	     0.153	    -0.043	    -0.320	     0.357
  0.348600	     0.144	     0.003	    -0.329	     0.359
  0.351920	     0.154	    -0.042	    -0.322	     0.359
  0.355240	     0.149	    -0.023	    -0.324	     0.357
  0.358560	     0.120	    -0.046	    -0.325	     0.349
  0.361880	     0.145	    -0.054	    -0.286	     0.325
  0.365200	     0.152	    -0.048	    -0.343	     0.378
  0.368520	     0.126	    -0.032	    -0.321	     0.346
  0.371840	     0.146	    -0.010	    -0.311	     0.344
  0.375160	     0.122	    -0.013	    -0.328	     0.350
  0.378480	     0.167	    -0.026	    -0.323	     0.365
  0.381800	     0.162	    -0.018	    -0.314	     0.354
  0.385120	     0.148	    -0.036	    -0.301	     0.337
  0.388440	     0.137	    -0.033	    -0.304	     0.335
  0.391760	     0.153	    -0.011	    -0.309	     0.345
  0.395080	     0.145	    -0.025	    -0.311	     0.344
  0.398400	     0.176	    -0.041	    -0.316	     0.364
  0.401720	     0.169	    -0.049	    -0.319	     0.364
  0.405040	     0.137	    -0.041	    -0.324	     0.354
  0.408360	     0.134	    -0.018	    -0.311	     0.339
  0.411680	     0.152	    -0.024	    -0.314	     0.350
  0.415000	     0.178	    -0.041	    -0.334	     0.381
  0.418320	     0.147	    -0.022	    -0.319	     0.352
  0.421640	     0.174	    -0.026	    -0.300	     0.348
  0.424960	     0.164	    -0.012	    -0.328	     0.367
  0.428280	     0.160	    -0.044	    -0.297	     0.340
  0.431600	     0.153	    -0.061	    -0.294	     0.337
  0.434920	     0.167	    -0.043	    -0.299	     0.345
  0.438240	     0.162	    -0.024	    -0.308	     0.349
  0.441560	     0.143	    -0.019	    -0.294	     0.327
  0.444880	     0.146	    -0.034	    -0.311	     0.345
  0.448200	     0.168	    -0.043	    -0.311	     0.356
  0.451520	     0.136	    -0.026	    -0.324	     0.352
  0.454840	     0.145	    -0.040	    -0.321	     0.354
  0.458160	     0.138	    -0.014	    -0.316	     0.345
  0.461480	     0.167	    -0.029	    -0.303	     0.347
  0.464800	     0.164	    -0.032	    -0.338	     0.377
  0.468120	     0.154	    -0.030	    -0.319	     0.355
  0.471440	     0.162	    -0.026	    -0.329	     0.368
  0.474760	     0.158	    -0.066	    -0.315	     0.359
  0.478080	     0.159	    -0.039	    -0.300	     0.342
  0.481400	     0.163	    -0.042	    -0.327	     0.368
  0.484720	     0.165	    -0.020	    -0.323	     0.363
  0.488040	     0.156	    -0.034	    -0.294	     0.335
  0.491360	     0.151	    -0.043	    -0.327	     0.363
  0.494680	     0.156	    -0.043	    -0.324	     0.362
  0.498000	     0.153	    -0.054	    -0.322	     0.361
  0.501320	     0.187	    -0.009	    -0.299	     0.353
  0.504640	     0.148	    -0.030	    -0.283	     0.321
  0.507960	     0.146	    -0.043	    -0.320	     0.354
  0.511280	     0.176	    -0.021	    -0.313	     0.360
  0.514600	     0.175	    -0.009	    -0.325	     0.369
  0.517920	     0.148	    -0.044	    -0.319	     0.354
  0.521240	     0.137	    -0.021	    -0.334	     0.362
  0.524560	     0.143	    -0.031	    -0.311	     0.344
  0.527880	     0.157	    -0.041	    -0.324	     0.362
  0.531200	     0.176	    -0.042	    -0.299	     0.349
  0.534520	     0.162	    -0.040	    -0.313	     0.355
  0.537840	     0.151	    -0.058	    -0.318	     0.357
  0.541160	     0.163	    -0.033	    -0.303	     0.346
  0.544480	     0.176	    -0.054	    -0.319	     0.368
  0.547800	     0.152	    -0.031	    -0.308	     0.345
  0.551120	     0.133	    -0.052	    -0.319	     0.350
  0.554440	     0.147	    -0.033	    -0.304	     0.339
  0.557760	     0.134	    -0.045	    -0.315	     0.345
  0.561080	     0.136	    -0.033	    -0.333	     0.361
  0.564400	     0.168	    -0.017	    -0.343	     0.382
  0.567720	     0.148	    -0.014	    -0.307	     0.341
  0.571040	     0.134	    -0.032	    -0.305	     0.335
  0.574360	     0.113	    -0.002	    -0.302	     0.322
  0.577680	     0.136	    -0.051	    -0.328	     0.359
  0.581000	     0.158	    -0.011	    -0.324	     0.361
  0.584320	     0.174	    -0.033	    -0.283	     0.334
  0.587640	     0.160	    -0.041	    -0.309	     0.350
  0.590960	     0.127	    -0.036	    -0.314	     0.341
