All   channel acquired
Date[dd-mm-yy]= 02-07-21   Time= 15:44:38
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
  0.003320	     0.138	     0.008	     0.243	     0.280
  0.006640	     0.140	    -0.018	     0.184	     0.232
  0.009960	     0.111	     0.012	     0.202	     0.231
  0.013280	     0.142	    -0.021	     0.207	     0.252
  0.016600	     0.131	    -0.007	     0.200	     0.239
  0.019920	     0.150	     0.003	     0.192	     0.244
  0.023240	     0.142	    -0.014	     0.209	     0.253
  0.026560	     0.132	     0.007	     0.187	     0.229
  0.029880	     0.101	     0.023	     0.207	     0.231
  0.033200	     0.133	     0.015	     0.187	     0.230
  0.036520	     0.137	    -0.007	     0.170	     0.218
  0.039840	     0.127	    -0.019	     0.176	     0.218
  0.043160	     0.133	    -0.001	     0.178	     0.222
  0.046480	     0.141	     0.006	     0.184	     0.232
  0.049800	     0.158	    -0.008	     0.202	     0.257
  0.053120	     0.135	    -0.006	     0.188	     0.232
  0.056440	     0.153	    -0.027	     0.161	     0.224
  0.059760	     0.146	    -0.016	     0.194	     0.243
  0.063080	     0.112	    -0.014	     0.170	     0.204
  0.066400	     0.137	    -0.012	     0.199	     0.242
  0.069720	     0.132	    -0.031	     0.195	     0.238
  0.073040	     0.128	     0.010	     0.188	     0.228
  0.076360	     0.124	    -0.010	     0.174	     0.214
  0.079680	     0.156	     0.014	     0.173	     0.233
  0.083000	     0.134	    -0.007	     0.199	     0.240
  0.086320	     0.124	    -0.001	     0.206	     0.240
  0.089640	     0.107	     0.014	     0.179	     0.209
  0.092960	     0.134	    -0.027	     0.196	     0.239
  0.096280	     0.144	    -0.018	     0.184	     0.234
  0.099600	     0.139	    -0.020	     0.221	     0.262
  0.102920	     0.146	    -0.015	     0.189	     0.239
  0.106240	     0.145	     0.008	     0.191	     0.240
  0.109560	     0.157	    -0.001	     0.207	     0.260
  0.112880	     0.149	    -0.008	     0.194	     0.245
