All   channel acquired
Date[dd-mm-yy]= 02-07-21   Time= 15:58:5
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
  0.003320	     0.125	    -0.005	    -0.132	     0.182
  0.006640	     0.142	    -0.014	    -0.154	     0.210
  0.009960	     0.125	    -0.007	    -0.143	     0.190
  0.013280	     0.121	    -0.022	    -0.144	     0.189
  0.016600	     0.114	    -0.019	    -0.144	     0.185
  0.019920	     0.131	     0.001	    -0.134	     0.187
  0.023240	     0.144	    -0.023	    -0.146	     0.206
  0.026560	     0.143	    -0.013	    -0.109	     0.180
  0.029880	     0.138	    -0.045	    -0.143	     0.204
  0.033200	     0.136	    -0.024	    -0.122	     0.184
  0.036520	     0.129	    -0.011	    -0.146	     0.195
  0.039840	     0.123	    -0.022	    -0.147	     0.193
  0.043160	     0.126	    -0.017	    -0.125	     0.178
  0.046480	     0.115	    -0.028	    -0.135	     0.180
  0.049800	     0.131	    -0.010	    -0.146	     0.196
  0.053120	     0.124	    -0.006	    -0.135	     0.183
  0.056440	     0.106	    -0.029	    -0.144	     0.181
  0.059760	     0.115	    -0.020	    -0.131	     0.175
  0.063080	     0.126	    -0.007	    -0.130	     0.181
  0.066400	     0.126	    -0.020	    -0.124	     0.178
  0.069720	     0.131	    -0.015	    -0.163	     0.210
  0.073040	     0.133	    -0.018	    -0.142	     0.195
  0.076360	     0.155	    -0.012	    -0.151	     0.217
  0.079680	     0.130	    -0.017	    -0.148	     0.198
  0.083000	     0.108	    -0.041	    -0.150	     0.189
  0.086320	     0.135	    -0.021	    -0.131	     0.189
  0.089640	     0.163	    -0.035	    -0.139	     0.217
  0.092960	     0.160	    -0.031	    -0.152	     0.223
  0.096280	     0.137	    -0.037	    -0.142	     0.201
  0.099600	     0.124	    -0.019	    -0.154	     0.199
  0.102920	     0.133	    -0.026	    -0.114	     0.177
  0.106240	     0.160	    -0.032	    -0.139	     0.214
  0.109560	     0.144	    -0.021	    -0.117	     0.187
  0.112880	     0.162	    -0.021	    -0.162	     0.230
  0.116200	     0.134	    -0.012	    -0.136	     0.191
  0.119520	     0.162	    -0.030	    -0.139	     0.216
  0.122840	     0.148	    -0.003	    -0.161	     0.219
  0.126160	     0.156	    -0.031	    -0.118	     0.198
  0.129480	     0.138	    -0.009	    -0.121	     0.184
  0.132800	     0.128	    -0.004	    -0.136	     0.187
  0.136120	     0.140	    -0.037	    -0.141	     0.202
  0.139440	     0.144	    -0.038	    -0.148	     0.210
  0.142760	     0.132	    -0.014	    -0.114	     0.175
  0.146080	     0.166	    -0.032	    -0.158	     0.231
  0.149400	     0.160	    -0.021	    -0.146	     0.218
  0.152720	     0.122	    -0.014	    -0.132	     0.180
  0.156040	     0.131	    -0.007	    -0.152	     0.201
  0.159360	     0.140	    -0.021	    -0.144	     0.202
  0.162680	     0.155	    -0.031	    -0.168	     0.231
  0.166000	     0.134	    -0.009	    -0.155	     0.205
  0.169320	     0.133	    -0.027	    -0.141	     0.196
  0.172640	     0.122	    -0.028	    -0.161	     0.204
  0.175960	     0.124	    -0.041	    -0.142	     0.193
  0.179280	     0.151	    -0.029	    -0.152	     0.216
  0.182600	     0.137	    -0.024	    -0.162	     0.214
  0.185920	     0.170	    -0.021	    -0.164	     0.237
  0.189240	     0.145	    -0.045	    -0.126	     0.197
  0.192560	     0.138	    -0.038	    -0.140	     0.200
  0.195880	     0.121	    -0.023	    -0.159	     0.201
  0.199200	     0.143	     0.002	    -0.173	     0.224
  0.202520	     0.151	    -0.039	    -0.166	     0.228
  0.205840	     0.157	    -0.009	    -0.121	     0.198
  0.209160	     0.149	    -0.003	    -0.105	     0.182
  0.212480	     0.151	    -0.035	    -0.127	     0.200
  0.215800	     0.139	    -0.042	    -0.157	     0.214
  0.219120	     0.129	    -0.018	    -0.157	     0.204
  0.222440	     0.142	    -0.016	    -0.140	     0.200
  0.225760	     0.165	    -0.026	    -0.120	     0.206
  0.229080	     0.138	    -0.031	    -0.106	     0.177
  0.232400	     0.139	    -0.025	    -0.131	     0.193
  0.235720	     0.126	    -0.041	    -0.162	     0.209
  0.239040	     0.140	    -0.014	    -0.122	     0.186
  0.242360	     0.143	    -0.034	    -0.150	     0.210
  0.245680	     0.145	    -0.031	    -0.121	     0.191
  0.249000	     0.120	    -0.015	    -0.129	     0.177
  0.252320	     0.144	    -0.034	    -0.125	     0.194
  0.255640	     0.152	    -0.015	    -0.152	     0.215
  0.258960	     0.106	    -0.033	    -0.121	     0.164
  0.262280	     0.119	    -0.034	    -0.127	     0.177
  0.265600	     0.139	    -0.020	    -0.131	     0.192
  0.268920	     0.151	    -0.026	    -0.117	     0.193
  0.272240	     0.139	    -0.036	    -0.156	     0.212
  0.275560	     0.123	    -0.033	    -0.159	     0.204
  0.278880	     0.141	    -0.021	    -0.126	     0.190
  0.282200	     0.134	    -0.009	    -0.127	     0.185
  0.285520	     0.146	    -0.014	    -0.152	     0.211
  0.288840	     0.134	    -0.017	    -0.136	     0.192
  0.292160	     0.122	    -0.019	    -0.139	     0.186
  0.295480	     0.114	    -0.027	    -0.134	     0.178
  0.298800	     0.133	     0.008	    -0.156	     0.205
  0.302120	     0.132	    -0.045	    -0.136	     0.195
  0.305440	     0.122	    -0.016	    -0.131	     0.180
  0.308760	     0.145	    -0.049	    -0.146	     0.212
  0.312080	     0.119	     0.016	    -0.159	     0.199
  0.315400	     0.121	    -0.024	    -0.136	     0.184
  0.318720	     0.162	    -0.043	    -0.122	     0.207
  0.322040	     0.138	    -0.023	    -0.131	     0.192
  0.325360	     0.130	    -0.032	    -0.131	     0.187
  0.328680	     0.154	    -0.026	    -0.159	     0.223
  0.332000	     0.127	    -0.043	    -0.159	     0.208
  0.335320	     0.115	    -0.018	    -0.131	     0.175
  0.338640	     0.129	    -0.035	    -0.145	     0.197
  0.341960	     0.116	    -0.018	    -0.157	     0.196
  0.345280	     0.131	    -0.054	    -0.133	     0.194
  0.348600	     0.142	    -0.011	    -0.137	     0.198
  0.351920	     0.105	    -0.012	    -0.136	     0.172
  0.355240	     0.137	    -0.025	    -0.162	     0.214
  0.358560	     0.115	    -0.028	    -0.148	     0.190
  0.361880	     0.131	    -0.037	    -0.147	     0.200
  0.365200	     0.127	    -0.021	    -0.149	     0.197
  0.368520	     0.123	    -0.057	    -0.115	     0.178
  0.371840	     0.138	    -0.026	    -0.167	     0.218
  0.375160	     0.120	    -0.046	    -0.141	     0.191
  0.378480	     0.133	    -0.007	    -0.152	     0.202
  0.381800	     0.143	     0.001	    -0.141	     0.201
  0.385120	     0.150	    -0.015	    -0.131	     0.200
  0.388440	     0.164	    -0.024	    -0.148	     0.222
  0.391760	     0.104	    -0.021	    -0.133	     0.170
  0.395080	     0.144	    -0.018	    -0.139	     0.201
  0.398400	     0.144	    -0.009	    -0.129	     0.194
  0.401720	     0.140	    -0.026	    -0.139	     0.199
  0.405040	     0.134	    -0.027	    -0.150	     0.203
  0.408360	     0.119	    -0.023	    -0.122	     0.172
  0.411680	     0.142	    -0.011	    -0.132	     0.194
  0.415000	     0.164	    -0.031	    -0.124	     0.208
  0.418320	     0.152	    -0.032	    -0.162	     0.224
  0.421640	     0.141	    -0.046	    -0.136	     0.201
  0.424960	     0.145	    -0.005	    -0.152	     0.210
  0.428280	     0.150	    -0.053	    -0.137	     0.210
  0.431600	     0.112	    -0.033	    -0.147	     0.188
  0.434920	     0.164	    -0.012	    -0.134	     0.212
  0.438240	     0.119	    -0.020	    -0.134	     0.180
  0.441560	     0.166	    -0.004	    -0.137	     0.215
  0.444880	     0.159	    -0.010	    -0.149	     0.218
  0.448200	     0.138	    -0.034	    -0.147	     0.204
  0.451520	     0.151	    -0.025	    -0.129	     0.200
  0.454840	     0.155	    -0.024	    -0.133	     0.206
  0.458160	     0.158	    -0.006	    -0.148	     0.217
  0.461480	     0.145	    -0.027	    -0.177	     0.230
  0.464800	     0.114	    -0.036	    -0.156	     0.197
  0.468120	     0.149	    -0.017	    -0.139	     0.204
  0.471440	     0.152	    -0.014	    -0.151	     0.215
  0.474760	     0.140	    -0.022	    -0.134	     0.195
  0.478080	     0.111	    -0.049	    -0.158	     0.199
  0.481400	     0.160	    -0.026	    -0.120	     0.202
  0.484720	     0.140	    -0.020	    -0.134	     0.195
  0.488040	     0.165	    -0.035	    -0.149	     0.225
  0.491360	     0.135	    -0.009	    -0.113	     0.176
  0.494680	     0.129	     0.003	    -0.121	     0.177
  0.498000	     0.163	    -0.026	    -0.131	     0.211
  0.501320	     0.140	    -0.021	    -0.136	     0.196
  0.504640	     0.129	    -0.029	    -0.116	     0.176
  0.507960	     0.119	    -0.026	    -0.137	     0.183
  0.511280	     0.114	    -0.022	    -0.133	     0.177
  0.514600	     0.145	    -0.038	    -0.124	     0.195
  0.517920	     0.117	    -0.007	    -0.105	     0.157
  0.521240	     0.117	    -0.020	    -0.141	     0.184
  0.524560	     0.140	     0.006	    -0.117	     0.183
  0.527880	     0.116	    -0.026	    -0.140	     0.184
  0.531200	     0.092	    -0.022	    -0.155	     0.182
  0.534520	     0.126	    -0.013	    -0.139	     0.188
  0.537840	     0.098	    -0.012	    -0.113	     0.150
  0.541160	     0.113	    -0.003	    -0.151	     0.189
  0.544480	     0.098	    -0.033	    -0.120	     0.158
  0.547800	     0.109	    -0.042	    -0.146	     0.187
  0.551120	     0.123	    -0.028	    -0.129	     0.180
  0.554440	     0.104	    -0.011	    -0.132	     0.168
  0.557760	     0.132	    -0.029	    -0.129	     0.187
  0.561080	     0.117	    -0.037	    -0.133	     0.181
  0.564400	     0.113	    -0.018	    -0.134	     0.176
  0.567720	     0.142	    -0.040	    -0.134	     0.199
  0.571040	     0.124	    -0.025	    -0.148	     0.195
  0.574360	     0.128	    -0.047	    -0.144	     0.198
  0.577680	     0.113	    -0.029	    -0.119	     0.167
  0.581000	     0.122	    -0.040	    -0.131	     0.183
  0.584320	     0.129	    -0.017	    -0.138	     0.190
  0.587640	     0.124	    -0.031	    -0.137	     0.187
  0.590960	     0.122	    -0.039	    -0.106	     0.166
  0.594280	     0.141	    -0.009	    -0.148	     0.205
  0.597600	     0.117	    -0.037	    -0.147	     0.191
  0.600920	     0.135	    -0.015	    -0.117	     0.179
  0.604240	     0.138	    -0.034	    -0.123	     0.188
  0.607560	     0.143	    -0.020	    -0.127	     0.192
  0.610880	     0.136	    -0.012	    -0.144	     0.198
  0.614200	     0.119	    -0.019	    -0.131	     0.178
  0.617520	     0.126	    -0.016	    -0.144	     0.192
  0.620840	     0.112	    -0.019	    -0.146	     0.185
  0.624160	     0.137	     0.008	    -0.129	     0.188
  0.627480	     0.137	    -0.024	    -0.147	     0.202
  0.630800	     0.124	    -0.056	    -0.146	     0.200
  0.634120	     0.133	    -0.015	    -0.138	     0.192
  0.637440	     0.139	    -0.018	    -0.124	     0.187
  0.640760	     0.127	    -0.007	    -0.158	     0.203
  0.644080	     0.113	    -0.032	    -0.116	     0.165
  0.647400	     0.134	    -0.001	    -0.106	     0.171
  0.650720	     0.151	    -0.018	    -0.132	     0.201
  0.654040	     0.153	    -0.029	    -0.134	     0.205
  0.657360	     0.134	    -0.048	    -0.137	     0.198
  0.660680	     0.115	    -0.029	    -0.114	     0.165
  0.664000	     0.153	    -0.019	    -0.158	     0.221
  0.667320	     0.133	    -0.014	    -0.156	     0.205
  0.670640	     0.129	    -0.029	    -0.132	     0.187
  0.673960	     0.120	    -0.048	    -0.132	     0.185
  0.677280	     0.127	    -0.026	    -0.146	     0.195
  0.680600	     0.123	    -0.030	    -0.151	     0.197
  0.683920	     0.121	    -0.041	    -0.145	     0.193
  0.687240	     0.152	    -0.004	    -0.134	     0.203
  0.690560	     0.140	    -0.019	    -0.121	     0.186
  0.693880	     0.118	    -0.041	    -0.134	     0.183
  0.697200	     0.134	    -0.032	    -0.139	     0.196
  0.700520	     0.130	    -0.020	    -0.161	     0.208
  0.703840	     0.137	    -0.009	    -0.139	     0.195
  0.707160	     0.154	    -0.020	    -0.147	     0.214
  0.710480	     0.155	    -0.049	    -0.118	     0.201
  0.713800	     0.155	    -0.038	    -0.157	     0.224
  0.717120	     0.145	    -0.040	    -0.124	     0.195
  0.720440	     0.144	    -0.029	    -0.137	     0.201
