All   channel acquired
Date[dd-mm-yy]= 02-07-21   Time= 15:48:42
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
  0.003320	     0.132	    -0.012	     0.365	     0.388
  0.006640	     0.138	    -0.004	     0.347	     0.373
  0.009960	     0.162	     0.001	     0.357	     0.392
  0.013280	     0.134	     0.033	     0.356	     0.382
  0.016600	     0.134	    -0.001	     0.377	     0.400
  0.019920	     0.141	     0.007	     0.344	     0.372
  0.023240	     0.140	    -0.001	     0.363	     0.389
  0.026560	     0.113	     0.023	     0.328	     0.348
  0.029880	     0.147	     0.005	     0.357	     0.386
  0.033200	     0.147	     0.006	     0.345	     0.375
  0.036520	     0.163	     0.000	     0.344	     0.381
  0.039840	     0.196	     0.005	     0.325	     0.380
  0.043160	     0.152	    -0.015	     0.367	     0.398
  0.046480	     0.153	    -0.002	     0.351	     0.383
  0.049800	     0.135	     0.007	     0.334	     0.360
  0.053120	     0.167	     0.028	     0.331	     0.372
  0.056440	     0.151	    -0.005	     0.348	     0.379
  0.059760	     0.120	    -0.012	     0.361	     0.381
  0.063080	     0.144	    -0.008	     0.339	     0.368
  0.066400	     0.153	     0.010	     0.360	     0.391
  0.069720	     0.163	     0.024	     0.335	     0.373
  0.073040	     0.154	    -0.011	     0.339	     0.373
  0.076360	     0.140	     0.025	     0.344	     0.372
  0.079680	     0.132	    -0.014	     0.337	     0.362
  0.083000	     0.165	     0.008	     0.337	     0.375
  0.086320	     0.160	     0.018	     0.349	     0.384
  0.089640	     0.149	     0.018	     0.374	     0.403
  0.092960	     0.140	     0.001	     0.356	     0.383
  0.096280	     0.139	     0.001	     0.371	     0.396
  0.099600	     0.153	     0.014	     0.376	     0.406
  0.102920	     0.142	     0.049	     0.354	     0.385
  0.106240	     0.133	     0.012	     0.364	     0.388
  0.109560	     0.148	     0.002	     0.360	     0.389
  0.112880	     0.117	     0.021	     0.365	     0.384
  0.116200	     0.137	     0.023	     0.355	     0.381
  0.119520	     0.121	     0.006	     0.354	     0.374
  0.122840	     0.146	     0.010	     0.352	     0.381
  0.126160	     0.138	     0.007	     0.352	     0.378
  0.129480	     0.116	     0.024	     0.368	     0.387
  0.132800	     0.115	     0.030	     0.365	     0.384
  0.136120	     0.137	    -0.017	     0.351	     0.377
  0.139440	     0.133	     0.005	     0.350	     0.374
  0.142760	     0.164	    -0.007	     0.350	     0.387
  0.146080	     0.177	     0.005	     0.354	     0.396
  0.149400	     0.150	    -0.014	     0.362	     0.392
  0.152720	     0.171	     0.019	     0.369	     0.407
  0.156040	     0.145	     0.006	     0.357	     0.385
  0.159360	     0.164	    -0.004	     0.365	     0.400
  0.162680	     0.148	     0.019	     0.348	     0.379
  0.166000	     0.133	     0.030	     0.367	     0.392
  0.169320	     0.143	     0.012	     0.355	     0.383
  0.172640	     0.158	     0.012	     0.365	     0.398
  0.175960	     0.152	     0.022	     0.357	     0.389
  0.179280	     0.145	     0.027	     0.379	     0.407
  0.182600	     0.179	    -0.023	     0.376	     0.417
  0.185920	     0.137	     0.007	     0.339	     0.366
  0.189240	     0.152	     0.014	     0.352	     0.384
  0.192560	     0.164	    -0.003	     0.367	     0.402
  0.195880	     0.140	     0.005	     0.367	     0.393
  0.199200	     0.145	    -0.001	     0.359	     0.387
  0.202520	     0.149	     0.000	     0.364	     0.393
  0.205840	     0.156	     0.014	     0.342	     0.376
  0.209160	     0.137	     0.030	     0.366	     0.392
  0.212480	     0.156	    -0.017	     0.351	     0.384
  0.215800	     0.149	    -0.017	     0.343	     0.374
  0.219120	     0.144	    -0.023	     0.342	     0.372
  0.222440	     0.138	    -0.011	     0.382	     0.406
  0.225760	     0.162	    -0.009	     0.361	     0.396
  0.229080	     0.145	    -0.001	     0.349	     0.378
  0.232400	     0.131	     0.005	     0.345	     0.369
  0.235720	     0.130	     0.019	     0.367	     0.390
  0.239040	     0.141	     0.017	     0.338	     0.367
  0.242360	     0.117	    -0.017	     0.357	     0.376
  0.245680	     0.121	    -0.017	     0.334	     0.356
  0.249000	     0.140	     0.007	     0.347	     0.374
  0.252320	     0.152	     0.009	     0.343	     0.375
  0.255640	     0.148	     0.019	     0.340	     0.371
  0.258960	     0.149	     0.012	     0.338	     0.370
  0.262280	     0.153	    -0.003	     0.360	     0.391
  0.265600	     0.123	    -0.001	     0.358	     0.379
  0.268920	     0.101	    -0.022	     0.366	     0.380
  0.272240	     0.156	     0.018	     0.363	     0.396
  0.275560	     0.148	     0.007	     0.357	     0.387
  0.278880	     0.137	    -0.007	     0.360	     0.385
  0.282200	     0.149	     0.028	     0.320	     0.354
  0.285520	     0.150	     0.010	     0.358	     0.388
  0.288840	     0.132	     0.011	     0.341	     0.366
  0.292160	     0.121	     0.008	     0.357	     0.377
  0.295480	     0.141	     0.014	     0.355	     0.382
  0.298800	     0.141	    -0.003	     0.366	     0.392
  0.302120	     0.146	    -0.003	     0.354	     0.383
  0.305440	     0.152	    -0.017	     0.332	     0.366
  0.308760	     0.142	     0.023	     0.341	     0.370
  0.312080	     0.146	     0.005	     0.349	     0.378
  0.315400	     0.154	    -0.001	     0.374	     0.404
  0.318720	     0.135	    -0.024	     0.344	     0.370
  0.322040	     0.141	     0.011	     0.342	     0.370
  0.325360	     0.140	    -0.004	     0.349	     0.376
  0.328680	     0.139	    -0.007	     0.351	     0.378
  0.332000	     0.141	     0.016	     0.368	     0.394
  0.335320	     0.129	     0.015	     0.359	     0.382
  0.338640	     0.142	     0.027	     0.345	     0.374
  0.341960	     0.151	     0.005	     0.369	     0.399
  0.345280	     0.096	     0.010	     0.390	     0.402
  0.348600	     0.139	     0.037	     0.350	     0.378
  0.351920	     0.117	    -0.007	     0.350	     0.369
  0.355240	     0.112	     0.001	     0.385	     0.401
  0.358560	     0.139	     0.002	     0.357	     0.383
  0.361880	     0.139	    -0.004	     0.365	     0.391
  0.365200	     0.129	    -0.022	     0.334	     0.359
  0.368520	     0.134	     0.008	     0.355	     0.380
  0.371840	     0.144	    -0.007	     0.339	     0.368
  0.375160	     0.138	     0.004	     0.342	     0.369
  0.378480	     0.136	     0.019	     0.329	     0.357
  0.381800	     0.112	     0.034	     0.359	     0.378
  0.385120	     0.144	    -0.003	     0.349	     0.378
  0.388440	     0.131	     0.021	     0.341	     0.366
  0.391760	     0.132	     0.007	     0.335	     0.360
  0.395080	     0.111	    -0.006	     0.371	     0.387
  0.398400	     0.149	     0.014	     0.359	     0.389
  0.401720	     0.162	    -0.006	     0.338	     0.375
  0.405040	     0.134	    -0.005	     0.362	     0.386
  0.408360	     0.143	    -0.007	     0.354	     0.382
  0.411680	     0.147	     0.001	     0.357	     0.386
  0.415000	     0.140	     0.017	     0.357	     0.384
  0.418320	     0.138	     0.018	     0.347	     0.374
  0.421640	     0.135	     0.013	     0.373	     0.397
  0.424960	     0.138	     0.023	     0.363	     0.389
  0.428280	     0.128	     0.015	     0.345	     0.368
  0.431600	     0.146	     0.012	     0.366	     0.394
