1;451.78;9.78
2;417.72;157.94
3;320.69;283.55
4;175.61;367.47
5;4.52;396.93
6;-166.68;367.33
7;-311.74;283.55
8;-408.65;157.94
9;-442.74;9.78
10;-408.65;-138.84
11;-311.74;-264.12
12;-166.62;-347.92
13;4.46;-377.18
14;175.67;-347.91
15;320.78;-264.04
16;417.72;-138.34
17;451.77;9.78
