All   channel acquired
Date[dd-mm-yy]= 02-07-21   Time= 16:38:59
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
  0.003320	     0.140	    -0.027	     0.072	     0.160
  0.006640	     0.159	     0.016	     0.067	     0.173
  0.009960	     0.151	    -0.010	     0.043	     0.157
  0.013280	     0.155	    -0.006	     0.057	     0.165
  0.016600	     0.142	    -0.027	     0.063	     0.158
  0.019920	     0.138	    -0.020	     0.092	     0.167
  0.023240	     0.163	    -0.031	     0.052	     0.174
  0.026560	     0.152	    -0.038	     0.070	     0.172
  0.029880	     0.135	    -0.021	     0.059	     0.149
  0.033200	     0.130	     0.025	     0.067	     0.148
  0.036520	     0.139	    -0.011	     0.080	     0.161
  0.039840	     0.141	    -0.005	     0.077	     0.161
  0.043160	     0.153	    -0.016	     0.075	     0.171
  0.046480	     0.163	    -0.024	     0.066	     0.177
  0.049800	     0.133	    -0.006	     0.067	     0.149
  0.053120	     0.149	    -0.014	     0.037	     0.154
  0.056440	     0.151	    -0.017	     0.043	     0.158
  0.059760	     0.138	    -0.002	     0.048	     0.146
  0.063080	     0.152	    -0.015	     0.088	     0.176
  0.066400	     0.150	    -0.014	     0.076	     0.169
  0.069720	     0.166	     0.019	     0.080	     0.185
  0.073040	     0.138	     0.000	     0.075	     0.157
  0.076360	     0.144	     0.016	     0.064	     0.158
  0.079680	     0.146	    -0.018	     0.051	     0.156
  0.083000	     0.136	    -0.006	     0.085	     0.160
  0.086320	     0.139	    -0.017	     0.075	     0.159
  0.089640	     0.147	     0.017	     0.056	     0.158
  0.092960	     0.142	    -0.019	     0.064	     0.157
  0.096280	     0.122	    -0.003	     0.070	     0.141
  0.099600	     0.148	     0.006	     0.075	     0.166
  0.102920	     0.119	    -0.023	     0.078	     0.144
  0.106240	     0.146	    -0.015	     0.066	     0.161
  0.109560	     0.160	     0.000	     0.090	     0.184
  0.112880	     0.162	    -0.010	     0.078	     0.180
  0.116200	     0.152	    -0.008	     0.083	     0.173
  0.119520	     0.140	    -0.006	     0.058	     0.152
  0.122840	     0.130	    -0.014	     0.087	     0.157
  0.126160	     0.141	    -0.027	     0.074	     0.162
  0.129480	     0.144	    -0.018	     0.075	     0.163
  0.132800	     0.111	    -0.008	     0.077	     0.135
  0.136120	     0.145	    -0.021	     0.061	     0.159
  0.139440	     0.149	    -0.019	     0.065	     0.164
  0.142760	     0.152	    -0.027	     0.072	     0.170
