All   channel acquired
Date[dd-mm-yy]= 02-07-21   Time= 16:39:31
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
  0.003320	     0.127	    -0.037	     0.049	     0.141
  0.006640	     0.123	     0.015	     0.089	     0.153
  0.009960	     0.140	     0.008	     0.088	     0.166
  0.013280	     0.115	    -0.008	     0.049	     0.125
  0.016600	     0.125	    -0.007	     0.053	     0.136
  0.019920	     0.127	    -0.007	     0.069	     0.145
  0.023240	     0.118	     0.012	     0.063	     0.134
  0.026560	     0.146	    -0.015	     0.065	     0.161
  0.029880	     0.117	    -0.020	     0.037	     0.124
  0.033200	     0.138	    -0.011	     0.079	     0.159
  0.036520	     0.156	    -0.015	     0.049	     0.164
  0.039840	     0.137	    -0.008	     0.058	     0.149
  0.043160	     0.148	     0.003	     0.055	     0.158
  0.046480	     0.121	     0.008	     0.031	     0.125
  0.049800	     0.150	     0.016	     0.084	     0.173
  0.053120	     0.116	     0.004	     0.059	     0.130
  0.056440	     0.158	    -0.011	     0.049	     0.166
  0.059760	     0.115	    -0.010	     0.053	     0.127
  0.063080	     0.148	    -0.027	     0.059	     0.162
  0.066400	     0.158	    -0.007	     0.061	     0.170
  0.069720	     0.122	    -0.004	     0.044	     0.130
  0.073040	     0.133	    -0.007	     0.061	     0.146
  0.076360	     0.130	     0.001	     0.058	     0.142
  0.079680	     0.140	     0.018	     0.060	     0.153
  0.083000	     0.112	    -0.026	     0.047	     0.124
  0.086320	     0.159	    -0.017	     0.068	     0.174
  0.089640	     0.148	    -0.015	     0.057	     0.159
  0.092960	     0.131	    -0.005	     0.050	     0.140
  0.096280	     0.127	     0.008	     0.054	     0.138
  0.099600	     0.117	     0.008	     0.087	     0.146
  0.102920	     0.108	    -0.020	     0.061	     0.126
  0.106240	     0.119	    -0.001	     0.055	     0.131
  0.109560	     0.133	    -0.027	     0.050	     0.145
  0.112880	     0.152	    -0.001	     0.061	     0.164
  0.116200	     0.096	    -0.018	     0.068	     0.119
  0.119520	     0.131	    -0.037	     0.077	     0.156
  0.122840	     0.131	     0.003	     0.067	     0.147
  0.126160	     0.141	     0.025	     0.069	     0.159
  0.129480	     0.127	    -0.002	     0.059	     0.140
  0.132800	     0.141	    -0.023	     0.062	     0.156
  0.136120	     0.144	    -0.003	     0.067	     0.159
  0.139440	     0.148	    -0.012	     0.059	     0.160
  0.142760	     0.128	     0.014	     0.089	     0.157
  0.146080	     0.138	    -0.013	     0.042	     0.145
  0.149400	     0.134	    -0.012	     0.059	     0.147
  0.152720	     0.133	    -0.001	     0.035	     0.138
  0.156040	     0.133	    -0.011	     0.066	     0.149
  0.159360	     0.151	    -0.010	     0.067	     0.165
  0.162680	     0.130	    -0.015	     0.069	     0.148
  0.166000	     0.134	     0.006	     0.075	     0.154
  0.169320	     0.109	    -0.009	     0.040	     0.116
  0.172640	     0.149	     0.004	     0.059	     0.160
  0.175960	     0.162	    -0.029	     0.056	     0.174
  0.179280	     0.158	    -0.016	     0.069	     0.173
  0.182600	     0.144	    -0.013	     0.048	     0.152
  0.185920	     0.121	    -0.006	     0.055	     0.133
  0.189240	     0.131	     0.000	     0.038	     0.136
  0.192560	     0.143	     0.025	     0.040	     0.151
  0.195880	     0.138	    -0.006	     0.038	     0.143
  0.199200	     0.142	    -0.034	     0.068	     0.161
  0.202520	     0.142	     0.011	     0.047	     0.150
  0.205840	     0.134	    -0.026	     0.067	     0.152
  0.209160	     0.122	     0.006	     0.060	     0.136
  0.212480	     0.154	    -0.001	     0.090	     0.178
  0.215800	     0.122	    -0.001	     0.053	     0.133
  0.219120	     0.136	    -0.023	     0.043	     0.144
  0.222440	     0.144	     0.003	     0.046	     0.151
  0.225760	     0.149	    -0.048	     0.064	     0.169
  0.229080	     0.128	    -0.015	     0.072	     0.148
  0.232400	     0.123	    -0.004	     0.081	     0.147
  0.235720	     0.147	    -0.021	     0.078	     0.168
  0.239040	     0.134	    -0.028	     0.062	     0.150
  0.242360	     0.120	    -0.014	     0.062	     0.136
  0.245680	     0.145	     0.005	     0.060	     0.157
  0.249000	     0.124	    -0.001	     0.037	     0.129
  0.252320	     0.149	    -0.010	     0.046	     0.156
  0.255640	     0.124	     0.006	     0.044	     0.132
  0.258960	     0.145	    -0.001	     0.040	     0.150
  0.262280	     0.133	    -0.005	     0.089	     0.160
  0.265600	     0.116	     0.013	     0.040	     0.123
  0.268920	     0.119	    -0.035	     0.057	     0.137
  0.272240	     0.141	    -0.024	     0.094	     0.171
  0.275560	     0.135	     0.002	     0.029	     0.138
  0.278880	     0.123	     0.007	     0.072	     0.143
  0.282200	     0.127	     0.010	     0.071	     0.146
  0.285520	     0.137	    -0.005	     0.061	     0.150
  0.288840	     0.136	    -0.005	     0.040	     0.142
  0.292160	     0.124	     0.000	     0.065	     0.140
  0.295480	     0.152	    -0.012	     0.061	     0.164
  0.298800	     0.133	    -0.011	     0.072	     0.152
  0.302120	     0.119	    -0.038	     0.068	     0.142
  0.305440	     0.121	     0.020	     0.043	     0.130
  0.308760	     0.140	    -0.017	     0.050	     0.150
  0.312080	     0.144	     0.014	     0.053	     0.154
  0.315400	     0.145	    -0.015	     0.049	     0.154
  0.318720	     0.133	    -0.024	     0.078	     0.156
  0.322040	     0.145	    -0.027	     0.057	     0.158
  0.325360	     0.137	    -0.021	     0.079	     0.160
  0.328680	     0.124	    -0.016	     0.052	     0.135
  0.332000	     0.141	     0.001	     0.067	     0.156
  0.335320	     0.133	    -0.011	     0.032	     0.137
  0.338640	     0.142	     0.000	     0.062	     0.155
  0.341960	     0.134	    -0.010	     0.058	     0.146
  0.345280	     0.118	    -0.033	     0.064	     0.138
  0.348600	     0.141	     0.010	     0.062	     0.154
  0.351920	     0.140	    -0.010	     0.059	     0.152
  0.355240	     0.139	    -0.004	     0.084	     0.162
  0.358560	     0.124	    -0.026	     0.047	     0.135
  0.361880	     0.138	    -0.016	     0.055	     0.149
  0.365200	     0.122	    -0.018	     0.092	     0.154
  0.368520	     0.138	    -0.009	     0.059	     0.150
  0.371840	     0.123	     0.007	     0.061	     0.137
  0.375160	     0.113	    -0.009	     0.078	     0.138
  0.378480	     0.138	    -0.018	     0.052	     0.149
  0.381800	     0.136	     0.011	     0.065	     0.151
  0.385120	     0.127	    -0.018	     0.058	     0.141
  0.388440	     0.111	    -0.020	     0.056	     0.126
  0.391760	     0.144	    -0.016	     0.057	     0.156
  0.395080	     0.134	    -0.010	     0.090	     0.162
  0.398400	     0.163	    -0.040	     0.079	     0.185
  0.401720	     0.132	    -0.010	     0.063	     0.147
  0.405040	     0.137	     0.019	     0.064	     0.152
  0.408360	     0.153	     0.001	     0.055	     0.163
  0.411680	     0.137	     0.017	     0.064	     0.152
  0.415000	     0.137	    -0.015	     0.048	     0.146
  0.418320	     0.138	    -0.017	     0.073	     0.157
  0.421640	     0.130	    -0.028	     0.069	     0.150
  0.424960	     0.155	     0.000	     0.064	     0.168
  0.428280	     0.133	    -0.023	     0.088	     0.161
  0.431600	     0.138	     0.001	     0.079	     0.159
  0.434920	     0.135	    -0.013	     0.055	     0.146
  0.438240	     0.097	     0.006	     0.069	     0.119
  0.441560	     0.134	     0.014	     0.049	     0.143
  0.444880	     0.123	    -0.024	     0.072	     0.145
  0.448200	     0.113	    -0.002	     0.062	     0.129
  0.451520	     0.143	    -0.003	     0.074	     0.161
  0.454840	     0.155	    -0.018	     0.065	     0.169
  0.458160	     0.131	    -0.029	     0.080	     0.156
  0.461480	     0.121	    -0.006	     0.047	     0.130
  0.464800	     0.149	     0.016	     0.058	     0.161
  0.468120	     0.138	    -0.021	     0.064	     0.154
  0.471440	     0.156	    -0.018	     0.055	     0.166
  0.474760	     0.151	     0.008	     0.077	     0.170
  0.478080	     0.137	    -0.020	     0.086	     0.163
  0.481400	     0.123	    -0.013	     0.056	     0.136
  0.484720	     0.131	    -0.018	     0.037	     0.137
  0.488040	     0.155	    -0.003	     0.067	     0.169
  0.491360	     0.140	    -0.012	     0.071	     0.157
  0.494680	     0.124	    -0.017	     0.049	     0.134
  0.498000	     0.149	    -0.018	     0.043	     0.156
  0.501320	     0.128	     0.006	     0.089	     0.156
  0.504640	     0.128	    -0.001	     0.040	     0.134
  0.507960	     0.142	     0.014	     0.065	     0.157
  0.511280	     0.144	    -0.006	     0.072	     0.161
  0.514600	     0.138	    -0.026	     0.068	     0.156
  0.517920	     0.137	    -0.026	     0.074	     0.158
  0.521240	     0.139	    -0.001	     0.058	     0.151
  0.524560	     0.132	    -0.004	     0.065	     0.147
  0.527880	     0.128	    -0.010	     0.044	     0.136
  0.531200	     0.138	    -0.021	     0.072	     0.157
  0.534520	     0.145	     0.006	     0.056	     0.156
  0.537840	     0.129	     0.002	     0.062	     0.143
  0.541160	     0.150	     0.009	     0.036	     0.155
  0.544480	     0.151	    -0.046	     0.029	     0.160
  0.547800	     0.124	    -0.001	     0.058	     0.137
  0.551120	     0.137	    -0.020	     0.065	     0.153
  0.554440	     0.144	    -0.020	     0.071	     0.162
  0.557760	     0.142	    -0.020	     0.062	     0.156
  0.561080	     0.143	    -0.034	     0.053	     0.156
  0.564400	     0.130	    -0.012	     0.064	     0.145
  0.567720	     0.139	    -0.014	     0.060	     0.152
  0.571040	     0.135	    -0.015	     0.059	     0.148
  0.574360	     0.151	    -0.004	     0.056	     0.161
  0.577680	     0.161	     0.012	     0.058	     0.172
  0.581000	     0.156	    -0.003	     0.053	     0.165
  0.584320	     0.115	     0.008	     0.032	     0.120
  0.587640	     0.144	    -0.015	     0.061	     0.157
  0.590960	     0.155	    -0.014	     0.040	     0.161
  0.594280	     0.130	     0.001	     0.068	     0.147
  0.597600	     0.119	    -0.031	     0.037	     0.128
  0.600920	     0.136	    -0.005	     0.074	     0.155
  0.604240	     0.133	    -0.017	     0.076	     0.154
  0.607560	     0.121	    -0.008	     0.063	     0.137
  0.610880	     0.157	    -0.008	     0.088	     0.180
  0.614200	     0.138	     0.003	     0.092	     0.166
  0.617520	     0.156	    -0.031	     0.055	     0.168
  0.620840	     0.120	    -0.010	     0.061	     0.135
  0.624160	     0.152	    -0.010	     0.069	     0.167
  0.627480	     0.146	    -0.017	     0.075	     0.165
  0.630800	     0.118	    -0.022	     0.070	     0.139
  0.634120	     0.119	     0.008	     0.071	     0.139
  0.637440	     0.135	    -0.013	     0.041	     0.142
  0.640760	     0.134	    -0.012	     0.075	     0.154
  0.644080	     0.121	    -0.010	     0.062	     0.136
  0.647400	     0.120	    -0.029	     0.048	     0.132
  0.650720	     0.134	    -0.003	     0.057	     0.146
  0.654040	     0.149	     0.005	     0.056	     0.159
  0.657360	     0.132	    -0.006	     0.057	     0.144
  0.660680	     0.123	    -0.014	     0.067	     0.141
  0.664000	     0.124	     0.001	     0.059	     0.137
  0.667320	     0.129	     0.002	     0.050	     0.138
  0.670640	     0.131	    -0.017	     0.058	     0.144
  0.673960	     0.128	    -0.018	     0.063	     0.144
  0.677280	     0.138	     0.005	     0.052	     0.148
  0.680600	     0.121	    -0.006	     0.065	     0.137
  0.683920	     0.146	    -0.041	     0.074	     0.169
  0.687240	     0.137	    -0.018	     0.054	     0.148
  0.690560	     0.134	    -0.002	     0.068	     0.150
  0.693880	     0.115	    -0.044	     0.052	     0.134
  0.697200	     0.133	    -0.014	     0.050	     0.143
  0.700520	     0.131	    -0.012	     0.057	     0.143
