dev (MHz),16,16,16,16,20,20,20,20,32,32,32,32
avg,4,8,16,64,4,8,16,64,4,8,16,64
0,1.6129032258064515,0.9900990099009901,0.5464480874316939,0.14684287812041116,1.4705882352941178,0.8264462809917356,0.4444444444444444,0.11750881316098709,1.0,,0.2857142857142857,0.07401924500370097
1,1.639344262295082,0.9900990099009901,0.5464480874316939,0.145985401459854,1.4492753623188406,0.8264462809917356,0.4444444444444444,0.11737089201877934,0.9900990099009901,0.5494505494505495,0.2881844380403458,0.07434944237918216
3,1.6129032258064515,0.9803921568627452,0.5434782608695653,0.1457725947521866,1.4705882352941178,0.8333333333333334,0.44843049327354256,0.11806375442739078,1.0,0.5524861878453038,0.2865329512893983,0.07429420505200594
5,1.5873015873015874,0.9708737864077669,0.5376344086021505,0.145985401459854,1.4705882352941178,0.8333333333333334,,,1.0,0.5494505494505495,0.2881844380403458,0.07407407407407407
