,0,1,2,3
143,2618.742859731499,2894.1460928692427,3235.4297775491723,3384.0017095006933
144,2618.609698231553,2894.668353309709,3235.4575543360816,3384.044263512074
145,2618.629686475554,2894.337267574215,3235.4998417745096,3384.1135264781237
146,2618.6389683746816,2894.2365338319537,3235.5130307051772,3384.1376529900817
147,2618.6077717784324,2894.556388103167,3235.3104747251773,3384.0766503354657
148,2618.6493061279148,2894.4210038115057,3235.3852687125263,3384.024618146845
149,2618.7068331573596,2894.5070569329587,3235.4299960102703,3384.0630527884673
150,2618.3864366053585,2894.534658618382,3235.50324425999,3384.0568659824353
151,2618.435552257575,2894.3327121692514,3235.367487238901,3384.017776311664
152,2618.6974678488846,2894.450996637568,3235.4705387554623,3383.977299215665
153,2618.5782120744725,2894.10791511291,3235.357834188101,3384.070637572482
154,2618.683194262719,2894.2828052293016,3235.493894729702,3384.060260362675
155,2618.6820762653283,2894.5219957045633,3235.501537756695,3384.043216402375
156,2618.687498687442,2894.3550812329154,3235.3864653475466,3384.0484886960435
157,2618.5101193695455,2894.7407049333697,3235.407948097994,3384.0551811097766
158,2618.60689133297,2894.272294533674,3235.3584417180678,3384.0593433919043
159,2618.5611471493776,2894.166574814449,3235.596222997958,3384.5173666272303
160,2618.580535015549,2894.3555742346507,3235.1875017359457,3384.0847604849273
161,2618.503213435573,2894.1740839116246,3235.4095823680123,3384.040422722154
162,2618.6218853926557,2894.4713568880816,3235.610089395631,3384.0362683106255
163,2618.6842157266137,2894.558424996353,3235.293042745623,3384.060400655283
164,2618.8536813370915,2894.1453677739714,3236.095273807364,3384.0142877769367
165,2618.847082493167,2894.352935093959,3235.6978173282064,3384.0681671853145
166,2618.705007574942,2894.118834336857,3235.2528426181025,3384.086406090208
167,2618.8223898971314,2894.4182408950787,3235.4582763034396,3383.93793884026
168,2618.5718070914513,2894.4440050750804,3235.4196832950847,3383.9978988348234
169,2618.745315812301,2895.5222278677174,3235.396826779446,3383.995448960631
170,2618.6604317795454,2894.628791850975,3235.3196327252763,3384.005355476444
171,2618.65785205631,2894.3212994900423,3235.4950058413306,3384.0127070219587
172,2618.520703818261,2894.471719665174,3235.2785655005905,3384.1014720626563
173,2618.5038743153464,2894.3522310299622,3235.2972056324847,3384.0861575470612
174,2618.5834306156,2894.3781250483435,3235.3087968966547,3383.955970510711
175,2618.5606695477795,2894.4688772551235,3235.3422975086364,3384.0857941790255
176,2618.7205312171595,2894.4518241508267,3235.4825423854045,3384.111493336361
177,2618.8545723627312,2894.6305963568548,3235.2738556973677,3383.961368470979
178,2618.5778439637347,2894.3663269662175,3235.753777917653,3384.0880041975843
179,2618.298706431488,2894.24783191047,3235.6185045823136,3384.016402579776
180,2618.688592092682,2894.325226875606,3235.30591698925,3384.100486910306
181,2618.6391369853804,2894.0918398853582,3235.353471174244,3384.0504212058718
182,2618.6236878241075,2894.576949765773,3235.5356653388476,3384.0843344436576
183,2618.6200156107734,2894.5166472944325,3235.338543177605,3384.0530547920193
184,2618.7406073200514,2894.1375849817528,3235.214966467881,3384.0933580706283
185,2618.8947171885798,2894.255847134472,3235.65274214544,3384.0317824377044
186,2618.591487241641,2894.4726819307048,3235.2288772454704,3384.1156015397
187,2618.6968330383834,2894.6723371539942,3235.381008985489,3384.444741247198
188,2618.7198277194425,2894.33039146597,3235.3065229134318,3383.9655019769357
189,2618.5657054208186,2894.2531159666546,3235.5838306501046,3383.9716602283
190,2618.7059533172383,2894.189240736572,3235.1465298980866,3383.99697928179
191,2619.1116130254986,2894.4842678665145,3235.385307239701,3384.0077346641588
192,2618.282939384547,2894.9619534044305,3235.467852697108,3384.110692565857
193,2618.6662302714294,2894.1261441229212,3235.4566010434896,3383.9980642924993
194,2618.63011728998,2894.240313977131,3235.5055123415227,3383.970736927123
195,2618.809896281958,2894.1487328691323,3234.9569871655485,3384.127193860192
196,2618.73498086079,2894.5216826024343,3235.395171182748,3384.002221696262
197,2618.65062139481,2894.3089264494533,3235.7422302348477,3384.0131960444396
198,2618.717018206756,2894.5685240813445,3235.3442682410596,3384.070341587245
199,2618.8078489636773,2894.5449113329737,3235.25311020352,3383.9729880304203
200,2618.7903233304555,2894.4895866500583,3235.3369540642934,3384.024037025532
201,2618.68614920025,2894.354052969414,3235.751142103341,3384.0427416702933
202,2618.6471038189416,2894.2932922771383,3235.366185004237,3384.0322659854323
203,2618.6234852363937,2894.461139159525,3235.287843006679,3384.0335216473422
204,2618.4454475268108,2894.562521689994,3235.2955848874035,3384.0511445816264
205,2618.5397554113742,2894.223655204763,3235.4452208299836,3384.0008174589493
206,2618.527472733811,2894.9794468487858,3235.2569080829335,3383.988992618911
207,2618.758468702437,2894.35237513258,3235.471524669062,3384.0663033676924
208,2618.681997217992,2894.4224698367852,3235.3076844874245,3384.0212336189343
209,2618.48799606222,2894.3747817232256,3235.4507000022995,3384.0263174173133
210,2618.515461548179,2894.2087986473957,3235.5378027068305,3384.0769475930256
211,2618.7660025218684,2894.5763713329384,3235.0705253919896,3384.077320940406
212,2618.61133094956,2894.304866867449,3235.4467534192354,3384.01011348843
213,2618.7386969755253,2894.571215630877,3235.273237372104,3383.9721412673134
214,2618.6731370578855,2894.6031521089044,3235.3179331950814,3384.0261433519945
215,2618.487251896914,2894.5836856064716,3235.4104004599017,3384.5513558550447
216,2618.836683589395,2894.394581220383,3235.335038369571,3383.9991290096696
217,2618.555125161089,2894.236022733707,3235.4814575998807,3384.035150969455
218,2618.692506931154,2894.4521956456706,3235.3441041252745,3384.00004442459
219,2618.612240532076,2894.240856151471,3235.2180980284893,3384.0756155066956
220,2618.671117370833,2894.6955264190574,3235.425769044887,3383.9444868496034
221,2618.7885702079952,2894.089898099158,3235.482973905063,3384.056116241589
222,2618.6440972672563,2894.294443179462,3235.646604529711,3383.9779368916725
223,2618.5504409337477,2894.317234548282,3235.300402925782,3383.990248284238
224,2618.66135188586,2894.375817956158,3235.3489280600033,3384.005672879642
225,2618.6740456892517,2894.9475993505516,3235.5022517914167,3384.0028737944162
226,2618.5461978101544,2894.5612226218072,3235.2991880823083,3384.0713983321634
227,2618.4488964656243,2894.136544891762,3235.5449570299866,3384.003298190307
228,2618.4822509461756,2894.259806402446,3235.289742018251,3383.999978370388
229,2618.5903577393246,2894.319181453766,3235.348826372105,3384.0315263760563
230,2618.755837518113,2894.232146024538,3235.6368295780176,3383.9772253207993
231,2618.6736936871393,2894.015080626418,3235.2770776889793,3384.51031634499
232,2618.501356683601,2894.504637842494,3235.3942013270907,3384.007291992264
233,2618.5675709637694,2894.637980791134,3235.61273108326,3384.039989527795
234,2618.704756700572,2894.3068667189555,3235.1363766816453,3385.2688965911825
235,2618.670547745717,2894.134162544448,3235.428181623116,3384.025143912929
236,2618.4997181489944,2894.2501375857246,3235.447050741581,3384.2203723222733
237,2618.404938362732,2894.544029173861,3235.314382532054,3383.9147508170304
238,2618.816103692835,2894.37788702026,3235.0629164443562,3384.021107299414
239,2618.7926658866945,2894.3437908314763,3235.8052598922277,3383.990744467251
240,2618.741959527309,2894.6827721277355,3235.34519185449,3383.989962731768
241,2618.732197638695,2894.0754218561297,3235.250714378596,3383.948987064804
242,2618.8928212761125,2894.2363440816325,3235.4289262743405,3383.9898577721124
243,2618.62606283788,2894.3821553453113,3235.6530461389266,3383.947569261273
244,2618.715532742529,2894.7037606559456,3235.3743473457325,3383.957848317896
245,2618.6289920301597,2894.5336048428353,3235.5930056470916,3383.9480126976664
246,2618.7287731761003,2894.4712763766393,3235.3379211967376,3383.93676470176
247,2618.7120388552976,2894.4645921023475,3235.464650748956,3384.000786688613
248,2618.886414981511,2894.2962143028753,3235.2610578808058,3384.0591312845822
249,2618.789073847235,2894.3392064608397,3235.5571206655454,3383.948032271508
250,2618.7155012283906,2894.552442049362,3235.398040485545,3383.9626903253575
251,2618.5060179110587,2894.457918435005,3235.326626478959,3384.0262034961875
252,2618.6884774761406,2894.1847271934607,3235.5707973969343,3384.078075972551
253,2618.6255003321785,2894.160098078401,3235.3396249698517,3384.0871962908855
254,2618.653417707689,2894.198491709487,3235.2510729401647,3383.9589196300853
255,2618.8353105955275,2894.1371074513177,3235.75876924219,3384.056619982869
256,2618.78563087038,2894.546341159995,3235.454663498307,3383.990950183254
257,2618.795474533616,2894.2739267074253,3235.486197964951,3384.0033263420783
258,2618.61882097013,2894.4674149039784,3235.6008081596956,3383.9958698885043
259,2618.7273727248717,2894.482302654909,3235.2447499224972,3384.0222086657777
260,2618.8003526578755,2894.220912534156,3235.4084705464657,3384.0528999486646
261,2618.6051475050676,2894.5873700903694,3235.560744271637,3383.929135669848
262,2618.55397886556,2894.363338543418,3235.5936865152566,3383.9614537799935
263,2618.862173966308,2894.401704850783,3235.632762069685,3384.0087550311746
264,2618.6419337803054,2894.0519382874622,3235.2842713642876,3384.0275903886686
265,2618.671009541842,2894.336777431866,3235.1608938136665,3384.0729339091104
266,2618.460567721044,2894.554856759536,3235.5630670134233,3384.0175417488645
267,2618.4750628646734,2894.4331679481197,3235.860959797809,3384.0407049949995
268,2618.4361494818013,2893.894597045981,3235.1798673373696,3384.0182158296466
269,2618.495965876462,2894.2204312087138,3235.506417099987,3383.9822177296824
270,2618.4327377272925,2894.612362345594,3235.4227129581986,3384.0175334335363
271,2618.4758730499593,2894.4651985690252,3235.374435636608,3384.110177908216
272,2618.5515497698752,2894.5009128384427,3235.4253008932837,3383.9558670136635
273,2618.4434562991387,2894.389798319164,3235.476722132114,3384.001385010065
274,2618.648431709967,2894.333111669568,3235.5235271907363,3384.0583008024214
275,2618.5120596925103,2894.272060840676,3235.2837311534327,3384.03573666066
276,2618.5486982059488,2894.3599875611408,3235.3544185312653,3383.9868175306333
277,2618.607470763136,2894.571493095497,3235.4105208500196,3384.164509447525
278,2618.653904502162,2894.3021230162726,3235.7070955770514,3383.9935196481583
279,2618.757450139095,2894.4306342242144,3235.5029877397733,3384.0383996968267
280,2618.7008577361707,2894.3129070069917,3235.404445192567,3384.02446035826
281,2618.758433814777,2894.2242497221737,3235.3951024292214,3384.461650278688
282,2618.5805101522374,2894.2058641953504,3235.462945705871,3383.995401819446
283,2618.470561233599,2894.661359262471,3235.5608234533024,3384.0738574635184
284,2618.78664759766,2894.587458350213,3235.2795884359334,3383.959038190399
285,2618.5111745801614,2894.3993379372855,3235.483010710891,3384.052313619667
286,2618.5770551990136,2894.3973722651667,3235.3206714422354,3383.9917395962693
287,2618.5751043481873,2894.54532078148,3235.691785230584,3384.045098513882
288,2618.4891870756355,2894.3738197018993,3235.377464698843,3384.131970574585
289,2618.8922928143174,2894.142487441231,3235.254198993234,3383.9886030311027
290,2618.5350671360634,2894.089127969289,3235.3667620733922,3383.957958107723
291,2618.649647542735,2894.8578149888817,3235.3471664422664,3383.991382047526
292,2618.7304602292747,2894.5684799390697,3235.5636805496633,3384.0128601485976
293,2618.6154296272002,2894.414638638303,3235.113281473467,3384.0642252120597
294,2618.7411329266633,2894.7019159337747,3235.252654992712,3384.0867787464226
295,2618.4533530530075,2894.2062247873146,3235.32405673627,3384.1206145673527
296,2618.491072277902,2894.3335373060922,3235.6702164926355,3384.029108997476
297,2618.6172838992925,2894.3160528839503,3235.358887401656,3383.933252561054
298,2618.7492558331264,2894.319916276042,3235.202554976352,3384.025019007101
299,2618.6158673741998,2894.3821349062423,3235.404304331589,3384.0206283322627
300,2618.8209161185723,2894.2508581570173,3235.3921037086,3384.592426369545
301,2618.6427877320652,2894.4377501259055,3235.0215219865972,3383.9104219204833
302,2618.725664161541,2894.34604264143,3235.335702810208,3384.0541293188926
303,2618.6088739677293,2894.451716239878,3235.489416703305,3384.0276463672108
304,2618.6958099388276,2894.4209039842526,3235.3014728613543,3383.9601654753646
305,2618.6562297022156,2895.1935783451445,3235.5042916889774,3383.96537742942
306,2618.5490736711276,2894.2947670207427,3235.34624526095,3384.0129468075434
307,2618.6555337947952,2894.531796827149,3235.4696579230813,3383.922622193034
308,2618.7265714301207,2894.3733457928192,3235.379236898329,3383.909694785891
309,2618.734724411842,2894.3106247598507,3235.3246748935217,3383.974880424016
310,2618.897879080883,2894.532961550885,3235.5203065915402,3384.0171102757454
311,2618.6707885606197,2894.3082132016225,3235.398256050837,3384.068132364152
312,2618.6929961153114,2894.233126152719,3235.6640125679805,3384.0482347852085
313,2618.781292770492,2894.5382977545,3235.581987387533,3383.9983340918116
314,2618.6962632010923,2894.3689849704606,3235.654511131711,3384.005463559067
315,2618.5542958079272,2894.3493248737027,3235.3628328459345,3384.0124592166117
316,2618.6152242330254,2894.244279695224,3235.273123699408,3384.014400330462
317,2618.6197665605428,2894.4972250217215,3235.4394357400242,3384.088916134756
318,2618.476745150447,2894.0561917937057,3235.3570708873253,3383.980366688885
319,2618.4190312402443,2894.1756783103865,3235.4826417630998,3383.9947186599316
320,2618.580537084909,2894.4723660846244,3235.330180838051,3383.972862561293
321,2618.8342100785385,2894.3591472316825,3235.5172668312266,3383.965366884621
322,2618.5929637236563,2894.16560135094,3235.409563962857,3383.987227985144
323,2618.616463037691,2894.0385561619955,3235.6718904701656,3384.0427678430483
324,2618.752206232231,2894.385798787141,3235.3664016596026,3383.956979890603
325,2618.6570212120578,2894.351393691083,3235.366231506425,3383.9090135450424
326,2618.5615797645905,2894.347637947619,3235.28360881363,3384.0924448167243
327,2618.8725717056896,2894.2921820864713,3235.21787020533,3383.9226504184126
328,2618.621734042112,2894.526868569561,3235.538553155762,3384.1321674234287
329,2618.710300896042,2894.5054424659693,3235.3802817941364,3383.976299606039
330,2618.6860527158447,2894.431510266517,3235.4154109286937,3383.934752286734
331,2618.3532442308765,2894.4115272875247,3235.518608873413,3384.0118455064453
332,2618.477335364654,2894.1377623394155,3235.6936320412483,3383.915004361513
333,2618.4348349418187,2894.3652733650315,3235.4004080128834,3384.0150237940074
334,2618.291373815691,2894.3869718895235,3235.0779951611216,3383.9654586916463
335,2618.701567909425,2894.0354616364434,3235.523038846914,3383.95851093018
336,2618.7803432496,2894.3930736313523,3235.4418963332487,3383.9569628740724
337,2618.713552326783,2894.52278793345,3235.383090784063,3383.982370190174
338,2618.6600065313114,2894.713851260476,3235.326502925736,3383.948148784987
339,2618.552887056546,2894.6064866397787,3235.345479208165,3383.984146065147
340,2618.7137323721145,2894.31163298459,3235.1804517972146,3383.8878893778356
341,2618.7350793900155,2894.644781008488,3235.1957018710923,3383.967487786497
342,2618.631882705391,2894.53652080605,3235.53749331811,3384.5175171002666
343,2618.484487633776,2894.324385909751,3235.362980282573,3384.0540274032583
344,2618.4804112836405,2894.5901081068987,3235.375116339879,3383.9163070365844
345,2618.5322761356397,2894.749603773211,3235.6456165295917,3383.9713536506897
346,2618.8380202318226,2894.3357898127188,3235.3006638161755,3383.8835312154615
347,2618.7747098037185,2894.5266477530695,3235.851392659213,3383.9819731701023
348,2618.639930503793,2894.521223111847,3235.4536844864174,3383.9373090690733
349,2618.5946431223338,2894.255687682312,3235.2914727681,3384.0263163232503
350,2618.617043734695,2894.137645694338,3235.37121440566,3383.8889117419376
351,2618.867714797599,2894.1977840672007,3235.3971404558947,3384.000564282479
352,2618.477735620954,2893.978658584777,3235.3704142127112,3383.939118799807
353,2618.5208428052574,2894.278524354494,3235.1684813828156,3383.9337711712255
354,2618.602205037554,2894.188657926162,3235.44534745935,3383.9749170569376
355,2618.7196583228324,2894.23811098897,3235.3024190285464,3383.9528840700095
356,2618.702779613084,2894.521452306972,3235.59665698508,3384.0215950599636
357,2618.723490137182,2894.73814777667,3235.3219903634235,3383.9482699466253
358,2618.8228051508227,2894.447830578846,3235.440447542034,3383.891424752563
359,2618.4962465790186,2894.4812267944585,3235.225558938032,3383.970942297068
360,2618.619435990675,2894.400793130019,3235.46646096999,3383.937739827836
361,2618.6036924191753,2894.692888148025,3235.504890327018,3384.7218628125124
362,2618.5811249984954,2894.191436510932,3235.1717684813075,3384.031687339951
363,2618.643730271348,2894.3648155716137,3235.6332460098433,3383.973550735033
364,2618.8904278718305,2894.1787236038476,3235.3016513207813,3383.990492044387
365,2618.575024146637,2894.308590817055,3235.114366828992,3383.9891370558576
366,2618.7235569725567,2894.784005932899,3235.4368322183714,3383.9384478315483
367,2618.6172106048293,2894.2830978380557,3235.28063822511,3383.9975094295305
368,2618.315426409492,2894.2372721985057,3235.395910111098,3383.9737698059594
369,2618.7039355570623,2894.1573592844047,3235.140381668747,3383.9268887663366
370,2618.6466582546363,2894.3754622075917,3235.251473289751,3383.963760042407
371,2618.7367356456034,2894.3260147976825,3235.426270246168,3383.9454555429243
372,2618.7107877713597,2894.318523972348,3235.593120174722,3383.8807236635002
373,2618.611573636591,2894.4275171472673,3235.6791674084902,3383.9020526743807
374,2618.584786104118,2894.250866702838,3235.489537609565,3384.0409424736176
375,2618.6024424489337,2894.3013499217873,3235.2219148030827,3384.646523308865
376,2618.7297908364767,2894.385420974133,3235.3147507418585,3383.9221620175917
377,2618.600893505133,2894.2276084908985,3235.4993060318316,3384.0024938523384
378,2618.6581174421954,2894.4192460837908,3235.4349963447125,3383.958306476176
379,2618.7137470218736,2894.258801971374,3235.4441006412085,3383.9945559443345
380,2618.432789746695,2894.456900103582,3236.9186505445514,3383.8608377740734
381,2618.4411884098886,2894.0969733911243,3235.5007900980518,3383.8359596482114
382,2618.495164526054,2894.2486339190764,3235.38228502846,3383.93893006569
383,2618.4113241065047,2894.341536886511,3235.467979966623,3383.921850632819
384,2618.6289610298027,2894.3129867516964,3235.4549765078436,3383.915184947636
385,2618.61636058968,2894.2907121733124,3235.399122797705,3384.088341776954
