,0,1,2,3
0,2618.4511089908056,2894.4543029540346,3235.591825483096,3384.0212085922763
1,2618.3030950053567,2894.459023736368,3235.727310344,3384.097866781917
2,2618.573533699149,2894.387276851851,3235.414360603388,3384.007535281899
3,2618.584325959444,2894.378453380955,3235.5622654313265,3384.108467650078
4,2618.6572583400784,2894.395478038048,3235.4170624831804,3384.1177988147415
5,2618.427670195492,2894.798726711965,3235.0887706853337,3384.099128969705
6,2618.4321676904724,2894.4385525182133,3235.3431038939234,3384.439739220722
7,2618.7299820489984,2894.5154102286115,3235.2795151891637,3384.146427163961
8,2618.3106468649844,2894.416163025854,3235.4657861077,3384.0809696343144
9,2618.645714030345,2894.503612200704,3235.3413882917603,3384.280385328628
10,2618.661904388865,2894.245380925135,3235.4498550522176,3384.0385846491195
11,2618.7184218596335,2894.951699698019,3235.605771269998,3384.0788674611076
12,2618.6761249874003,2894.556996979814,3235.5516533548416,3384.1097583113774
13,2618.6923713470387,2894.5371428138837,3235.5758224827155,3384.030852087829
14,2618.3907824071775,2894.5697334027477,3235.4230328139083,3384.1612991198313
15,2618.7261958417153,2894.5536363332144,3235.682081599545,3384.031653840063
16,2618.8903008624593,2894.3517365802268,3235.7408895595645,3384.09546217299
17,2619.020762951586,2894.232624928617,3235.6396665420766,3384.1214900997675
18,2618.6036957491533,2894.3676930419256,3235.5285510130716,3384.050303589346
19,2618.681721823649,2894.5885503103787,3235.7353548616234,3384.097056521863
20,2618.586169589022,2894.3166599697392,3235.4655006271005,3383.9987347136935
21,2618.3699521288418,2894.587602737425,3235.5268890974603,3384.0687374190043
22,2618.65500191167,2894.18881941382,3235.805097706283,3384.143815631074
23,2618.648152052298,2894.5011684806054,3235.504730871891,3384.113333592031
24,2618.7199397765253,2894.732491779555,3235.4526892955187,3384.1409829917625
25,2618.5518318271593,2894.3854891836922,3235.4439570145755,3384.029262492233
26,2618.694305978084,2894.291369865605,3235.34285389687,3384.055901963291
27,2618.704214016556,2894.666916104661,3235.4710380114425,3384.1434227138157
28,2618.500998119287,2894.5586455317616,3235.547274350615,3384.0455245009302
29,2618.7333679113176,2894.5041972679355,3235.43826451175,3384.0516080871403
30,2618.6199026330864,2894.350763170616,3235.7840828797803,3384.0427565097207
31,2618.676142967311,2894.253990131615,3235.5557069920815,3384.168471014761
32,2618.71086193144,2894.491670825475,3235.709111374127,3384.053629590311
33,2618.453850958079,2894.3632648393,3235.3891050590287,3384.087842864972
34,2618.336153536074,2894.47333076169,3235.516121354421,3384.155653332566
35,2618.5994527727894,2894.3270640839187,3235.5318395265867,3384.0327038765254
36,2618.7071469354914,2894.4022823993,3235.5952271459246,3384.1095532364047
37,2618.795384111999,2894.5642436462426,3235.341569648365,3384.12788476049
38,2618.55053073694,2894.4137723698295,3235.397408624785,3384.0426194275315
39,2618.5943982381427,2894.571426449078,3235.2152198187446,3384.085072815046
40,2618.6817523033887,2894.3264001876187,3235.5574849940713,3384.067719719641
41,2618.7542947424186,2894.478966850926,3235.380510242489,3384.113776356676
42,2618.641190774614,2894.3762978717086,3235.5340586495795,3384.1379888765055
43,2618.5319114790173,2894.306997591365,3235.5945525212906,3384.121681301655
44,2618.683682962614,2894.4223219771934,3235.5502279447337,3384.193999250217
45,2618.556985477808,2894.204943225373,3235.511733119875,3384.0416071910495
46,2618.7351859683163,2894.5134669964114,3235.4670817998544,3384.109766580251
47,2618.6247116371105,2894.6038886905376,3235.634733139097,3383.998558836705
48,2618.528051546726,2894.2996447243236,3235.5150346372798,3384.0603270294932
49,2618.564043398212,2894.4097266077106,3235.4110830914274,3384.1354241119225
50,2618.565754806777,2894.525565946973,3235.40293200179,3384.095550854257
51,2618.549333879672,2894.399187124577,3235.3573911352573,3384.100316302545
52,2618.9568640158773,2894.6830218367513,3235.435862669908,3384.0088812920885
53,2618.5693842326373,2894.3678603609787,3235.631701779249,3384.1053681056214
54,2618.494188310855,2894.6222925288043,3235.489328627796,3384.0714284020323
55,2618.6725171879607,2894.415885640559,3235.62143047484,3384.074527327624
56,2618.5542394076047,2894.7806237788513,3235.448128929311,3384.738481278405
57,2618.497058912802,2894.2426123693217,3235.1627554093766,3383.9827784670792
58,2618.5134229837286,2894.508567984573,3235.462259624173,3384.1265019743655
59,2618.6138859236844,2894.292885631262,3235.4242964969744,3384.0752350869575
60,2618.4938065885767,2894.5350317706257,3235.338330644836,3384.1446597347654
61,2618.692037930336,2894.609001189498,3235.384600412446,3384.0908344944664
62,2618.6526542510856,2894.2680845520813,3235.4582146602597,3384.0685382840697
63,2618.6522861006356,2894.500961019403,3235.4721707488548,3384.017665909186
64,2618.7771574951234,2894.242069072849,3235.361549594075,3384.0504599062
65,2618.7087237350893,2894.403791661086,3235.535437506119,3384.094139755832
66,2618.7315385795237,2894.267169754446,3235.526541759471,3384.082157850095
67,2618.6935754377655,2894.4864421938787,3235.3204529417276,3384.107967458806
68,2618.617829835441,2894.329511853992,3235.4755201936027,3384.0648681872353
69,2618.7283654316607,2894.6469074558527,3235.3572516054487,3384.0803078916156
70,2618.7367463842847,2894.312306845208,3235.557713187054,3384.1970707066007
71,2618.5058829901486,2894.4201053046427,3235.469295620639,3383.9072396572137
72,2618.572586115867,2894.769246342067,3235.4441836026726,3384.0117207202893
73,2618.7482212891705,2894.4187357073497,3235.6350058228168,3384.0660998146445
74,2618.5291299544565,2894.219763487928,3235.2624281232434,3384.132258143674
75,2618.4111954853297,2894.471399347471,3235.2492229302966,3384.144804230719
76,2618.493700088415,2894.3286795354634,3235.5411651968843,3384.11703400684
77,2618.556909007452,2894.256040959492,3235.3137007418973,3384.0137973506708
78,2618.6105739519317,2894.354603090521,3235.483835885761,3384.16069863863
79,2618.639589942626,2894.4216276823627,3235.480022826729,3384.094086983687
80,2618.794215219876,2894.4661611158263,3235.230255256556,3384.043761684111
81,2618.6887069287764,2894.150533101788,3235.2653031258114,3384.1219345480977
82,2618.572081320997,2894.426646603337,3235.667263189049,3384.7056664603365
83,2618.557352803827,2894.469031010944,3235.5229578686485,3384.160833969845
84,2618.687475691913,2894.2514616727735,3235.197172541417,3384.6097916473536
85,2618.4526926258395,2894.484443165419,3235.5488200758145,3384.0243943877736
86,2618.3210707320227,2894.2658336423688,3235.4333314881364,3384.1939734715597
87,2618.8415598985794,2894.561339782252,3235.770398325256,3384.0946177992973
88,2618.64149911711,2894.7769779470586,3235.547499750063,3383.998877588195
89,2618.59804126026,2894.1169013535514,3235.3785244333353,3384.0767171163016
90,2618.8878853016804,2894.522390442929,3235.6671974089872,3384.1123268481047
91,2618.844346790681,2894.1876389701633,3235.193649596907,3384.112447905803
92,2618.693328911736,2894.5214189908083,3235.463281466355,3384.0562125146207
93,2618.6297901125026,2894.482538279411,3235.2897596802027,3384.0448964614143
94,2618.4607796135806,2894.3354445328227,3235.4503825669603,3384.045992765607
95,2618.705801453067,2894.7242591663226,3235.457400077715,3384.0880587754746
96,2618.8573099565456,2894.313478305104,3235.5748236926556,3384.0980198148836
97,2618.8594500231,2894.5476233781,3235.470032373613,3383.9896395862283
98,2618.5845026047696,2894.3459582546275,3235.3124286107513,3384.0721352881637
99,2618.5891234679834,2894.2567620728396,3235.6407348608413,3384.105760086465
100,2618.921204658629,2894.4213374244487,3235.4869032655506,3384.089219242626
101,2618.6627179216266,2894.5944686741786,3235.4531066033514,3384.0989747620156
102,2618.67337825774,2894.4572584483585,3235.7994217593946,3384.135017891651
103,2618.5905866879198,2894.322843438603,3235.529553222979,3384.116292274833
104,2618.8261230532826,2894.471004134441,3235.587850248582,3383.9561164698093
105,2618.5332721066397,2894.2917709597104,3235.1989467585327,3384.0640524286187
106,2618.805181452306,2894.558909639175,3235.2110589179792,3384.024225662377
107,2618.6635034449478,2894.3006405953706,3235.5632616161092,3384.0495405588513
108,2618.7102851011723,2894.4299220144094,3235.4372622464934,3384.0259841486663
109,2618.6278483448373,2894.4915894453793,3235.3528620168486,3384.0793642407757
110,2618.6765335507257,2894.6326869218506,3235.3934887777136,3384.1085083102666
111,2618.5604101985627,2894.711554105688,3235.3867736893044,3384.108122149247
112,2618.7373157326374,2894.872002225967,3235.318282675036,3384.566603618014
113,2618.6558461793143,2894.733801761449,3235.4828294023587,3384.0772209697197
114,2618.6233299440682,2894.46833300512,3235.802479293558,3384.114211165732
115,2618.812628949178,2894.290003800256,3235.5983000674055,3384.0229116523687
116,2619.0227646414337,2894.3041714636333,3235.6100780812644,3383.9252518172366
117,2618.5790553408897,2894.492666057935,3235.5901566841812,3384.02070767313
118,2618.6669692563637,2894.4631838180917,3235.4961328486766,3384.083508724314
119,2618.7000731578314,2894.1711193908104,3235.51712660816,3384.1500740213146
120,2618.540696102568,2894.3684071744888,3235.290612404927,3384.0116713969965
121,2618.686046600875,2894.2758512614046,3235.612078878226,3384.0784316381755
122,2618.6080271496617,2894.7312712534404,3235.634211292494,3383.948336780115
123,2618.7895118165093,2894.706017031561,3235.528497929991,3384.1111264140372
124,2618.671569137583,2894.4540894942584,3235.1209061617865,3384.083515391721
125,2618.6758477561025,2894.292912153677,3235.495962624699,3384.1873944912745
126,2618.7240818046544,2894.3038928812966,3235.455698166388,3384.0577873466073
127,2618.533258063796,2894.756706668872,3235.4416879072596,3383.994894528259
128,2618.641498952575,2894.437346874936,3235.4812847989024,3384.0181674806936
129,2618.6925235676667,2894.4196920907884,3235.3976779760164,3384.0286447229964
130,2618.3457865959954,2894.521343693351,3235.5978794750054,3384.1045409833982
131,2618.4733392301014,2894.5630544457135,3235.4911641648264,3384.0600412446006
132,2618.782705110708,2894.4511905561767,3235.395183088992,3384.144493581197
133,2618.603599055213,2894.4044592684945,3235.462104951714,3383.9571787849195
134,2618.5158028303017,2894.223702156945,3235.487204645622,3384.102866627918
135,2618.4524176770055,2894.309604306746,3235.457053337296,3384.116799592488
136,2618.3038146036183,2894.2324005257656,3235.9650851489237,3384.023933434382
137,2618.634395180762,2894.2186851537704,3235.543493543046,3384.0677192297353
138,2618.703586637279,2894.184201085581,3235.518587448658,3384.0033297415907
139,2618.4054695039595,2894.4694661040808,3235.5185925265646,3384.001908170567
140,2618.391792350563,2894.5375077419703,3235.262091781906,3384.0853016799156
141,2618.4926571812885,2894.469698353448,3235.243427584555,3384.126204396385
142,2618.603540619123,2894.092142895027,3235.348329277876,3383.967575685799
