dev (MHz),,16,16,16,16,20,20,20,20,32,32,32,32
avg,,4,8,16,64,4,8,16,64,4,8,16,64
B nr,B_std (mT),,,,,,,,,,,,
0,Bx,0.05976619755669691,0.0015632922998208018,0.0008890840752367046,0.00045356560717535205,0.0013563347961362182,0.0010575096289203514,0.001038125481776447,0.00036755535832320383,0.002034101445677831,,0.0006125988564819256,0.00040425005445993975
0,By,0.04903928865193614,0.0027590614513625933,0.001445271437554163,0.0006277068306026191,0.0017776810053661222,0.0029128777637044694,0.0013203720471757054,0.000623089643591207,0.002860063455965296,,0.0014271016234848471,0.00039867843078456033
0,Bz,0.09076666853388936,0.0016831274043052882,0.0012878146464332131,0.0006607305750380587,0.002066720264884426,0.0013115786688397899,0.0008189763448022653,0.0003547962590446788,0.002603215160615194,,0.0009615508911886458,0.00032185597814343416
0,Bmod,0.1189813041493547,0.0015068315199102593,0.001160101988497584,0.0006483432983048332,0.0015627943668432636,0.0009046653137084236,0.0008803761907472101,0.0003580143732027432,0.0025298628052612742,,0.0006403893692584685,0.00040585149690891873
1,Bx,0.06386954259894177,0.0016346080100043466,0.0009352797383670826,0.0006655513653086422,0.0020265141157528796,0.0013751259021550649,0.0008649303342816087,0.0004540590669141114,0.0018913705804371626,0.000928667506872608,0.0007244830624079825,0.0002443144817142624
1,By,0.05309084627922824,0.0024318835790441726,0.000791458989836234,0.0007749022087963943,0.0018962292272355213,0.0017548068283966918,0.0011204205636806738,0.00040232528354277935,0.002433120016730539,0.0011329422386254864,0.0008007947588042738,0.0008064256984747532
1,Bz,0.09551484254549973,0.0019644096407299043,0.0008644320643286587,0.0007973188982342527,0.002392395763576806,0.0011581827795844341,0.0011236359058162508,0.0004895937119341218,0.002931234365846327,0.0014426143439029602,0.000918123421972944,0.00037805146236660823
1,Bmod,0.12420087251581141,0.0016174007147767963,0.0010228834864860839,0.0009529437108569053,0.0016497023973439777,0.0013562216846040038,0.0011281618372050743,0.0005017517097967388,0.0018917966437969707,0.0010978437247904313,0.0008942171831714101,0.00037604804302996574
3,Bx,0.06844204232575578,0.0021201369434456253,0.0012928187411215325,0.000667912694782673,0.004441935121343198,0.0027017108321132394,0.0014849180853659626,0.0007631556671859447,0.001374235553429124,0.0007093291166071404,0.0005683175748982888,0.00028108761537733894
3,By,0.057271471395776936,0.002297720711208403,0.0015836946479905998,0.0010183833290509463,0.0032225548742466545,0.0011460934978126333,0.0009444468733628911,0.0008466895166135052,0.0034807168136519687,0.001526406728723976,0.0011808991838770481,0.0006288338646521296
3,Bz,0.10347994451599324,0.005620594206187602,0.003409336505770624,0.002102154927029537,0.0033797836188847203,0.0018872828745331695,0.0013763174436261531,0.0009468766787199398,0.0013129776874920042,0.0010986632531466707,0.0004836796890428548,0.0006110828870351068
3,Bmod,0.12230947456748224,0.004657945752088049,0.002848804775645525,0.002285274948152701,0.002291786986904696,0.0009662206946732284,0.0011668284064024423,0.0012156196891673662,0.002006887553808042,0.0008228865783266361,0.00046727982687565234,0.0006604499650303898
5,Bx,0.07965894945350716,0.00345709819329363,0.002675841535288536,0.002238773480038998,0.009577802388640718,0.0036215887287910226,,,0.0024524856919958668,0.00168327933125334,0.0008991114170648131,0.00033159016322213035
5,By,0.0662527270828908,0.002988256160751887,0.0017516368075123619,0.0014373058441549506,0.007577040699574759,0.002988333399849207,,,0.001443367632147425,0.001759429168445771,0.0007130440908570609,0.0004955482692663144
5,Bz,0.12094816023728822,0.0031907609690603584,0.0027893015954571433,0.0005691137936506687,0.011943101947513633,0.0012535159134940074,,,0.00246076385858207,0.0011126119634379246,0.0011201565709619127,0.0006221691204424272
5,Bmod,0.13623467044829,0.0030738066429625978,0.002714920349749045,0.0005502108807954237,0.01011077098217234,0.0012612711803260126,,,0.002411444375575318,0.0010843617414331586,0.0011061578764599176,0.0006211036845511047
