All   channel acquired
Date[dd-mm-yy]= 02-07-21   Time= 16:38:25
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
  0.003320	     0.115	    -0.005	     0.030	     0.119
  0.006640	     0.118	    -0.014	     0.081	     0.144
  0.009960	     0.119	     0.002	     0.046	     0.128
  0.013280	     0.111	    -0.017	     0.064	     0.129
  0.016600	     0.111	    -0.024	     0.048	     0.123
  0.019920	     0.090	    -0.011	     0.059	     0.108
  0.023240	     0.125	     0.009	     0.089	     0.154
  0.026560	     0.092	    -0.007	     0.067	     0.114
  0.029880	     0.104	    -0.018	     0.032	     0.110
  0.033200	     0.129	    -0.028	     0.058	     0.144
  0.036520	     0.110	    -0.014	     0.078	     0.136
  0.039840	     0.088	     0.016	     0.047	     0.101
  0.043160	     0.082	    -0.029	     0.047	     0.099
  0.046480	     0.116	    -0.024	     0.075	     0.140
  0.049800	     0.086	     0.004	     0.056	     0.103
  0.053120	     0.102	    -0.006	     0.071	     0.124
  0.056440	     0.102	    -0.010	     0.072	     0.125
  0.059760	     0.103	    -0.015	     0.064	     0.122
  0.063080	     0.111	     0.001	     0.068	     0.130
  0.066400	     0.124	     0.017	     0.069	     0.143
  0.069720	     0.127	    -0.007	     0.107	     0.166
  0.073040	     0.106	    -0.010	     0.086	     0.137
  0.076360	     0.133	     0.025	     0.045	     0.143
  0.079680	     0.102	    -0.001	     0.051	     0.114
  0.083000	     0.091	    -0.012	     0.076	     0.119
  0.086320	     0.142	    -0.009	     0.073	     0.160
  0.089640	     0.123	     0.021	     0.056	     0.137
  0.092960	     0.097	     0.007	     0.069	     0.119
  0.096280	     0.119	    -0.021	     0.063	     0.136
  0.099600	     0.110	    -0.029	     0.055	     0.126
  0.102920	     0.124	    -0.026	     0.055	     0.138
  0.106240	     0.113	    -0.018	     0.067	     0.133
  0.109560	     0.121	    -0.009	     0.056	     0.134
  0.112880	     0.112	     0.010	     0.069	     0.132
  0.116200	     0.099	    -0.012	     0.085	     0.131
  0.119520	     0.109	    -0.007	     0.075	     0.132
  0.122840	     0.130	    -0.022	     0.062	     0.146
  0.126160	     0.126	    -0.012	     0.070	     0.145
  0.129480	     0.127	    -0.020	     0.082	     0.152
  0.132800	     0.111	     0.006	     0.073	     0.133
  0.136120	     0.123	    -0.010	     0.062	     0.138
  0.139440	     0.142	    -0.012	     0.062	     0.155
  0.142760	     0.123	     0.007	     0.074	     0.144
  0.146080	     0.114	    -0.001	     0.078	     0.138
  0.149400	     0.120	     0.005	     0.038	     0.126
  0.152720	     0.138	    -0.009	     0.084	     0.162
  0.156040	     0.130	    -0.024	     0.049	     0.141
  0.159360	     0.093	     0.005	     0.078	     0.121
  0.162680	     0.114	    -0.020	     0.048	     0.125
  0.166000	     0.142	    -0.010	     0.062	     0.155
  0.169320	     0.102	     0.017	     0.055	     0.117
  0.172640	     0.135	    -0.004	     0.075	     0.154
  0.175960	     0.111	     0.001	     0.087	     0.141
  0.179280	     0.111	    -0.005	     0.069	     0.131
  0.182600	     0.113	    -0.012	     0.087	     0.143
  0.185920	     0.081	     0.030	     0.074	     0.114
  0.189240	     0.116	    -0.013	     0.072	     0.137
