All   channel acquired
Date[dd-mm-yy]= 02-07-21   Time= 16:45:45
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
  0.003320	     0.406	    -0.062	     0.075	     0.417
  0.006640	     0.424	    -0.040	     0.050	     0.429
  0.009960	     0.416	    -0.055	     0.072	     0.426
  0.013280	     0.393	    -0.054	     0.068	     0.402
  0.016600	     0.397	    -0.088	     0.079	     0.414
  0.019920	     0.400	    -0.072	     0.057	     0.410
  0.023240	     0.362	    -0.035	     0.071	     0.371
  0.026560	     0.405	    -0.057	     0.049	     0.412
  0.029880	     0.387	    -0.082	     0.055	     0.399
  0.033200	     0.366	    -0.060	     0.066	     0.377
  0.036520	     0.399	    -0.069	     0.096	     0.416
  0.039840	     0.403	    -0.088	     0.053	     0.416
  0.043160	     0.416	    -0.073	     0.092	     0.432
  0.046480	     0.362	    -0.058	     0.047	     0.370
  0.049800	     0.399	    -0.069	     0.066	     0.410
  0.053120	     0.402	    -0.075	     0.064	     0.414
  0.056440	     0.377	    -0.051	     0.100	     0.393
  0.059760	     0.415	    -0.079	     0.081	     0.430
  0.063080	     0.382	    -0.069	     0.077	     0.396
  0.066400	     0.412	    -0.083	     0.086	     0.429
  0.069720	     0.387	    -0.066	     0.080	     0.401
  0.073040	     0.393	    -0.068	     0.056	     0.403
  0.076360	     0.389	    -0.078	     0.093	     0.407
  0.079680	     0.389	    -0.054	     0.044	     0.395
  0.083000	     0.395	    -0.068	     0.069	     0.407
  0.086320	     0.405	    -0.052	     0.052	     0.412
  0.089640	     0.411	    -0.086	     0.057	     0.424
  0.092960	     0.390	    -0.053	     0.075	     0.401
  0.096280	     0.415	    -0.055	     0.065	     0.424
  0.099600	     0.385	    -0.065	     0.067	     0.396
  0.102920	     0.407	    -0.063	     0.047	     0.415
  0.106240	     0.406	    -0.069	     0.042	     0.414
  0.109560	     0.390	    -0.046	     0.072	     0.399
  0.112880	     0.370	    -0.094	     0.071	     0.388
  0.116200	     0.385	    -0.083	     0.063	     0.399
  0.119520	     0.379	    -0.063	     0.061	     0.389
  0.122840	     0.405	    -0.082	     0.059	     0.417
  0.126160	     0.389	    -0.049	     0.057	     0.396
  0.129480	     0.398	    -0.071	     0.096	     0.416
  0.132800	     0.418	    -0.068	     0.071	     0.429
  0.136120	     0.387	    -0.072	     0.056	     0.398
  0.139440	     0.387	    -0.063	     0.078	     0.400
  0.142760	     0.405	    -0.060	     0.085	     0.418
  0.146080	     0.411	    -0.060	     0.083	     0.424
  0.149400	     0.404	    -0.063	     0.072	     0.415
  0.152720	     0.379	    -0.060	     0.074	     0.391
  0.156040	     0.398	    -0.053	     0.052	     0.405
  0.159360	     0.409	    -0.080	     0.074	     0.423
  0.162680	     0.417	    -0.043	     0.048	     0.422
  0.166000	     0.389	    -0.053	     0.056	     0.397
  0.169320	     0.391	    -0.058	     0.083	     0.404
  0.172640	     0.388	    -0.075	     0.055	     0.399
  0.175960	     0.386	    -0.060	     0.086	     0.400
  0.179280	     0.416	    -0.063	     0.074	     0.427
  0.182600	     0.375	    -0.063	     0.082	     0.389
  0.185920	     0.401	    -0.055	     0.081	     0.413
  0.189240	     0.412	    -0.057	     0.073	     0.422
  0.192560	     0.372	    -0.058	     0.061	     0.381
  0.195880	     0.413	    -0.048	     0.069	     0.421
  0.199200	     0.406	    -0.072	     0.063	     0.417
  0.202520	     0.408	    -0.051	     0.095	     0.422
  0.205840	     0.390	    -0.056	     0.091	     0.404
  0.209160	     0.420	    -0.043	     0.095	     0.433
  0.212480	     0.395	    -0.068	     0.075	     0.408
  0.215800	     0.384	    -0.058	     0.079	     0.396
  0.219120	     0.387	    -0.074	     0.053	     0.398
  0.222440	     0.403	    -0.060	     0.062	     0.412
  0.225760	     0.418	    -0.046	     0.081	     0.428
  0.229080	     0.416	    -0.077	     0.071	     0.429
  0.232400	     0.389	    -0.056	     0.067	     0.399
  0.235720	     0.387	    -0.062	     0.061	     0.397
  0.239040	     0.393	    -0.062	     0.065	     0.403
  0.242360	     0.394	    -0.040	     0.065	     0.401
  0.245680	     0.394	    -0.078	     0.072	     0.408
  0.249000	     0.408	    -0.078	     0.065	     0.420
  0.252320	     0.411	    -0.066	     0.070	     0.422
  0.255640	     0.407	    -0.051	     0.085	     0.419
  0.258960	     0.402	    -0.072	     0.050	     0.411
  0.262280	     0.409	    -0.071	     0.038	     0.417
  0.265600	     0.384	    -0.062	     0.063	     0.394
  0.268920	     0.397	    -0.078	     0.067	     0.410
  0.272240	     0.398	    -0.069	     0.042	     0.406
  0.275560	     0.425	    -0.083	     0.038	     0.435
  0.278880	     0.394	    -0.063	     0.087	     0.408
  0.282200	     0.423	    -0.044	     0.081	     0.433
  0.285520	     0.403	    -0.058	     0.077	     0.414
  0.288840	     0.427	    -0.055	     0.066	     0.436
  0.292160	     0.407	    -0.067	     0.060	     0.417
  0.295480	     0.418	    -0.054	     0.072	     0.428
  0.298800	     0.382	    -0.075	     0.060	     0.394
  0.302120	     0.388	    -0.045	     0.094	     0.402
  0.305440	     0.394	    -0.072	     0.078	     0.408
  0.308760	     0.425	    -0.054	     0.067	     0.434
  0.312080	     0.384	    -0.051	     0.064	     0.393
  0.315400	     0.379	    -0.063	     0.058	     0.389
  0.318720	     0.384	    -0.061	     0.035	     0.390
  0.322040	     0.400	    -0.055	     0.078	     0.411
  0.325360	     0.386	    -0.058	     0.063	     0.395
  0.328680	     0.406	    -0.075	     0.074	     0.419
  0.332000	     0.411	    -0.062	     0.047	     0.418
  0.335320	     0.379	    -0.062	     0.070	     0.390
  0.338640	     0.412	    -0.058	     0.063	     0.421
  0.341960	     0.389	    -0.085	     0.079	     0.406
  0.345280	     0.396	    -0.086	     0.093	     0.416
  0.348600	     0.390	    -0.065	     0.068	     0.401
  0.351920	     0.422	    -0.051	     0.082	     0.433
  0.355240	     0.413	    -0.069	     0.066	     0.424
  0.358560	     0.419	    -0.058	     0.072	     0.429
  0.361880	     0.391	    -0.085	     0.095	     0.411
  0.365200	     0.408	    -0.044	     0.058	     0.414
  0.368520	     0.423	    -0.089	     0.080	     0.440
  0.371840	     0.409	    -0.060	     0.072	     0.420
  0.375160	     0.392	    -0.063	     0.069	     0.403
  0.378480	     0.393	    -0.057	     0.089	     0.407
  0.381800	     0.390	    -0.068	     0.083	     0.404
  0.385120	     0.388	    -0.067	     0.053	     0.397
  0.388440	     0.402	    -0.080	     0.043	     0.412
  0.391760	     0.386	    -0.044	     0.056	     0.393
  0.395080	     0.398	    -0.058	     0.037	     0.404
  0.398400	     0.431	    -0.063	     0.063	     0.440
  0.401720	     0.398	    -0.054	     0.059	     0.406
  0.405040	     0.419	    -0.067	     0.068	     0.430
  0.408360	     0.391	    -0.077	     0.087	     0.408
  0.411680	     0.425	    -0.037	     0.064	     0.431
  0.415000	     0.399	    -0.053	     0.062	     0.407
  0.418320	     0.408	    -0.048	     0.037	     0.412
  0.421640	     0.413	    -0.086	     0.044	     0.424
  0.424960	     0.408	    -0.062	     0.077	     0.420
  0.428280	     0.402	    -0.048	     0.082	     0.413
  0.431600	     0.423	    -0.094	     0.054	     0.437
  0.434920	     0.403	    -0.071	     0.076	     0.416
  0.438240	     0.391	    -0.038	     0.074	     0.400
  0.441560	     0.411	    -0.057	     0.087	     0.424
  0.444880	     0.405	    -0.070	     0.074	     0.418
  0.448200	     0.394	    -0.046	     0.068	     0.402
  0.451520	     0.433	    -0.081	     0.077	     0.447
  0.454840	     0.394	    -0.065	     0.065	     0.405
  0.458160	     0.394	    -0.052	     0.069	     0.403
  0.461480	     0.402	    -0.079	     0.078	     0.417
  0.464800	     0.409	    -0.070	     0.053	     0.418
  0.468120	     0.429	    -0.076	     0.074	     0.442
  0.471440	     0.384	    -0.062	     0.065	     0.394
  0.474760	     0.397	    -0.066	     0.075	     0.409
  0.478080	     0.405	    -0.057	     0.063	     0.414
  0.481400	     0.400	    -0.048	     0.049	     0.406
  0.484720	     0.377	    -0.069	     0.068	     0.389
  0.488040	     0.381	    -0.095	     0.083	     0.401
  0.491360	     0.400	    -0.076	     0.066	     0.412
  0.494680	     0.408	    -0.045	     0.075	     0.417
  0.498000	     0.422	    -0.069	     0.076	     0.434
  0.501320	     0.389	    -0.055	     0.042	     0.395
  0.504640	     0.393	    -0.068	     0.067	     0.404
  0.507960	     0.381	    -0.050	     0.066	     0.390
  0.511280	     0.398	    -0.052	     0.073	     0.408
  0.514600	     0.413	    -0.065	     0.055	     0.422
  0.517920	     0.398	    -0.071	     0.063	     0.409
  0.521240	     0.390	    -0.087	     0.062	     0.404
  0.524560	     0.404	    -0.080	     0.059	     0.416
  0.527880	     0.400	    -0.077	     0.057	     0.411
  0.531200	     0.382	    -0.048	     0.080	     0.393
  0.534520	     0.422	    -0.079	     0.066	     0.434
  0.537840	     0.384	    -0.079	     0.068	     0.398
  0.541160	     0.387	    -0.055	     0.066	     0.396
  0.544480	     0.374	    -0.065	     0.055	     0.384
  0.547800	     0.405	    -0.097	     0.096	     0.427
  0.551120	     0.380	    -0.068	     0.064	     0.391
  0.554440	     0.395	    -0.083	     0.075	     0.411
  0.557760	     0.389	    -0.066	     0.075	     0.402
  0.561080	     0.382	    -0.071	     0.075	     0.396
  0.564400	     0.398	    -0.043	     0.073	     0.407
  0.567720	     0.401	    -0.085	     0.081	     0.418
  0.571040	     0.409	    -0.080	     0.078	     0.424
  0.574360	     0.404	    -0.053	     0.073	     0.414
  0.577680	     0.396	    -0.066	     0.079	     0.409
  0.581000	     0.380	    -0.048	     0.067	     0.389
  0.584320	     0.411	    -0.054	     0.093	     0.425
  0.587640	     0.407	    -0.075	     0.061	     0.418
  0.590960	     0.395	    -0.080	     0.068	     0.409
  0.594280	     0.400	    -0.068	     0.078	     0.413
  0.597600	     0.379	    -0.062	     0.080	     0.392
  0.600920	     0.398	    -0.075	     0.064	     0.410
  0.604240	     0.401	    -0.077	     0.061	     0.413
  0.607560	     0.389	    -0.058	     0.068	     0.399
  0.610880	     0.398	    -0.071	     0.050	     0.407
