All   channel acquired
Date[dd-mm-yy]= 02-07-21   Time= 16:32:13
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
  0.003320	    -0.189	     0.070	     0.051	     0.208
  0.006640	    -0.206	     0.051	     0.049	     0.218
  0.009960	    -0.218	     0.057	     0.052	     0.231
  0.013280	    -0.199	     0.072	     0.064	     0.221
  0.016600	    -0.186	     0.047	     0.043	     0.197
  0.019920	    -0.172	     0.049	     0.044	     0.184
  0.023240	    -0.191	     0.035	     0.048	     0.200
  0.026560	    -0.196	     0.066	     0.046	     0.212
  0.029880	    -0.205	     0.054	     0.038	     0.215
  0.033200	    -0.195	     0.044	     0.071	     0.212
  0.036520	    -0.196	     0.050	     0.072	     0.215
  0.039840	    -0.168	     0.055	     0.055	     0.185
  0.043160	    -0.178	     0.047	     0.044	     0.189
  0.046480	    -0.167	     0.030	     0.077	     0.186
  0.049800	    -0.191	     0.052	     0.041	     0.202
  0.053120	    -0.188	     0.050	     0.066	     0.205
  0.056440	    -0.169	     0.027	     0.035	     0.175
  0.059760	    -0.209	     0.066	     0.062	     0.228
  0.063080	    -0.190	     0.046	     0.038	     0.199
  0.066400	    -0.211	     0.074	     0.076	     0.236
  0.069720	    -0.210	     0.066	     0.032	     0.222
  0.073040	    -0.196	     0.069	     0.079	     0.222
  0.076360	    -0.181	     0.031	     0.071	     0.197
  0.079680	    -0.214	     0.049	     0.037	     0.223
  0.083000	    -0.225	     0.055	     0.069	     0.242
  0.086320	    -0.211	     0.055	     0.061	     0.226
  0.089640	    -0.201	     0.059	     0.072	     0.222
  0.092960	    -0.193	     0.054	     0.067	     0.211
  0.096280	    -0.183	     0.049	     0.062	     0.199
  0.099600	    -0.222	     0.060	     0.059	     0.237
  0.102920	    -0.184	     0.054	     0.034	     0.195
  0.106240	    -0.229	     0.074	     0.053	     0.246
  0.109560	    -0.208	     0.068	     0.072	     0.230
  0.112880	    -0.198	     0.045	     0.062	     0.212
  0.116200	    -0.226	     0.056	     0.056	     0.239
  0.119520	    -0.207	     0.059	     0.043	     0.219
  0.122840	    -0.203	     0.070	     0.060	     0.223
  0.126160	    -0.179	     0.075	     0.032	     0.197
  0.129480	    -0.204	     0.034	     0.045	     0.212
  0.132800	    -0.186	     0.050	     0.047	     0.198
  0.136120	    -0.201	     0.047	     0.060	     0.215
  0.139440	    -0.200	     0.056	     0.044	     0.212
  0.142760	    -0.199	     0.068	     0.055	     0.217
  0.146080	    -0.201	     0.050	     0.075	     0.220
  0.149400	    -0.203	     0.056	     0.041	     0.215
  0.152720	    -0.213	     0.054	     0.059	     0.228
  0.156040	    -0.203	     0.066	     0.026	     0.215
  0.159360	    -0.191	     0.055	     0.047	     0.204
  0.162680	    -0.188	     0.055	     0.068	     0.207
  0.166000	    -0.214	     0.043	     0.042	     0.222
  0.169320	    -0.219	     0.074	     0.059	     0.239
  0.172640	    -0.195	     0.063	     0.038	     0.208
  0.175960	    -0.184	     0.043	     0.053	     0.196
  0.179280	    -0.194	     0.068	     0.086	     0.223
  0.182600	    -0.189	     0.065	     0.037	     0.203
  0.185920	    -0.199	     0.054	     0.047	     0.211
  0.189240	    -0.216	     0.072	     0.030	     0.230
  0.192560	    -0.214	     0.058	     0.054	     0.228
  0.195880	    -0.189	     0.062	     0.060	     0.208
  0.199200	    -0.233	     0.046	     0.052	     0.243
  0.202520	    -0.220	     0.057	     0.067	     0.237
  0.205840	    -0.166	     0.035	     0.032	     0.173
  0.209160	    -0.186	     0.094	     0.058	     0.216
  0.212480	    -0.208	     0.075	     0.068	     0.231
  0.215800	    -0.204	     0.070	     0.050	     0.221
  0.219120	    -0.201	     0.079	     0.099	     0.238
  0.222440	    -0.191	     0.068	     0.046	     0.208
  0.225760	    -0.229	     0.066	     0.074	     0.250
  0.229080	    -0.208	     0.027	     0.049	     0.215
  0.232400	    -0.178	     0.068	     0.041	     0.195
  0.235720	    -0.186	     0.054	     0.035	     0.197
  0.239040	    -0.165	     0.086	     0.057	     0.195
  0.242360	    -0.191	     0.072	     0.052	     0.211
  0.245680	    -0.188	     0.039	     0.036	     0.195
  0.249000	    -0.176	     0.051	     0.081	     0.200
  0.252320	    -0.162	     0.037	     0.079	     0.184
  0.255640	    -0.183	     0.044	     0.060	     0.198
  0.258960	    -0.189	     0.041	     0.057	     0.202
  0.262280	    -0.179	     0.058	     0.052	     0.195
  0.265600	    -0.189	     0.074	     0.034	     0.206
  0.268920	    -0.143	     0.059	     0.035	     0.159
  0.272240	    -0.190	     0.068	     0.044	     0.207
  0.275560	    -0.198	     0.059	     0.060	     0.215
  0.278880	    -0.162	     0.049	     0.042	     0.174
  0.282200	    -0.187	     0.055	     0.030	     0.197
  0.285520	    -0.199	     0.022	     0.077	     0.215
  0.288840	    -0.186	     0.052	     0.050	     0.199
  0.292160	    -0.183	     0.071	     0.074	     0.210
  0.295480	    -0.189	     0.053	     0.034	     0.199
  0.298800	    -0.193	     0.039	     0.040	     0.201
  0.302120	    -0.172	     0.041	     0.069	     0.190
  0.305440	    -0.190	     0.053	     0.046	     0.203
  0.308760	    -0.208	     0.066	     0.072	     0.230
  0.312080	    -0.193	     0.050	     0.045	     0.204
  0.315400	    -0.197	     0.055	     0.033	     0.207
  0.318720	    -0.185	     0.058	     0.066	     0.205
  0.322040	    -0.207	     0.037	     0.050	     0.216
  0.325360	    -0.189	     0.053	     0.059	     0.205
  0.328680	    -0.196	     0.060	     0.047	     0.210
  0.332000	    -0.204	     0.044	     0.046	     0.214
  0.335320	    -0.188	     0.067	     0.053	     0.206
  0.338640	    -0.179	     0.054	     0.052	     0.194
  0.341960	    -0.196	     0.062	     0.054	     0.213
  0.345280	    -0.203	     0.068	     0.051	     0.220
  0.348600	    -0.191	     0.055	     0.049	     0.205
  0.351920	    -0.191	     0.042	     0.089	     0.215
  0.355240	    -0.178	     0.068	     0.046	     0.196
  0.358560	    -0.205	     0.061	     0.048	     0.219
  0.361880	    -0.194	     0.065	     0.060	     0.213
  0.365200	    -0.195	     0.055	     0.059	     0.211
  0.368520	    -0.206	     0.078	     0.022	     0.221
  0.371840	    -0.199	     0.073	     0.029	     0.214
  0.375160	    -0.217	     0.042	     0.043	     0.225
  0.378480	    -0.181	     0.066	     0.038	     0.196
  0.381800	    -0.194	     0.066	     0.035	     0.208
  0.385120	    -0.198	     0.062	     0.056	     0.215
  0.388440	    -0.221	     0.109	     0.053	     0.252
  0.391760	    -0.214	     0.085	     0.043	     0.234
  0.395080	    -0.196	     0.048	     0.028	     0.204
  0.398400	    -0.197	     0.095	     0.057	     0.226
  0.401720	    -0.202	     0.046	     0.037	     0.210
  0.405040	    -0.201	     0.073	     0.041	     0.218
  0.408360	    -0.188	     0.064	     0.026	     0.200
  0.411680	    -0.224	     0.048	     0.061	     0.237
  0.415000	    -0.184	     0.048	     0.021	     0.191
  0.418320	    -0.174	     0.059	     0.049	     0.190
  0.421640	    -0.198	     0.064	     0.056	     0.215
  0.424960	    -0.219	     0.099	     0.046	     0.245
  0.428280	    -0.200	     0.055	     0.052	     0.214
  0.431600	    -0.191	     0.064	     0.051	     0.208
  0.434920	    -0.211	     0.068	     0.050	     0.227
  0.438240	    -0.221	     0.054	     0.072	     0.239
  0.441560	    -0.226	     0.063	     0.023	     0.236
  0.444880	    -0.211	     0.074	     0.039	     0.227
  0.448200	    -0.164	     0.062	     0.058	     0.185
  0.451520	    -0.202	     0.046	     0.046	     0.212
  0.454840	    -0.208	     0.071	     0.035	     0.223
  0.458160	    -0.178	     0.059	     0.058	     0.196
  0.461480	    -0.194	     0.059	     0.051	     0.209
  0.464800	    -0.201	     0.059	     0.052	     0.216
  0.468120	    -0.196	     0.067	     0.081	     0.222
  0.471440	    -0.206	     0.072	     0.029	     0.220
  0.474760	    -0.208	     0.079	     0.045	     0.227
  0.478080	    -0.198	     0.066	     0.064	     0.218
  0.481400	    -0.217	     0.057	     0.056	     0.231
  0.484720	    -0.183	     0.069	     0.055	     0.203
  0.488040	    -0.194	     0.074	     0.050	     0.214
  0.491360	    -0.208	     0.063	     0.064	     0.227
  0.494680	    -0.198	     0.068	     0.068	     0.220
  0.498000	    -0.197	     0.052	     0.068	     0.215
  0.501320	    -0.218	     0.063	     0.063	     0.236
  0.504640	    -0.187	     0.068	     0.088	     0.218
  0.507960	    -0.229	     0.070	     0.074	     0.251
