2307.000000000	1.006333891
2308.000000000	1.006340219
2309.000000000	1.006311969
2310.000000000	1.006469984
2311.000000000	1.006501250
2312.000000000	1.006473328
2313.000000000	1.006318203
2314.000000000	1.006516734
2315.000000000	1.006274328
2316.000000000	1.006575359
2317.000000000	1.006448344
2318.000000000	1.006407500
2319.000000000	1.006508141
2320.000000000	1.006530891
2321.000000000	1.006362688
2322.000000000	1.006334172
2323.000000000	1.006442922
2324.000000000	1.006448812
2325.000000000	1.006445344
2326.000000000	1.006424406
2327.000000000	1.006446219
2328.000000000	1.006336078
2329.000000000	1.006351141
2330.000000000	1.006357187
2331.000000000	1.006349000
2332.000000000	1.006538781
2333.000000000	1.006409219
2334.000000000	1.006404516
2335.000000000	1.006335234
2336.000000000	1.006424891
2337.000000000	1.006415016
2338.000000000	1.006408266
2339.000000000	1.006304578
2340.000000000	1.006561969
2341.000000000	1.006400969
2342.000000000	1.006488922
2343.000000000	1.006395172
2344.000000000	1.006388906
2345.000000000	1.006396328
2346.000000000	1.006312328
2347.000000000	1.006539984
2348.000000000	1.006428641
2349.000000000	1.006219187
2350.000000000	1.006259766
2351.000000000	1.006222703
2352.000000000	1.006290680
2353.000000000	1.006383547
2354.000000000	1.006187703
2355.000000000	1.006309109
2356.000000000	1.006266563
2357.000000000	1.006373672
2358.000000000	1.006244000
2359.000000000	1.006273109
2360.000000000	1.006369250
2361.000000000	1.006446016
2362.000000000	1.006055531
2363.000000000	1.006248812
2364.000000000	1.006169359
2365.000000000	1.006424156
2366.000000000	1.006416797
2367.000000000	1.006262344
2368.000000000	1.006257406
2369.000000000	1.006361969
2370.000000000	1.006558813
2371.000000000	1.006246688
2372.000000000	1.006409469
2373.000000000	1.006273516
2374.000000000	1.006356812
2375.000000000	1.006386219
2376.000000000	1.006311016
2377.000000000	1.006481297
2378.000000000	1.006283672
2379.000000000	1.006353297
2380.000000000	1.006357500
2381.000000000	1.006446406
2382.000000000	1.006374828
2383.000000000	1.006134672
2384.000000000	1.006235047
2385.000000000	1.006278781
2386.000000000	1.006340703
2387.000000000	1.006252594
2388.000000000	1.006191141
2389.000000000	1.006334156
2390.000000000	1.006301406
2391.000000000	1.006349547
2392.000000000	1.006348688
2393.000000000	1.006178016
2394.000000000	1.006265891
2395.000000000	1.006174969
2396.000000000	1.006411828
2397.000000000	1.006181125
2398.000000000	1.006257516
2399.000000000	1.006167094
2400.000000000	1.006248234
2401.000000000	1.006357344
2402.000000000	1.006286453
2403.000000000	1.006216234
2404.000000000	1.006313359
2405.000000000	1.006348000
2406.000000000	1.006323937
2407.000000000	1.006348672
2408.000000000	1.006340922
2409.000000000	1.006360875
2410.000000000	1.006389109
2411.000000000	1.006307984
2412.000000000	1.006505531
2413.000000000	1.006381984
2414.000000000	1.006320406
2415.000000000	1.006362063
2416.000000000	1.006291609
2417.000000000	1.006103547
2418.000000000	1.006183719
2419.000000000	1.006112625
2420.000000000	1.005912906
2421.000000000	1.005863922
2422.000000000	1.005558844
2423.000000000	1.000058870
2424.000000000	1.003137328
2425.000000000	1.003105062
2426.000000000	1.002552906
2427.000000000	1.001901700
2428.000000000	1.001479289
2429.000000000	1.000295397
2430.000000000	0.998828581
2431.000000000	0.996313375
2432.000000000	0.995820088
2433.000000000	0.995486930
2434.000000000	0.995400508
2435.000000000	0.995739175
2436.000000000	0.996086766
2437.000000000	0.997387245
2438.000000000	0.998548858
2439.000000000	0.999457759
2440.000000000	1.000897433
2441.000000000	1.002278922
2442.000000000	1.003584703
2443.000000000	1.004203594
2444.000000000	1.004845766
2445.000000000	1.003673359
2446.000000000	1.004969953
2447.000000000	1.005623109
2448.000000000	1.005720031
2449.000000000	1.006120313
2450.000000000	1.006147156
2451.000000000	1.006278969
2452.000000000	1.006392906
2453.000000000	1.006340531
2454.000000000	1.006181391
2455.000000000	1.006432547
2456.000000000	1.006314484
2457.000000000	1.006334359
2458.000000000	1.006391812
2459.000000000	1.006376984
2460.000000000	1.006360969
2461.000000000	1.006524203
2462.000000000	1.006515922
2463.000000000	1.006413500
2464.000000000	1.006300922
2465.000000000	1.006271031
2466.000000000	1.006276547
2467.000000000	1.006476250
2468.000000000	1.006578109
2469.000000000	1.006354141
2470.000000000	1.006439672
2471.000000000	1.006415969
2472.000000000	1.006268328
2473.000000000	1.006385719
2474.000000000	1.006347250
2475.000000000	1.006242844
2476.000000000	1.006377453
2477.000000000	1.006430906
2478.000000000	1.006426609
