-0.006262	-0.062944	0.060288	0.087383
-0.075710	-0.268737	0.002190	0.279206
-0.011169	-0.125748	0.046139	0.134410
0.004811	-0.166332	0.034720	0.169985
0.031410	-0.163334	-0.061853	0.177455
0.001961	-0.041381	0.018993	0.045574
-0.027964	-0.225670	0.029450	0.229295
-0.030151	-0.193426	0.100542	0.220071
0.017576	-0.156749	0.093364	0.183292
0.018619	-0.035940	0.005847	0.040897
-0.027440	-0.101102	0.050523	0.116306
-0.079153	-0.119766	0.010647	0.143953
-0.018632	-0.172789	0.061184	0.184246
-0.048886	-0.153574	0.015331	0.161894
-0.008472	-0.221204	-0.045666	0.226027
0.020392	-0.052580	-0.025248	0.061790
0.001191	-0.015886	0.003346	0.016279
-0.071420	-0.213923	0.123148	0.256961
-0.010378	-0.104748	0.047071	0.115307
0.051571	-0.122402	0.029332	0.136023
0.030191	-0.176057	0.017070	0.179441
0.003037	-0.134204	0.038779	0.139727
0.030271	-0.199854	-0.051044	0.208479
0.028892	-0.067519	0.028317	0.078711
-0.016938	-0.139825	0.001681	0.140857
0.030687	-0.037452	0.022991	0.053599
-0.045298	-0.224911	0.131594	0.264488
-0.016687	-0.176582	0.014766	0.177983
0.036788	-0.140509	-0.079290	0.165478
-0.021989	-0.093497	0.021567	0.098439
-0.040700	-0.141745	0.063169	0.160432
-0.037390	-0.137744	0.085538	0.166397
-0.024911	-0.141865	0.040504	0.149622
0.017876	-0.071493	-0.002067	0.073723
-0.015507	-0.173366	0.027073	0.176151
-0.031896	-0.143520	0.003867	0.147072
0.000549	-0.109305	0.111101	0.155856
-0.003594	-0.077366	0.061190	0.098705
-0.030072	-0.179480	0.023061	0.183437
-0.053433	-0.215727	0.078776	0.235794
-0.043197	-0.112457	-0.045269	0.128692
-0.020204	-0.087824	0.048164	0.102182
0.014471	-0.119861	0.029259	0.124226
-0.088486	-0.076708	0.032581	0.121554
-0.059717	-0.138357	-0.025151	0.152779
-0.054754	-0.187678	0.015534	0.196118
-0.055635	-0.137421	0.073616	0.165527
0.025411	-0.095798	0.021880	0.101497
0.017787	-0.074413	-0.045220	0.088874
-0.046195	-0.146795	0.017486	0.154882
-0.047100	-0.087663	0.031610	0.104414
-0.037732	-0.136334	0.000698	0.141461
-0.072915	-0.215553	-0.012110	0.227873
-0.016213	-0.118475	-0.067213	0.137175
-0.083186	-0.180674	0.012721	0.199310
-0.014502	-0.055434	-0.031002	0.065148
-0.024397	-0.157689	-0.024174	0.161386
0.003629	-0.152779	0.039061	0.157735
-0.028124	-0.166777	-0.045143	0.175053
-0.008366	-0.156338	0.102396	0.187073
-0.086786	-0.234128	0.086225	0.264164
-0.028919	-0.180119	0.050067	0.189172
-0.117487	-0.120995	0.000518	0.168651
-0.054218	-0.136643	-0.027930	0.149636
-0.006444	-0.139913	-0.065409	0.154581
0.023037	-0.131599	0.016288	0.134589
-0.001222	-0.069677	0.024438	0.073849
-0.021067	-0.142353	0.007250	0.144086
-0.098516	-0.110945	0.003497	0.148413
-0.056182	-0.154021	0.078792	0.181899
-0.087621	-0.126335	0.045582	0.160362
-0.062808	-0.119475	0.055075	0.145782
-0.073761	-0.182313	0.027811	0.198626
-0.031279	-0.174536	0.031977	0.180177
-0.008895	-0.189638	0.031444	0.192432
-0.048395	-0.128017	-0.036733	0.141703
-0.095748	-0.073103	0.012509	0.121112
-0.058896	-0.139889	-0.036216	0.156042
-0.030988	-0.115099	-0.014073	0.120025
-0.134544	-0.164811	0.061782	0.221544
-0.060546	-0.151974	-0.012041	0.164033
-0.062504	-0.206502	0.071880	0.227413
-0.053243	-0.126695	-0.027021	0.140060
-0.083287	-0.113172	0.082360	0.162873
-0.015879	-0.073692	0.026085	0.079769
-0.049164	-0.255139	0.077965	0.271278
-0.008969	0.251727	-0.259174	0.361411
0.007659	-0.156625	-0.019161	0.157978
-0.021448	-0.217458	-0.037286	0.221672
-0.031362	-0.111306	-0.011915	0.116252
-0.034677	-0.075874	0.026097	0.087409
-0.054346	-0.143297	0.019534	0.154496
-0.072187	-0.180229	0.072220	0.207145
-0.118601	-0.139777	0.047504	0.189368
-0.070062	-0.135394	0.009378	0.152736
-0.056879	-0.102825	0.021667	0.119489
-0.033724	-0.090328	-0.051544	0.109331
-0.123290	-0.203548	0.042983	0.241825
-0.025925	-0.078229	0.038583	0.090997
-0.057093	-0.096058	-0.019246	0.113390
-0.084897	-0.192755	0.035445	0.213585
-0.102465	-0.166598	0.031155	0.198052
-0.083081	-0.026486	0.011881	0.088007
-0.102530	-0.137024	0.039729	0.175688
-0.136761	-0.120129	0.014383	0.182596
-0.071596	-0.077923	0.023198	0.108333
-0.063058	-0.157129	0.117745	0.206228
-0.033848	-0.205790	0.001629	0.208561
-0.108895	-0.057375	0.043619	0.130586
-0.131733	-0.218543	0.067736	0.264013
-0.065414	-0.116328	0.009270	0.133780
