1;451.78;9.78
2;417.73;157.95
3;320.69;283.55
4;175.61;367.47
5;4.52;396.93
6;-166.68;367.33
7;-311.75;283.55
8;-408.65;157.91
9;-442.74;9.77
10;-408.65;-138.4
11;-311.74;-264.19
12;-166.62;-347.89
13;4.44;-377.51
14;175.7;-347.61
15;320.78;-264.27
16;417.73;-138.36
17;451.81;9.77
