All   channel acquired
Date[dd-mm-yy]= 02-07-21   Time= 16:20:38
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
  0.003320	     0.189	     0.239	     0.068	     0.312
  0.006640	     0.169	     0.210	     0.038	     0.272
  0.009960	     0.171	     0.219	     0.044	     0.281
  0.013280	     0.155	     0.237	     0.044	     0.287
  0.016600	     0.184	     0.238	     0.021	     0.302
  0.019920	     0.178	     0.216	     0.043	     0.283
  0.023240	     0.205	     0.239	     0.029	     0.316
  0.026560	     0.183	     0.241	     0.034	     0.305
  0.029880	     0.163	     0.259	     0.034	     0.308
  0.033200	     0.177	     0.242	     0.057	     0.305
  0.036520	     0.187	     0.226	     0.040	     0.296
  0.039840	     0.164	     0.217	     0.040	     0.275
  0.043160	     0.182	     0.233	     0.045	     0.299
  0.046480	     0.191	     0.232	     0.036	     0.303
  0.049800	     0.163	     0.235	     0.038	     0.289
  0.053120	     0.176	     0.204	     0.021	     0.270
  0.056440	     0.150	     0.230	     0.042	     0.278
  0.059760	     0.162	     0.226	     0.031	     0.280
  0.063080	     0.159	     0.229	     0.052	     0.284
  0.066400	     0.159	     0.219	     0.017	     0.271
  0.069720	     0.174	     0.248	     0.013	     0.303
  0.073040	     0.158	     0.231	     0.031	     0.282
  0.076360	     0.167	     0.234	     0.046	     0.291
  0.079680	     0.160	     0.228	     0.044	     0.282
  0.083000	     0.198	     0.232	     0.049	     0.309
  0.086320	     0.173	     0.222	     0.031	     0.283
  0.089640	     0.191	     0.224	     0.039	     0.297
  0.092960	     0.195	     0.240	     0.040	     0.312
  0.096280	     0.161	     0.232	     0.029	     0.284
  0.099600	     0.170	     0.235	     0.031	     0.292
  0.102920	     0.165	     0.228	     0.052	     0.286
  0.106240	     0.169	     0.215	     0.048	     0.278
  0.109560	     0.170	     0.230	     0.050	     0.290
  0.112880	     0.157	     0.240	     0.032	     0.289
  0.116200	     0.178	     0.240	     0.068	     0.306
  0.119520	     0.185	     0.229	     0.037	     0.297
  0.122840	     0.169	     0.215	     0.057	     0.279
  0.126160	     0.166	     0.228	     0.031	     0.284
  0.129480	     0.155	     0.239	     0.049	     0.289
  0.132800	     0.177	     0.228	     0.029	     0.290
  0.136120	     0.169	     0.238	     0.040	     0.295
  0.139440	     0.163	     0.192	     0.030	     0.254
  0.142760	     0.155	     0.239	     0.029	     0.286
  0.146080	     0.170	     0.224	     0.036	     0.283
  0.149400	     0.171	     0.201	     0.033	     0.266
  0.152720	     0.170	     0.193	     0.046	     0.261
  0.156040	     0.185	     0.225	     0.049	     0.295
  0.159360	     0.189	     0.243	    -0.002	     0.308
  0.162680	     0.161	     0.253	     0.039	     0.302
  0.166000	     0.176	     0.248	     0.069	     0.312
  0.169320	     0.152	     0.212	     0.028	     0.262
  0.172640	     0.159	     0.216	     0.020	     0.269
  0.175960	     0.184	     0.232	     0.047	     0.300
  0.179280	     0.188	     0.214	     0.041	     0.288
  0.182600	     0.180	     0.253	     0.030	     0.312
  0.185920	     0.192	     0.213	     0.018	     0.287
  0.189240	     0.177	     0.233	     0.052	     0.297
  0.192560	     0.196	     0.222	     0.028	     0.297
  0.195880	     0.188	     0.204	     0.052	     0.282
  0.199200	     0.184	     0.218	     0.037	     0.288
  0.202520	     0.197	     0.224	     0.027	     0.300
  0.205840	     0.170	     0.239	     0.030	     0.295
  0.209160	     0.183	     0.209	     0.036	     0.280
  0.212480	     0.192	     0.238	     0.032	     0.307
  0.215800	     0.171	     0.216	     0.032	     0.277
  0.219120	     0.169	     0.235	     0.056	     0.295
  0.222440	     0.173	     0.232	     0.063	     0.296
  0.225760	     0.194	     0.255	     0.045	     0.324
  0.229080	     0.152	     0.219	     0.064	     0.274
  0.232400	     0.198	     0.240	     0.037	     0.313
  0.235720	     0.202	     0.232	     0.035	     0.310
  0.239040	     0.193	     0.246	     0.043	     0.316
  0.242360	     0.189	     0.235	     0.058	     0.307
  0.245680	     0.180	     0.250	     0.031	     0.310
  0.249000	     0.174	     0.244	     0.042	     0.303
  0.252320	     0.153	     0.239	     0.026	     0.285
  0.255640	     0.200	     0.227	     0.029	     0.304
  0.258960	     0.190	     0.236	     0.047	     0.307
  0.262280	     0.162	     0.217	     0.056	     0.277
  0.265600	     0.174	     0.228	     0.069	     0.295
  0.268920	     0.175	     0.242	     0.019	     0.299
  0.272240	     0.170	     0.221	     0.044	     0.282
  0.275560	     0.141	     0.235	     0.049	     0.278
  0.278880	     0.189	     0.234	     0.044	     0.304
  0.282200	     0.169	     0.215	     0.045	     0.277
  0.285520	     0.182	     0.228	     0.019	     0.292
  0.288840	     0.162	     0.213	     0.057	     0.274
  0.292160	     0.159	     0.229	     0.058	     0.285
  0.295480	     0.178	     0.242	     0.035	     0.302
  0.298800	     0.183	     0.210	     0.038	     0.281
  0.302120	     0.164	     0.246	     0.053	     0.300
  0.305440	     0.167	     0.205	     0.068	     0.273
  0.308760	     0.166	     0.248	     0.029	     0.300
  0.312080	     0.155	     0.237	     0.040	     0.286
  0.315400	     0.147	     0.210	     0.053	     0.262
  0.318720	     0.171	     0.246	     0.036	     0.302
  0.322040	     0.170	     0.228	     0.032	     0.286
  0.325360	     0.175	     0.235	     0.053	     0.298
  0.328680	     0.168	     0.251	     0.040	     0.305
  0.332000	     0.169	     0.212	     0.040	     0.274
  0.335320	     0.152	     0.244	     0.037	     0.290
  0.338640	     0.187	     0.222	     0.030	     0.292
  0.341960	     0.166	     0.230	     0.045	     0.287
  0.345280	     0.181	     0.238	     0.045	     0.302
  0.348600	     0.163	     0.231	     0.053	     0.288
  0.351920	     0.202	     0.218	     0.029	     0.299
  0.355240	     0.184	     0.233	     0.040	     0.300
  0.358560	     0.205	     0.211	     0.050	     0.298
  0.361880	     0.215	     0.247	     0.043	     0.330
  0.365200	     0.172	     0.224	     0.034	     0.284
  0.368520	     0.189	     0.210	     0.042	     0.286
  0.371840	     0.166	     0.241	     0.036	     0.295
  0.375160	     0.182	     0.224	     0.057	     0.294
  0.378480	     0.177	     0.224	     0.048	     0.289
  0.381800	     0.179	     0.230	     0.038	     0.294
  0.385120	     0.181	     0.232	     0.034	     0.296
  0.388440	     0.166	     0.237	     0.032	     0.291
  0.391760	     0.185	     0.212	     0.024	     0.282
  0.395080	     0.186	     0.244	     0.033	     0.309
  0.398400	     0.179	     0.226	     0.034	     0.290
  0.401720	     0.211	     0.237	     0.030	     0.319
  0.405040	     0.184	     0.200	     0.037	     0.274
  0.408360	     0.153	     0.206	     0.022	     0.258
  0.411680	     0.145	     0.214	     0.030	     0.260
  0.415000	     0.175	     0.221	     0.032	     0.284
  0.418320	     0.162	     0.235	     0.022	     0.286
  0.421640	     0.184	     0.223	     0.022	     0.290
  0.424960	     0.139	     0.226	     0.028	     0.267
  0.428280	     0.209	     0.245	     0.056	     0.327
  0.431600	     0.153	     0.242	     0.035	     0.288
  0.434920	     0.180	     0.235	     0.042	     0.299
  0.438240	     0.158	     0.198	     0.063	     0.261
  0.441560	     0.196	     0.241	     0.015	     0.311
  0.444880	     0.181	     0.237	     0.025	     0.299
  0.448200	     0.147	     0.235	     0.055	     0.283
  0.451520	     0.173	     0.202	     0.024	     0.267
  0.454840	     0.161	     0.217	     0.016	     0.271
  0.458160	     0.177	     0.221	     0.029	     0.285
  0.461480	     0.178	     0.219	     0.028	     0.284
  0.464800	     0.184	     0.237	     0.038	     0.302
  0.468120	     0.162	     0.227	     0.025	     0.280
  0.471440	     0.174	     0.209	     0.032	     0.274
