All   channel acquired
Date[dd-mm-yy]= 02-07-21   Time= 16:8:5
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
  0.003320	     0.070	    -0.319	     0.106	     0.343
  0.006640	     0.072	    -0.325	     0.049	     0.336
  0.009960	     0.065	    -0.318	     0.065	     0.331
  0.013280	     0.052	    -0.326	     0.091	     0.342
  0.016600	     0.091	    -0.328	     0.058	     0.345
  0.019920	     0.086	    -0.312	     0.072	     0.332
  0.023240	     0.066	    -0.314	     0.082	     0.331
  0.026560	     0.074	    -0.311	     0.068	     0.327
  0.029880	     0.079	    -0.319	     0.086	     0.340
  0.033200	     0.061	    -0.337	     0.078	     0.351
  0.036520	     0.080	    -0.334	     0.062	     0.349
  0.039840	     0.044	    -0.316	     0.071	     0.327
  0.043160	     0.086	    -0.329	     0.074	     0.348
  0.046480	     0.069	    -0.314	     0.081	     0.332
  0.049800	     0.084	    -0.306	     0.083	     0.328
  0.053120	     0.065	    -0.323	     0.087	     0.341
  0.056440	     0.098	    -0.310	     0.103	     0.341
  0.059760	     0.079	    -0.318	     0.083	     0.338
  0.063080	     0.072	    -0.362	     0.072	     0.376
  0.066400	     0.072	    -0.301	     0.071	     0.318
  0.069720	     0.070	    -0.298	     0.061	     0.312
  0.073040	     0.078	    -0.294	     0.083	     0.315
  0.076360	     0.060	    -0.327	     0.094	     0.345
  0.079680	     0.068	    -0.295	     0.099	     0.319
  0.083000	     0.063	    -0.303	     0.072	     0.318
  0.086320	     0.069	    -0.308	     0.086	     0.327
  0.089640	     0.058	    -0.339	     0.108	     0.360
  0.092960	     0.079	    -0.328	     0.068	     0.344
  0.096280	     0.064	    -0.309	     0.064	     0.322
  0.099600	     0.066	    -0.326	     0.087	     0.344
  0.102920	     0.070	    -0.334	     0.064	     0.347
  0.106240	     0.083	    -0.311	     0.060	     0.327
  0.109560	     0.065	    -0.327	     0.066	     0.340
  0.112880	     0.063	    -0.301	     0.077	     0.317
  0.116200	     0.077	    -0.306	     0.067	     0.323
  0.119520	     0.061	    -0.320	     0.102	     0.341
  0.122840	     0.073	    -0.319	     0.085	     0.338
  0.126160	     0.083	    -0.328	     0.059	     0.343
  0.129480	     0.076	    -0.310	     0.079	     0.329
  0.132800	     0.058	    -0.322	     0.079	     0.337
  0.136120	     0.093	    -0.319	     0.088	     0.344
  0.139440	     0.069	    -0.317	     0.081	     0.334
  0.142760	     0.086	    -0.324	     0.084	     0.346
  0.146080	     0.071	    -0.308	     0.071	     0.324
  0.149400	     0.077	    -0.300	     0.075	     0.319
  0.152720	     0.077	    -0.310	     0.104	     0.336
  0.156040	     0.072	    -0.309	     0.077	     0.326
  0.159360	     0.058	    -0.300	     0.062	     0.312
  0.162680	     0.070	    -0.286	     0.055	     0.300
  0.166000	     0.088	    -0.339	     0.080	     0.359
  0.169320	     0.076	    -0.316	     0.074	     0.333
  0.172640	     0.045	    -0.309	     0.098	     0.327
  0.175960	     0.070	    -0.334	     0.055	     0.346
  0.179280	     0.082	    -0.323	     0.066	     0.340
  0.182600	     0.085	    -0.348	     0.071	     0.365
  0.185920	     0.081	    -0.323	     0.102	     0.348
  0.189240	     0.093	    -0.327	     0.070	     0.347
  0.192560	     0.070	    -0.295	     0.069	     0.311
  0.195880	     0.078	    -0.299	     0.064	     0.316
  0.199200	     0.083	    -0.324	     0.073	     0.342
  0.202520	     0.048	    -0.308	     0.067	     0.319
  0.205840	     0.094	    -0.320	     0.089	     0.345
  0.209160	     0.070	    -0.339	     0.067	     0.353
  0.212480	     0.050	    -0.309	     0.092	     0.326
  0.215800	     0.065	    -0.323	     0.061	     0.335
