All   channel acquired
Date[dd-mm-yy]= 02-07-21   Time= 16:10:29
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
  0.003320	     0.072	    -0.219	     0.053	     0.237
  0.006640	     0.063	    -0.182	     0.074	     0.206
  0.009960	     0.097	    -0.196	     0.078	     0.232
  0.013280	     0.088	    -0.215	     0.041	     0.236
  0.016600	     0.081	    -0.226	     0.055	     0.246
  0.019920	     0.076	    -0.217	     0.061	     0.238
  0.023240	     0.107	    -0.205	     0.043	     0.235
  0.026560	     0.070	    -0.220	     0.078	     0.244
  0.029880	     0.068	    -0.199	     0.067	     0.221
  0.033200	     0.058	    -0.218	     0.083	     0.240
  0.036520	     0.116	    -0.224	     0.109	     0.275
  0.039840	     0.105	    -0.205	     0.062	     0.239
  0.043160	     0.095	    -0.223	     0.065	     0.251
  0.046480	     0.084	    -0.228	     0.066	     0.252
  0.049800	     0.094	    -0.219	     0.048	     0.243
  0.053120	     0.087	    -0.218	     0.074	     0.246
  0.056440	     0.084	    -0.187	     0.055	     0.212
  0.059760	     0.056	    -0.210	     0.071	     0.229
  0.063080	     0.089	    -0.215	     0.064	     0.241
  0.066400	     0.061	    -0.204	     0.032	     0.215
  0.069720	     0.057	    -0.218	     0.068	     0.235
  0.073040	     0.088	    -0.231	     0.087	     0.262
  0.076360	     0.075	    -0.241	     0.062	     0.260
  0.079680	     0.054	    -0.200	     0.055	     0.214
  0.083000	     0.057	    -0.203	     0.050	     0.217
  0.086320	     0.085	    -0.201	     0.069	     0.229
  0.089640	     0.061	    -0.212	     0.072	     0.232
  0.092960	     0.047	    -0.215	     0.080	     0.234
  0.096280	     0.050	    -0.219	     0.046	     0.229
  0.099600	     0.098	    -0.225	     0.046	     0.250
  0.102920	     0.079	    -0.230	     0.065	     0.252
  0.106240	     0.061	    -0.216	     0.029	     0.226
  0.109560	     0.114	    -0.216	     0.086	     0.259
  0.112880	     0.103	    -0.202	     0.080	     0.240
  0.116200	     0.087	    -0.217	     0.060	     0.241
  0.119520	     0.075	    -0.215	     0.085	     0.243
  0.122840	     0.075	    -0.212	     0.066	     0.234
  0.126160	     0.079	    -0.212	     0.045	     0.231
  0.129480	     0.080	    -0.230	     0.082	     0.257
  0.132800	     0.086	    -0.213	     0.062	     0.238
  0.136120	     0.092	    -0.200	     0.071	     0.231
  0.139440	     0.095	    -0.207	     0.046	     0.232
  0.142760	     0.081	    -0.219	     0.053	     0.239
  0.146080	     0.119	    -0.204	     0.064	     0.245
  0.149400	     0.086	    -0.221	     0.090	     0.254
  0.152720	     0.072	    -0.224	     0.074	     0.247
  0.156040	     0.069	    -0.205	     0.074	     0.229
  0.159360	     0.088	    -0.207	     0.114	     0.252
  0.162680	     0.089	    -0.218	     0.082	     0.249
  0.166000	     0.101	    -0.221	     0.066	     0.252
  0.169320	     0.102	    -0.221	     0.090	     0.260
  0.172640	     0.095	    -0.183	     0.068	     0.217
  0.175960	     0.093	    -0.209	     0.085	     0.244
  0.179280	     0.108	    -0.233	     0.072	     0.267
  0.182600	     0.104	    -0.220	     0.099	     0.263
  0.185920	     0.117	    -0.199	     0.090	     0.248
  0.189240	     0.109	    -0.206	     0.071	     0.244
  0.192560	     0.087	    -0.217	     0.085	     0.249
  0.195880	     0.067	    -0.232	     0.044	     0.245
  0.199200	     0.087	    -0.222	     0.058	     0.245
  0.202520	     0.069	    -0.213	     0.053	     0.230
  0.205840	     0.065	    -0.222	     0.089	     0.248
  0.209160	     0.072	    -0.214	     0.080	     0.240
  0.212480	     0.076	    -0.215	     0.050	     0.233
  0.215800	     0.108	    -0.238	     0.055	     0.267
  0.219120	     0.090	    -0.212	     0.104	     0.253
  0.222440	     0.076	    -0.212	     0.053	     0.231
  0.225760	     0.104	    -0.222	     0.075	     0.256
  0.229080	     0.102	    -0.207	     0.083	     0.245
  0.232400	     0.075	    -0.216	     0.093	     0.247
  0.235720	     0.081	    -0.206	     0.077	     0.234
  0.239040	     0.094	    -0.201	     0.061	     0.230
  0.242360	     0.081	    -0.232	     0.084	     0.260
  0.245680	     0.086	    -0.212	     0.068	     0.239
  0.249000	     0.044	    -0.240	     0.071	     0.254
  0.252320	     0.077	    -0.215	     0.074	     0.240
  0.255640	     0.105	    -0.227	     0.071	     0.260
  0.258960	     0.088	    -0.182	     0.073	     0.215
  0.262280	     0.111	    -0.210	     0.040	     0.241
  0.265600	     0.097	    -0.200	     0.074	     0.234
  0.268920	     0.069	    -0.201	     0.096	     0.233
  0.272240	     0.081	    -0.204	     0.092	     0.238
  0.275560	     0.106	    -0.223	     0.064	     0.255
  0.278880	     0.069	    -0.240	     0.071	     0.260
  0.282200	     0.098	    -0.188	     0.053	     0.219
  0.285520	     0.075	    -0.236	     0.071	     0.258
  0.288840	     0.087	    -0.229	     0.086	     0.260
  0.292160	     0.108	    -0.210	     0.050	     0.241
  0.295480	     0.094	    -0.208	     0.080	     0.242
  0.298800	     0.102	    -0.229	     0.064	     0.259
  0.302120	     0.091	    -0.233	     0.069	     0.259
  0.305440	     0.109	    -0.233	     0.048	     0.262
  0.308760	     0.093	    -0.210	     0.086	     0.245
  0.312080	     0.104	    -0.215	     0.059	     0.246
  0.315400	     0.088	    -0.197	     0.069	     0.227
  0.318720	     0.083	    -0.215	     0.080	     0.244
  0.322040	     0.084	    -0.218	     0.067	     0.243
  0.325360	     0.091	    -0.215	     0.076	     0.246
  0.328680	     0.115	    -0.224	     0.081	     0.265
  0.332000	     0.085	    -0.210	     0.102	     0.248
  0.335320	     0.082	    -0.202	     0.074	     0.230
  0.338640	     0.092	    -0.218	     0.065	     0.245
  0.341960	     0.081	    -0.224	     0.075	     0.250
  0.345280	     0.086	    -0.199	     0.077	     0.230
  0.348600	     0.093	    -0.201	     0.081	     0.236
  0.351920	     0.105	    -0.189	     0.068	     0.227
  0.355240	     0.085	    -0.232	     0.081	     0.260
  0.358560	     0.081	    -0.221	     0.039	     0.239
  0.361880	     0.089	    -0.198	     0.063	     0.226
  0.365200	     0.103	    -0.226	     0.067	     0.257
  0.368520	     0.075	    -0.206	     0.068	     0.230
  0.371840	     0.093	    -0.217	     0.068	     0.246
  0.375160	     0.111	    -0.233	     0.064	     0.266
  0.378480	     0.119	    -0.221	     0.065	     0.259
  0.381800	     0.111	    -0.236	     0.075	     0.271
  0.385120	     0.105	    -0.209	     0.073	     0.245
  0.388440	     0.116	    -0.217	     0.072	     0.256
  0.391760	     0.081	    -0.232	     0.085	     0.260
  0.395080	     0.101	    -0.194	     0.066	     0.228
  0.398400	     0.077	    -0.209	     0.080	     0.237
  0.401720	     0.129	    -0.209	     0.066	     0.254
  0.405040	     0.104	    -0.198	     0.112	     0.250
  0.408360	     0.110	    -0.226	     0.057	     0.258
  0.411680	     0.099	    -0.229	     0.067	     0.258
  0.415000	     0.108	    -0.208	     0.077	     0.247
  0.418320	     0.078	    -0.194	     0.059	     0.217
  0.421640	     0.072	    -0.232	     0.078	     0.255
  0.424960	     0.108	    -0.224	     0.061	     0.256
  0.428280	     0.061	    -0.198	     0.069	     0.218
  0.431600	     0.077	    -0.218	     0.070	     0.242
  0.434920	     0.092	    -0.214	     0.077	     0.245
  0.438240	     0.089	    -0.224	     0.058	     0.248
  0.441560	     0.090	    -0.233	     0.060	     0.257
  0.444880	     0.086	    -0.225	     0.065	     0.249
  0.448200	     0.106	    -0.199	     0.070	     0.236
  0.451520	     0.091	    -0.192	     0.062	     0.221
  0.454840	     0.088	    -0.208	     0.075	     0.238
  0.458160	     0.097	    -0.226	     0.071	     0.256
  0.461480	     0.100	    -0.213	     0.055	     0.242
  0.464800	     0.070	    -0.219	     0.055	     0.236
  0.468120	     0.104	    -0.230	     0.073	     0.263
  0.471440	     0.092	    -0.235	     0.094	     0.269
  0.474760	     0.064	    -0.220	     0.046	     0.234
  0.478080	     0.087	    -0.226	     0.066	     0.251
  0.481400	     0.072	    -0.230	     0.048	     0.246
  0.484720	     0.103	    -0.247	     0.063	     0.275
  0.488040	     0.094	    -0.228	     0.068	     0.256
  0.491360	     0.085	    -0.202	     0.069	     0.230
  0.494680	     0.079	    -0.232	     0.065	     0.254
  0.498000	     0.099	    -0.236	     0.071	     0.266
  0.501320	     0.085	    -0.234	     0.044	     0.253
  0.504640	     0.088	    -0.217	     0.072	     0.245
  0.507960	     0.101	    -0.223	     0.077	     0.257
  0.511280	     0.083	    -0.215	     0.075	     0.242
  0.514600	     0.098	    -0.201	     0.065	     0.233
  0.517920	     0.100	    -0.187	     0.072	     0.224
  0.521240	     0.097	    -0.212	     0.074	     0.245
  0.524560	     0.079	    -0.224	     0.067	     0.247
  0.527880	     0.077	    -0.212	     0.056	     0.232
  0.531200	     0.070	    -0.208	     0.056	     0.226
  0.534520	     0.101	    -0.221	     0.078	     0.255
  0.537840	     0.106	    -0.207	     0.067	     0.242
  0.541160	     0.088	    -0.213	     0.067	     0.240
  0.544480	     0.083	    -0.203	     0.069	     0.230
  0.547800	     0.072	    -0.230	     0.061	     0.249
  0.551120	     0.078	    -0.255	     0.081	     0.279
  0.554440	     0.066	    -0.215	     0.079	     0.238
  0.557760	     0.095	    -0.215	     0.060	     0.243
  0.561080	     0.083	    -0.218	     0.046	     0.238
  0.564400	     0.085	    -0.206	     0.083	     0.238
  0.567720	     0.087	    -0.207	     0.074	     0.236
  0.571040	     0.093	    -0.216	     0.068	     0.245
  0.574360	     0.083	    -0.233	     0.064	     0.255
  0.577680	     0.093	    -0.224	     0.071	     0.253
  0.581000	     0.075	    -0.213	     0.059	     0.233
  0.584320	     0.070	    -0.218	     0.063	     0.237
  0.587640	     0.069	    -0.198	     0.057	     0.217
  0.590960	     0.080	    -0.209	     0.064	     0.233
  0.594280	     0.102	    -0.212	     0.053	     0.241
  0.597600	     0.076	    -0.202	     0.055	     0.223
