All   channel acquired
Date[dd-mm-yy]= 02-07-21   Time= 16:12:43
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
  0.003320	     0.101	    -0.097	     0.072	     0.157
  0.006640	     0.123	    -0.127	     0.087	     0.197
  0.009960	     0.111	    -0.102	     0.066	     0.165
  0.013280	     0.116	    -0.096	     0.075	     0.168
  0.016600	     0.120	    -0.106	     0.088	     0.183
  0.019920	     0.131	    -0.135	     0.086	     0.207
  0.023240	     0.105	    -0.102	     0.073	     0.164
  0.026560	     0.116	    -0.104	     0.081	     0.176
  0.029880	     0.104	    -0.138	     0.069	     0.186
  0.033200	     0.120	    -0.119	     0.075	     0.185
  0.036520	     0.106	    -0.131	     0.062	     0.180
  0.039840	     0.112	    -0.111	     0.065	     0.171
  0.043160	     0.117	    -0.106	     0.053	     0.167
  0.046480	     0.106	    -0.116	     0.059	     0.168
  0.049800	     0.128	    -0.098	     0.056	     0.171
  0.053120	     0.112	    -0.117	     0.046	     0.168
  0.056440	     0.133	    -0.123	     0.077	     0.197
  0.059760	     0.133	    -0.116	     0.051	     0.184
  0.063080	     0.115	    -0.123	     0.056	     0.177
  0.066400	     0.105	    -0.114	     0.064	     0.168
  0.069720	     0.108	    -0.112	     0.097	     0.183
  0.073040	     0.091	    -0.130	     0.068	     0.173
  0.076360	     0.114	    -0.130	     0.063	     0.184
  0.079680	     0.150	    -0.104	     0.086	     0.202
  0.083000	     0.126	    -0.101	     0.080	     0.180
  0.086320	     0.152	    -0.100	     0.069	     0.195
  0.089640	     0.121	    -0.110	     0.081	     0.182
  0.092960	     0.127	    -0.099	     0.053	     0.170
  0.096280	     0.116	    -0.101	     0.077	     0.172
  0.099600	     0.130	    -0.109	     0.060	     0.180
  0.102920	     0.116	    -0.096	     0.084	     0.172
  0.106240	     0.129	    -0.111	     0.084	     0.190
  0.109560	     0.111	    -0.114	     0.085	     0.180
  0.112880	     0.146	    -0.120	     0.052	     0.196
  0.116200	     0.137	    -0.128	     0.064	     0.198
  0.119520	     0.128	    -0.110	     0.072	     0.183
  0.122840	     0.102	    -0.120	     0.083	     0.178
  0.126160	     0.120	    -0.110	     0.074	     0.179
  0.129480	     0.128	    -0.102	     0.052	     0.172
  0.132800	     0.095	    -0.119	     0.065	     0.166
  0.136120	     0.130	    -0.131	     0.055	     0.193
  0.139440	     0.101	    -0.091	     0.061	     0.149
