-0.073358	-0.155635	0.119621	0.209554
-0.062010	-0.026688	0.042912	0.079993
-0.101879	-0.109023	0.026096	0.151481
-0.116040	-0.185381	0.048258	0.223964
-0.092726	-0.146208	0.087506	0.193990
-0.089801	-0.105120	0.024067	0.140334
-0.099804	-0.175639	0.066718	0.212747
-0.068799	-0.089250	0.042225	0.120340
-0.054459	-0.138503	0.079770	0.168855
-0.095848	-0.141925	0.067780	0.184184
-0.130345	-0.108848	0.084280	0.189580
-0.084794	-0.055605	0.059790	0.117715
-0.130494	-0.049169	0.090169	0.166062
-0.081488	-0.085840	0.086955	0.146867
-0.055686	0.027775	0.105510	0.122493
-0.098927	-0.097940	0.074405	0.157845
-0.015157	-0.110607	0.059985	0.126735
-0.111208	-0.092908	0.134896	0.197980
-0.120676	-0.112885	0.049785	0.172581
-0.083636	-0.109835	0.088855	0.164177
-0.066610	-0.055163	-0.040204	0.095374
-0.115900	-0.167469	0.032315	0.206211
-0.096302	0.012394	0.018860	0.098911
-0.102761	-0.086389	0.074594	0.153581
-0.123767	-0.150089	0.117693	0.227369
-0.164385	-0.130575	0.098387	0.231845
-0.115944	-0.138359	0.048721	0.186975
-0.110246	-0.020786	0.071808	0.133201
-0.120860	-0.059998	0.015128	0.135778
-0.059322	-0.062275	0.017857	0.087842
-0.113200	-0.189043	0.002813	0.220362
-0.091481	-0.068053	0.015669	0.115089
-0.045654	-0.083441	-0.025559	0.098488
-0.085439	-0.067898	-0.012438	0.109839
-0.158364	-0.033639	0.077174	0.179350
-0.166941	-0.149219	0.135151	0.261537
-0.171418	-0.052243	0.007713	0.179368
-0.161318	-0.088040	0.140405	0.231275
-0.156010	-0.128849	0.068181	0.213518
-0.139325	-0.079269	0.061057	0.171531
-0.150930	-0.121189	0.107045	0.221191
-0.079228	0.022524	0.028841	0.087271
-0.086957	-0.004831	0.051773	0.101317
-0.107305	-0.070791	-0.028285	0.131627
-0.131688	-0.106070	0.044261	0.174790
-0.091165	0.034436	-0.015644	0.098700
-0.178785	-0.157741	0.039259	0.241635
-0.181722	-0.041137	0.097438	0.210261
-0.220886	-0.131520	0.127635	0.287017
-0.134668	-0.106000	0.057158	0.180661
-0.167661	-0.095801	0.083902	0.210542
-0.085426	-0.161913	0.062694	0.193505
-0.153595	-0.102408	0.017900	0.185470
-0.100449	-0.174615	0.044185	0.206235
-0.089848	-0.158641	0.029059	0.184619
-0.118859	-0.159925	0.001690	0.199265
-0.112952	-0.092286	0.057794	0.156892
-0.157027	-0.181149	0.024392	0.240972
-0.146562	-0.095863	0.070927	0.188946
-0.186101	-0.141787	0.003881	0.233992
-0.136217	-0.111898	0.064159	0.187597
-0.139132	-0.117495	0.071078	0.195486
-0.152325	-0.173643	0.045265	0.235380
-0.132525	-0.136454	0.015229	0.190826
-0.114209	-0.070540	-0.008928	0.134534
-0.139890	-0.084033	0.061484	0.174387
-0.160287	-0.084143	0.027777	0.183149
-0.140173	-0.148389	0.070061	0.215816
-0.118676	-0.160653	0.014898	0.200288
-0.174987	-0.162658	0.078632	0.251518
-0.170146	-0.086114	0.059695	0.199822
-0.162172	-0.141288	0.011684	0.215403
-0.190690	-0.131562	0.082121	0.245795
-0.159752	-0.212158	0.042715	0.268991
